Depth,A,B,C,D,E,FCA,FCB,FCC,FCD,FCE,CLA,CLB,CLC,CLD,CLE,ELA,ELB,ELC,ELD,ELE
56.05,10.25,19.46,12.28,13.62,25.54,11.58683812,18.47624835,13.0368047,13.32787049,24.187241,12.71245492,18.37476747,13.33072368,12.92492945,24.12091619,9.427850599,19.02949462,11.72354639,13.25317349,25.19094714
56.1,10.130001,19.86,11.74,14.08,25.449999,11.49252667,18.79856958,12.63567356,13.69845323,24.10575796,12.68592942,18.66968583,13.05944305,13.36880743,24.02761423,9.307639183,19.43116364,11.18240376,13.71904068,25.10120049
56.15,10.04,20.179998,11.39,14.42,25.189999,11.42088084,19.05081012,12.37944253,13.96572157,23.88343627,12.6619528,18.88715992,12.89332001,13.67406653,23.77077747,9.218189445,19.75223989,10.83226529,14.06345145,24.84117514
56.2,10.01,20.31,11.22,14.53,24.749998,11.3932864,19.149943,12.24119938,14.04554103,23.51612237,12.64219079,18.94349681,12.78469613,13.7366548,23.34898408,9.188295373,19.88169521,10.65944802,14.17503316,24.39862951
56.25,10,20.21,11.03,14.28,24.099998,11.3790398,19.07063015,12.08407868,13.8339902,22.97785227,12.62748762,18.83082006,12.70229055,13.48418147,22.74981535,9.177021883,19.77847881,10.46600094,13.92108472,23.74666882
56.3,10.02,19.909998,10.77,13.77,23.209997,11.37708589,18.83156928,11.87067406,13.41070487,22.25279956,12.61306666,18.56962312,12.6188754,13.02077992,21.95314061,9.196322529,19.47273621,10.20165658,13.40242599,22.85095825
56.35,10.04,19.389997,10.35,13.15,22.169998,11.37117083,18.42236499,11.53704754,12.89242791,21.40943188,12.59665284,18.16077263,12.52412314,12.45813238,21.07647611,9.21433375,18.94619042,9.775322684,12.77149593,21.80420617
56.4,10.069999,18.74,9.93,12.55,21.07,11.38691776,17.91186119,11.19384856,12.39782436,20.52438413,12.58348176,17.67729636,12.39760272,11.94185035,20.18663227,9.244584931,18.28915095,9.351532488,12.1607288,20.6938517
56.45,10.089999,18,9.63,12.03,20.06,11.3873258,17.33420742,10.95008109,11.97046716,19.70970675,12.57151562,17.16363292,12.26713056,11.52041035,19.40490286,9.265750213,17.54255564,9.050497776,11.63169751,19.67512175
56.5,10.099999,17.37,9.59,11.55,19.29,11.39095621,16.82574167,10.9178827,11.57671063,19.09653512,12.56211576,16.71478336,12.16661678,11.18651538,18.83563725,9.276509011,16.90537784,9.013523976,11.14559259,18.89803228
56.55,10.12,16.95,9.74,11.0199995,18.8,11.39960231,16.48687525,11.03673475,11.15061946,18.69823504,12.55311674,16.43103115,12.10952071,10.91824669,18.45396927,9.298339377,16.47920842,9.168560674,11.13961562,18.40615753
56.6,10.15,16.84,10.05,10.499999,18.65,11.41823847,16.3683616,11.29054679,10.73503284,18.58152757,12.54568216,16.37742949,12.10981613,10.69853192,18.35286056,9.326602493,16.35586649,9.484939015,10.65196917,18.25704363
56.65,10.19,16.95,10.49,10.01,18.79,11.39540748,16.41099333,11.65346173,10.3464389,18.69564625,12.53334514,16.49618916,12.16896998,10.52156303,18.49102496,9.352884136,16.44959729,9.937027845,10.20405341,18.40112603
56.7,10.23,17.35,11.02,9.65,19.16,11.42905599,16.69116076,12.10231986,10.05821405,18.98107931,12.5243587,16.86879112,12.30628546,10.38243705,18.78910515,9.393649052,16.83561378,10.48165241,9.880688965,18.77809349
56.75,10.25,17.91,11.6,9.4,19.57,11.48704361,17.15281016,12.58150634,9.85770114,19.30857626,12.52589139,17.34707937,12.52917004,10.27850466,19.13154899,9.428319753,17.40425169,11.07316006,9.658053428,19.19277704
56.8,10.52,18.75,12.23,9.25,19.72,11.71198375,17.86798448,13.09638142,9.73733633,19.42998969,12.53935846,18.03233856,12.83937872,10.20342963,19.23800698,9.701582206,18.26512624,11.71357314,9.52693255,19.3448278
56.85,10.8,19.829998,12.91,9.16,19.5,11.95484822,18.7255106,13.66697305,9.664921879,19.2628514,12.5777824,18.8778579,13.27018847,10.14990342,19.03671801,9.984775995,19.35807047,12.40593922,9.451218447,19.12201197
56.9,10.83,21.439999,13.73,9.12,18.93,11.99408883,20.00367175,14.32588546,9.640329278,18.81678931,12.63525713,20.1630868,13.81441639,10.1141314,18.57980508,10.01596369,20.95570241,13.23498946,8.700134097,18.54807536
56.95,10.55,23.44,14.75,9.12,18.3,11.78114839,21.56759194,15.15056061,9.649310765,18.3255944,12.67831569,21.75989966,14.54616652,10.09238794,18.09271711,9.735803525,22.93605593,14.26780559,8.70328618,17.91416392
57,10.22,25.85,15.97,9.14,17.78,11.53307169,23.45993041,16.13377603,9.676272265,17.92775971,12.68757595,23.73114366,15.55006466,10.08142424,17.7178272,9.406810545,25.3010219,15.502559,8.727246343,17.39175285
57.05,10.15,27.99,17.33,9.17,17.43,11.49801751,25.18786649,17.23026328,9.709929235,17.65576471,12.68063929,25.55016301,16.85450654,10.0783868,17.44736202,9.338959892,27.37442687,16.87348212,8.761900774,17.04032984
57.1,10.19,29.47,18.53,9.21,17.19,11.54064107,26.42230404,18.20204126,9.76187204,17.46722932,12.67309028,26.89934806,17.97837351,10.08583918,17.26374625,9.382588869,28.79923072,18.08663802,8.804624422,16.79908406
57.15,10.34,29.960001,19.41,9.27,17.02,11.67606856,26.81781284,18.92479642,9.827936119,17.33331404,12.67869677,27.47544617,18.68902955,10.10617914,17.13689419,9.53466205,29.23668074,18.9761342,8.866367707,16.62703857
57.2,10.59,29.66,19.8,9.34,16.91,11.87479236,26.58147381,19.24969578,9.894345007,17.2458252,13.74036056,25.77462755,18.79391381,10.67498587,16.65676144,9.785891615,29.30420236,19.37119599,8.938320392,16.51606186
57.25,10.889999,29.139997,19.82,9.45,16.85,12.12422739,26.1589427,19.27377164,9.991238566,17.19893492,12.66406789,27.20633192,18.80235476,10.15486012,16.59921923,10.08702712,28.77882052,19.39085534,9.050136891,16.45551598
57.3,11.26,28.71,19.51,9.56,16.81,12.41859341,25.82262198,19.04820716,10.08127003,17.16860915,12.8192484,26.41463944,18.58204057,10.22545898,16.74301105,10.45929916,28.34572309,19.07876834,9.163240214,16.41544263
57.35,11.659999,28.559998,19.05,9.67,16.75,12.73891991,25.71227315,18.68880407,10.17892482,17.11830497,12.9089414,26.26830446,18.27069624,10.26490233,16.83478708,10.86250663,28.19526147,18.61418374,9.274640575,16.35724856
57.4,12.02,28.38,18.67,9.760001,16.66,13.02520185,25.58895427,18.38486813,10.26755539,17.04160869,12.95538411,26.13914793,17.99822153,10.28641446,16.83588258,11.22549265,28.01588665,18.23072228,9.365660257,16.2689548
57.45,12.27,28.060001,18.67,9.81,16.56,13.22279141,25.3468103,18.38962054,10.32517714,16.95536219,13.04489017,25.88063865,18.02406067,10.33558985,16.78628542,11.47677554,27.69489513,18.4097428,9.414817736,16.16991976
57.5,12.36,27.450003,19.04,9.83,16.51,13.28993624,24.87542555,18.68215862,10.35685796,16.90955342,13.15857296,25.32280417,18.34545831,10.40957846,16.74704806,11.56647813,27.0831929,18.81525731,9.433485056,16.12062172
57.55,12.36,26.67,19.7,9.849999,16.55,13.27183754,24.26449929,19.20042315,10.3909715,16.93452681,13.23883075,24.59993403,18.90265779,10.50255408,16.76429084,11.56465124,26.29896286,19.41632453,9.450740508,16.16173773
57.6,12.4,25.69,20.4,9.849999,16.72,13.29408014,23.49003284,19.75703457,10.40088172,17.06138276,13.28594093,23.6674157,19.47245704,10.59264965,16.87847012,11.60214586,25.31195392,20.08654645,9.447581495,16.33449024
57.65,12.57,24.769999,21.05,9.9,17,13.40961678,22.76026962,20.26218489,10.45237922,17.27700173,13.32489634,22.81384452,19.95916648,10.68633077,17.09102482,11.76795694,24.38632123,20.71720026,9.494889597,17.03554851
57.7,12.75,23.95,21.58,9.97,17.35,13.53633645,22.10599884,20.66003425,10.5014388,17.54785073,13.37354881,22.05904202,20.32556657,10.75356819,17.37530644,11.94451424,23.56078322,21.2371158,9.563471588,17.44449276
57.75,12.87,23.319998,21.980001,10.1,17.67,13.64516113,21.59746694,20.97477078,10.60251396,17.79559955,13.43778283,21.48604037,20.60220931,10.81565888,17.64774896,12.07197268,22.92657775,21.62225128,9.692260532,17.72443902
57.8,12.89,22.739998,22.31,10.2699995,17.87,13.70283838,21.13183211,21.21951699,10.73485004,17.95007283,13.51842169,20.9597458,20.80838592,10.89617316,17.81950619,12.10376195,22.34146378,21.96344539,10.36022634,17.91084636
57.85,12.93,22.12,22.64,10.45,17.85,13.7424379,20.63701205,21.46472978,10.87085773,17.9326871,13.57933329,20.41523963,21.01992417,10.98416205,17.80786909,12.14872289,21.7172538,22.30542728,10.53377775,17.88794974
57.9,13.010001,21.46,22.820002,10.600001,17.71,13.80409008,20.11231255,21.5905747,10.9879096,17.82956299,13.62099158,19.8768372,21.10684978,11.07062991,17.71980142,12.22977159,21.05249102,22.49316761,10.65172399,17.34146965
57.95,13.13,20.81,22.68,10.74,17.5,13.89523788,19.59091464,21.4629076,11.10198209,17.67023457,13.66185716,19.36125464,20.93299948,11.15447618,17.5822547,12.35080327,20.39754535,22.25317841,10.77546585,17.12834079
58,13.21,20.259998,21.820002,10.9,17.36,13.93741625,19.14518905,20.77617649,11.23130586,17.55874274,13.68361742,18.94356519,20.18452849,11.22755599,17.46263523,12.42925874,19.93338518,21.3860445,10.4968838,16.98575867
58.05,13.15,19.799997,20.46,11.04,17.31,13.86706344,18.76281606,19.69502504,11.34640439,17.52556712,13.68006191,18.59775588,19.09425968,11.29157692,17.44764172,12.3634285,19.38931159,20.01831296,10.63997624,16.93490907
58.1,12.92,19.43,18.83,11.12,17.39,13.65837355,18.44985409,18.39704732,11.4100577,17.5893016,13.61907661,18.31560319,17.87090506,11.31685192,17.51404501,12.12827842,19.03535679,18.37569922,10.7228135,17.01635482
58.15,12.55,19.05,17.44,11.12,17.56,13.35672755,18.15228523,17.28514604,11.41376107,17.73626958,13.51344554,18.00263824,16.82062033,11.30945875,17.69034738,11.75594287,18.66846612,16.97452138,10.72459848,17.18627147
58.2,12.14,18.62,16.43,11.05,17.74,13.00707379,17.82910626,16.45405734,11.35890905,17.89441782,13.3768275,17.67441098,15.99747011,11.26588376,17.88546352,11.33792257,18.24038055,15.95006383,10.6568453,17.36558917
58.25,11.73,18.13,15.7699995,10.91,17.92,12.66548314,17.44382338,15.87607574,11.2467489,18.05318063,13.24185359,17.30143367,15.39872111,11.18501168,18.0701235,10.91796274,17.76289355,15.27127304,10.51837832,17.54425735
58.3,11.35,17.61,15.29,10.75,18.1,12.3345752,17.02896727,15.45691417,11.11966234,18.20960871,13.10374599,16.93372318,14.98968187,11.0831233,18.24401268,10.52901145,17.24685462,14.77597356,10.35821814,17.72403345
58.35,10.97,17.24,14.81,10.61,18.35,12.03113107,16.73081941,15.04236328,11.00743086,18.41142834,12.98014804,16.69043384,14.6514732,10.98058718,18.43051947,10.14447788,16.8838401,14.28182078,10.21681191,17.97370522
58.4,10.610001,17.11,14.14,10.48,18.7,11.75767149,16.63895422,14.47500373,10.90691998,18.69562295,12.8824129,16.61130012,14.2397016,10.89925564,18.71388041,9.7805961,16.77381088,13.59752063,10.08405738,18.32288907
58.45,10.31,17.26,13.4,10.37,19.13,11.51567283,16.80555743,13.8558389,10.81348722,19.02611036,12.80066137,16.75462411,13.80507907,10.82453092,19.02659906,9.474664194,16.94593139,12.84082818,9.97201678,18.75422647
58.5,10.089999,17.56,12.56,10.22,19.63,11.35429504,17.07353151,13.16765004,10.69119622,19.40431161,12.73875214,17.00453748,13.37418925,10.75748064,19.38363939,9.25134543,17.13969665,11.9868591,9.819516895,19.25715638
58.55,9.98,17.89,11.85,10.04,20.15,11.28140832,17.35922291,12.62204858,10.5384217,19.79591907,12.69802677,17.28810833,13.03090376,10.68069428,19.74908007,9.139933508,17.47720289,11.2740827,9.637485328,19.78079425
58.6,9.97,18.2,11.25,9.86,20.6,11.28259529,17.60594542,12.15464833,10.39017128,20.13747408,12.67709757,17.50594142,12.75608459,10.60534087,20.05479998,9.128519811,17.79060934,10.6724679,9.454618885,20.23268189
58.65,9.99,18.45,10.85,9.7,20.86,11.3048984,17.80678141,11.86509983,10.26273818,20.33172081,12.67376915,17.6799424,12.56738072,10.54584721,20.21287208,9.147049917,18.0434497,10.27588763,9.290154368,20.49320449
58.7,10.079999,18.62,10.61,9.6,20.91,11.38305727,17.94776187,11.69734373,10.17280577,20.36263163,12.6822331,17.7992008,12.44212755,10.49528393,20.21617954,9.240041981,18.21568392,10.04139904,9.184890678,20.54195011
58.75,10.22,18.66,10.47,9.52,20.74,11.50977454,17.97015437,11.59007176,10.103358,20.21726494,12.70594728,17.79588061,12.36575129,10.45956389,20.05743616,9.381419877,18.25654965,9.898766091,9.099483523,20.3702325
58.8,10.44,18.58,10.41,9.49,20.44,11.69446205,17.893356,11.51118401,10.07648949,19.97234731,12.74879433,17.69438859,12.30877854,10.44088588,19.80853435,9.601501894,18.17595986,9.828722383,9.064622611,20.06778276
58.85,10.71,18.34,10.39,9.47,20.07,11.90858527,17.69136943,11.46448682,10.06152756,19.66651319,12.80649255,17.46745342,12.26628573,10.43694571,19.49616766,9.871104581,17.93446849,9.798800809,9.040864309,19.6961265
58.9,11,18.06,10.43,9.48,19.71,12.12591107,17.46473528,11.47731713,10.079615,19.37393377,12.86789367,17.23898191,12.25355896,10.45382401,19.20086816,10.16164307,17.65247337,9.830550091,9.048497461,19.33565362
58.95,11.34,17.91,10.47,9.53,19.34,12.39246216,17.34020412,11.50033142,10.12735484,19.08656146,12.94227894,17.10320507,12.27045374,10.48581527,18.93175719,10.50231158,17.50333254,9.865802478,9.099289749,18.96562118
59,11.69,18,10.5,9.62,18.98,12.66145129,17.40954749,11.53323613,10.21737735,18.81155502,13.02846976,17.17820398,12.32028224,10.54305611,18.6845872,10.85541899,17.59570539,9.89400218,9.192683529,18.60640695
59.05,12.05,18.3,10.47,9.760001,18.76,12.95343738,17.6459482,11.50967426,10.34875091,18.65370513,13.13751374,17.42487669,12.37127766,10.6333469,18.54850346,11.21879207,17.89955116,9.861839685,9.336980201,18.38659713
59.1,12.4,18.59,10.41,9.91,18.8,13.24645046,17.87008571,11.45110756,10.48141159,18.70482898,13.27580288,17.65520414,12.41110622,10.74147071,18.61439086,11.57454783,18.19274736,9.791867761,9.49169795,18.42789106
59.15,12.709999,18.74,10.35,10.05,19.26,13.50869348,17.98647286,11.3948186,10.60940233,19.08963972,13.43426088,17.75670062,12.43330743,10.86808395,19.01605745,11.88859137,18.34509391,9.72514126,10.1509907,18.89211505
59.2,12.939999,18.75,10.35,10.17,19.94,13.70259032,17.98935675,11.3777853,10.70859779,19.63329795,13.59048036,17.74793227,12.43327937,10.97304933,19.57220431,12.12055085,18.35605937,9.718798582,10.23877888,19.58063884
59.25,13.010001,18.81,10.42,10.23,20.68,13.76308489,18.03522691,11.40970116,10.76435775,20.21782201,13.70729684,17.79129612,12.41617797,11.05390928,20.14576721,12.18899049,18.41747205,9.784106907,10.28773508,20.32874045
59.3,12.92,19,10.56,10.25,21.1,13.69768726,18.18893215,11.51774388,10.78123288,20.54828456,13.75577195,17.94653771,12.41995302,11.09491813,20.43588526,12.09945747,18.60975152,9.923995077,10.30679312,20.75252748
59.35,12.63,19.249998,10.73,10.23,21.17,13.47941416,18.39708713,11.66447491,10.7604967,20.58985896,13.73608604,18.14832286,12.47099124,11.08469458,20.41860907,11.80797708,18.86040592,10.09605403,10.29604023,20.82134008
59.4,12.220001,19.329998,10.88,10.2,20.94,13.14969917,18.47309168,11.80144712,10.73120413,20.3968367,13.63719209,18.20434906,12.56132057,11.045149,20.19255571,11.39407492,18.93915983,10.25032918,10.2747649,20.5868281
59.45,11.78,19.18,11,10.16,20.61,12.79492366,18.3736771,11.92608185,10.68926194,20.12299879,13.49126705,18.09296263,12.67373837,10.98120403,19.91455414,10.94831998,18.78481091,10.37852315,9.764821396,20.25198201
59.5,11.410001,18.96,11.09,10.16,20.37,12.49011701,18.21018596,12.03163701,10.67271343,19.92596826,13.33905786,17.92994718,12.77578168,10.90032877,19.71997565,10.57151577,18.56120856,10.48084117,9.766258099,20.00536598
59.55,11.14,18.95,11.17,10.19,20.32,12.26660531,18.21664497,12.11219049,10.68588489,19.88336362,13.20720626,17.95906106,12.83402122,10.83363167,19.68465178,10.29683627,18.54774274,10.56998791,9.797356438,19.95072178
59.6,11,19.249998,11.28,10.24,20.54,12.13947461,18.46420514,12.20113615,10.71049078,20.06842374,13.09726052,18.22156765,12.85890187,10.77453654,19.89083396,10.1546381,18.84941742,10.68389338,9.848656986,20.16628326
59.65,10.95,19.67,11.4,10.3,20.99,12.08279619,18.81170539,12.29339994,10.74973948,20.42403527,13.01052564,18.58069784,12.8736128,10.73187209,20.26270698,10.10223,19.27298688,10.80618181,9.909112581,20.61794791
59.7,10.98,19.909998,11.55,10.360001,21.57,12.08465364,19.00985594,12.4085616,10.78972083,20.88811164,12.94597465,18.76067991,12.89506995,10.70254083,20.73695669,10.12844574,19.51578789,10.95903051,9.969558069,21.19992825
59.75,11.04,19.81,11.71,10.39,22.21,12.09163463,18.93676278,12.53693319,10.8069038,21.38751266,12.8909859,18.65870773,12.94669164,10.67583981,21.2259311,10.18176638,19.41569173,11.12157037,9.999136246,21.84406509
59.8,11.119999,19.57,11.88,10.38,22.819998,12.13522646,18.75585757,12.66434491,10.79856139,21.86245075,12.85128333,18.48127805,13.00418159,10.6526019,21.67364808,10.25854295,19.17144431,11.29452201,9.988589546,22.45620416
59.85,11.170001,19.469997,12.08,10.33,23.37,12.16702231,18.67715495,12.82932219,10.75918533,22.28977755,12.82147673,18.41975537,13.08919759,10.62556705,22.0777302,10.31134291,19.06857055,11.49901586,9.937748743,23.00786416
59.9,11.160001,19.82,12.34,10.23,23.739998,12.16201381,18.95387731,13.03045143,10.67924631,22.5849846,12.79855587,18.72108517,13.18867558,10.58695916,22.3476725,10.30346255,19.41910482,11.76275973,9.8383494,23.37664648
59.95,11.04,20.52,12.62,10.09,23.9,12.0619269,19.49270044,13.25744882,10.57357746,22.70428007,12.76825316,19.27877249,13.32746215,10.54409862,22.45460675,10.18528354,20.12244331,12.04667004,9.698840776,23.53653275
60,10.869999,21.389997,12.85,9.940001,23.809998,11.93194713,20.17031733,13.44096406,10.4543701,22.62685114,12.72999819,19.96393803,13.48362299,10.49136166,22.3515246,10.01765157,20.99744445,12.27863655,9.550150825,23.44489657
60.05,10.7,22.159998,12.95,9.81,23.589998,11.79252254,20.7673266,13.51758697,10.35503977,22.45644035,12.68602528,20.54205784,13.60036112,10.44081571,22.17341427,11.526156,21.77410206,12.37764381,9.422373494,23.2217451
60.1,10.59,22.72,12.94,9.72,23.37,11.68834866,21.2062706,13.50548646,10.28693543,22.27817618,12.63977252,20.94772861,13.62524132,10.39943548,22.00408344,11.46971965,22.33905261,12.36785232,9.335108588,23.00013665
60.15,10.51,23.11,12.92,9.68,23.259998,11.59794803,21.51520925,13.49175887,10.25880666,22.18000278,12.59480438,21.24747154,13.61421618,10.36979984,21.9116268,11.36382553,22.7312702,12.34722896,9.298628172,22.89038363
60.2,10.46,23.399998,12.97,9.66,23.24,11.53756491,21.74923819,13.53528379,10.24838328,22.15838812,12.55704972,21.48134588,13.59984944,10.35183427,21.89598998,11.29218629,23.02395206,12.40095444,9.282245138,22.87257135
60.25,10.42,23.63,13.18,9.65,23.3,11.49364713,21.92341756,13.7100705,10.25282594,22.20297864,12.52863142,21.67871972,13.66136293,10.34959705,21.94296105,11.2357793,23.25638148,12.61505986,9.275934041,22.93364712
60.3,10.390001,23.77,13.45,9.65,23.43,11.46113466,22.02854417,13.91628392,10.26005479,22.29571964,12.50774476,21.7883996,13.77509399,10.35495689,22.03215141,11.19291607,23.39765034,12.8879303,9.280100335,23.06596111
60.35,10.360001,23.669998,13.68,9.68,23.68,11.43788904,21.95199034,14.09654684,10.29055275,22.494259,12.4949931,21.68508211,13.92625072,10.36425806,22.23328266,11.15082038,23.29748431,13.11973622,9.31375846,23.31884788
