Depth,A,B,C,D,E,FCA,FCB,FCC,FCD,FCE,CLA,CLB,CLC,CLD,CLE,ELA,ELB,ELC,ELD,ELE
67,11.85,24.73,12.09,10.65,24.539999,13.25970842,22.77573261,13.17818145,11.18351606,23.29201525,13.66045149,22.78462212,13.4561991,11.33636105,23.2905375,11.1353257,24.35838023,11.60233102,10.29101105,24.17430951
67.05,11.8,26.73,12.11,10.45,24.619999,13.21920954,24.3775893,13.2033635,11.03190015,23.35395498,13.62346618,24.46422633,13.48318263,11.16220608,23.36659124,11.08570916,26.38138852,11.62487228,10.0911661,24.25164676
67.1,11.8,27.69,12.2,10.51,24.55,13.2008526,25.15775068,13.28959797,11.09461404,23.29093219,13.58461323,25.3527416,13.52510394,11.12335128,23.30553723,11.08514174,27.13222791,11.71968437,10.15504061,24.18001851
67.15,11.86,27.099998,12.33,10.77,24.379997,13.22900846,24.69491501,13.39281235,11.31230299,23.15673022,13.55042307,24.84254328,13.56680438,11.20553588,23.16356424,11.14591673,26.40267577,11.85273934,10.42160201,24.00968075
67.2,11.970001,25.97,12.45,11.18,24.179998,13.31087443,23.80189701,13.49211318,11.6490575,22.99602971,13.53561264,23.81049218,13.62769667,11.41737897,22.9989619,11.26094407,25.4008044,11.97449953,10.84041089,23.80956108
67.25,12.12,25.730001,12.56,11.719999,23.97,13.43030153,23.61162883,13.58040175,12.09270041,22.8206418,13.54386329,23.7221055,13.69727102,11.80311191,22.80929683,11.41769382,25.27520071,12.08583782,11.38900704,23.59764426
67.3,12.25,25.47,12.63,12.369999,23.71,13.54176618,23.41353848,13.63683428,12.62043852,22.60867369,13.58130997,23.47199517,13.77573636,12.36725247,22.56629748,11.55248198,25.02710018,12.15407269,12.04702278,23.32993024
67.35,12.31,25.17,12.66,13.11,23.44,13.58337294,23.17924344,13.64552096,13.21742947,22.37519971,13.6108038,23.20917492,13.79309682,13.06203626,22.30974352,11.61484898,24.73923471,12.18259127,12.79424926,23.05054649
67.4,12.28,24.61,12.67,13.84,23.24,13.56204707,22.74202829,13.64391412,13.80659899,22.19704743,13.61170675,22.67425545,13.78741491,13.74499778,22.11296006,11.58673925,24.18627459,12.19007926,13.53110606,22.84070567
67.45,12.18,23.669998,12.65,14.51,23.219997,13.48124824,22.00174631,13.6118685,14.34206959,22.16446385,13.57751539,21.78940153,13.76653708,14.28425147,22.08229087,11.4871952,23.25588201,12.16552163,14.208691,22.81358246
67.5,12.12,22.4,12.62,15.11,23.339998,13.45445969,20.99770014,13.56530706,14.83234427,22.24932194,13.54433125,20.64300578,13.71194882,14.74339517,22.16571784,11.43071631,22.00654338,12.13151762,14.81476653,22.92899476
67.55,12.149999,21.05,12.61,15.65,23.58,13.48495953,19.9312728,13.53202365,15.27030448,22.42140161,13.5163839,19.51582654,13.66424989,15.12672543,22.34827851,11.46575969,20.69323745,12.11375453,15.36073215,23.1710338
67.6,12.38,19.889997,12.65,16.15,23.88,13.67003651,19.01536209,13.53274562,15.67781928,22.65246085,13.51712088,18.61948389,13.62150768,15.48350022,22.58573357,11.70050174,19.50817235,12.14697951,15.86623559,23.4748432
67.65,12.68,19.24,12.75,16.58,24.19,13.90958454,18.50658491,13.58557243,16.02682981,22.90185291,13.56388415,18.17613007,13.60252658,15.79311304,22.85196362,12.00665774,18.85322444,12.24224162,16.30205937,23.78996649
67.7,12.83,19.189999,12.91,16.9,24.419998,14.02429552,18.46189209,13.68856227,16.28286097,23.09672198,13.62670113,18.1761769,13.62001864,16.00736112,23.04551498,12.15991849,18.80178273,12.39936279,16.62751028,24.01974376
67.75,12.63,19.609999,13.14,17.13,24.539999,13.86041978,18.79930318,13.8621374,16.47309257,23.19844292,13.64508084,18.54838195,13.71020946,16.16998203,23.14346774,11.95618438,19.22404107,12.62993644,16.86157013,24.13844876
67.8,12.16,20.28,13.39,17.24,24.639997,13.48695239,19.3279502,14.04366021,16.56837876,23.28484404,13.58557071,19.09338313,13.82518201,16.24161677,23.22825125,11.47741126,19.89770525,12.88112149,16.97398701,24.2354148
67.85,11.6,21.05,13.62,17.28,24.88,13.04526645,19.94312053,14.22371791,16.60653528,23.48210454,13.45180115,19.7016247,13.94558798,16.26724119,23.44507993,10.91106803,20.67351553,13.11644755,17.01517,24.47411141
67.9,11.14,21.96,13.77,17.29,25.259998,12.70321444,20.67084867,14.33422518,16.61862265,23.7817464,13.29920668,20.42416333,14.03204976,16.27319478,23.7651819,10.45192331,21.59074034,13.26837365,17.02532366,24.85524719
67.95,10.82,22.97,13.83,17.31,25.699999,12.46663951,21.48151534,14.37331106,16.63943939,24.13700675,13.16440414,21.23269087,14.06286494,16.3030782,24.13007949,10.13423318,22.60985855,13.32883385,17.04583083,25.2969444
68,10.67,24.139997,13.83,17.38,26.02,12.35365595,22.42591411,14.37624956,16.69806727,24.39714709,13.8580105,22.97433731,13.97775231,16.97167905,25.17292042,11.57024754,23.79174989,13.32912835,17.1167563,25.61956056
68.05,10.6,25.319998,13.79,17.41,26.22,12.30840201,23.37588442,14.35557144,16.72500393,24.5546124,12.72946133,23.82789065,13.37417038,16.59618062,25.05222955,11.56865673,24.98535814,13.29115741,17.14652537,25.82217578
68.1,10.57,26.41,13.7,17.34,26.300001,12.29148788,24.25814582,14.31939369,16.67107515,24.60410389,12.84019738,24.45974738,13.52892915,16.43617205,24.82750398,11.5137303,26.08731526,13.20764517,17.07563454,25.90435497
68.15,10.49,26.96,13.47,17.02,26.379997,12.2466941,24.71180805,14.16937352,16.41682118,24.66835271,12.89728324,24.83486233,13.71439037,16.12093949,24.82649085,11.42143508,26.64394119,12.98207103,16.7520203,25.98460422
68.2,10.42,26.88,13.14,16.45,26.52,12.19915611,24.65909535,13.91613299,15.95534063,24.77808397,12.88236736,24.73928823,13.72696805,15.64674145,24.92515062,11.34632002,26.56455996,12.65172628,16.1764664,26.12611105
68.25,10.45,26.330002,12.78,15.67,26.65,12.22986925,24.22251643,13.62808503,15.32682769,24.88528084,12.88324455,24.23864242,13.61574111,15.04380154,25.01055569,11.35994587,26.00958707,12.28824536,15.38701558,26.25823236
68.3,10.630001,25.6,12.51,14.8,26.7,12.3784025,23.64629643,13.41336072,14.62135657,24.92016729,12.92154626,23.58413379,13.47496531,14.39388274,25.02750556,11.50748149,25.27220384,12.01651609,14.50677669,26.3150085
68.35,10.99,24.879997,12.36,13.94,26.55,12.65110712,23.07493592,13.30165154,13.93024497,24.8109457,12.99515439,22.94207047,13.34887513,13.78252591,24.84607922,10.3071361,24.54772081,11.87105921,13.63660078,26.17140703
68.4,11.58,24.13,12.3,13.21,26.28,13.09359835,22.46937458,13.29857361,13.33666976,24.60851073,13.11779606,22.2684167,13.29471343,13.24612888,24.57568008,10.89736188,23.79142285,11.82506191,12.89775425,25.90852562
68.45,12.450001,23.41,12.3,12.71,25.989998,13.73341911,21.88331368,13.3025769,12.92303329,24.38642678,13.31655641,21.63866787,13.25835623,12.84797242,24.29830395,11.76727448,23.06443946,11.82928054,12.39208794,25.62566736
68.5,13.33,22.679998,12.33,12.56,25.719997,14.36182676,21.29159501,13.32801847,12.78762859,24.17840868,13.61235986,21.00389306,13.24833329,12.65993847,24.06024443,12.64132139,22.32539428,11.85995032,12.23924585,25.36209913
68.55,13.759999,21.939999,12.37,12.66,25.49,14.63191178,20.69745774,13.36163641,12.84771714,23.98648424,13.91319038,20.39486809,13.26134259,12.64681899,23.86581201,13.0618774,21.57513465,11.90092326,12.34014369,25.13752119
68.6,13.69,21.22,12.39,12.9,25.29,14.51389515,20.1210534,13.37743191,13.02529016,23.81694518,14.05808903,19.80986412,13.27892898,12.77387725,23.68987403,12.97740381,20.8475284,11.92174035,12.58146936,24.93763149
68.65,13.43,20.64,12.31,13.05,25.24,14.25017097,19.65277997,13.3169648,13.12851041,23.75564255,13.99197958,19.36357661,13.27238015,12.86124669,23.65405679,12.70619713,20.31996581,11.84289632,12.73334345,24.88653327
68.7,13.479999,20.299997,12.13,13.02,25.35,14.2566163,19.37292992,13.16801218,13.10368649,23.8343954,13.86711377,19.11437456,13.19885037,12.8530943,23.74600064,12.75235523,19.91357257,11.6632707,12.70281315,24.99647742
68.75,14.09,20.33,11.89,12.81,25.68,14.74264364,19.37825917,12.98073154,12.9332193,24.09699556,13.86420897,19.15248647,13.09243013,12.67746134,24.03088518,13.37036838,19.93800386,11.42309882,12.49166835,25.33399542
68.8,15.319999,20.79,11.65,12.520001,26.09,15.73080176,19.73572889,12.79081103,12.71343349,24.44381982,14.14618823,19.53635417,12.96221565,12.46230821,24.34995225,14.61775266,20.3972748,11.18448777,12.19981983,25.75797514
68.85,16.76,21.49,11.43,12.2,26.45,16.89387603,20.28561187,12.6190544,12.46396698,24.757181,14.92872843,20.08984052,12.84172731,12.21333205,24.62639604,16.0751576,21.10065491,10.96334163,11.87945903,26.13403279
68.9,17.8,22.18,11.26,11.96,26.560001,17.72264862,20.83931972,12.48486608,12.28043056,24.87515256,16.10181253,20.62104513,12.7314041,12.01808195,24.69205424,17.12042674,21.79629015,10.79417379,11.64030618,26.25458381
68.95,18,22.59,11.17,11.84,26.19,17.8531359,21.1773455,12.42450066,12.18233104,24.59286924,16.77078258,20.93293308,12.65646534,11.87957628,24.3554406,17.31200478,22.2086355,10.70591329,11.52205296,25.88465161
69,17.579998,22.759998,11.2,11.89,25.38,17.50389078,21.32540487,12.46675098,12.2222399,23.93743716,16.58887284,21.06753035,12.64286337,11.85496953,23.6293126,16.88260913,22.37875809,10.73829988,11.57403359,25.06882668
69.05,16.89,22.819998,11.31,12.09,24.34,16.95337777,21.37791838,12.57877398,12.37981575,23.11081579,16.02521631,21.12762075,12.70495756,11.95591993,22.73260599,16.18434299,22.4383832,10.85035324,11.77632195,24.01893574
69.1,16.209997,22.869999,11.46,12.36,23.58,16.42643272,21.41319694,12.72541298,12.59187311,22.51513866,15.46543165,21.17269709,12.83184886,12.15468512,22.15926141,15.49825449,22.48809607,11.00392621,12.04882422,23.25340412
69.15,15.5199995,22.849998,11.63,12.61,23.219997,15.87676574,21.39091371,12.87963981,12.79012773,22.24157423,14.95916116,21.14134448,12.99658915,12.40471649,21.91413789,14.80257738,22.46670179,11.17485872,12.30172033,22.89097411
69.2,14.87,22.64,11.79,12.76,23.089998,15.3584692,21.22070193,13.01638886,12.9016309,22.15564084,14.5446029,20.94955111,13.15434487,12.56843421,21.8510778,14.14455008,22.25237842,11.3353882,12.45398486,22.7608915
69.25,14.21,22.28,11.97,12.73,22.84,14.79931487,20.92843481,13.16848751,12.87559351,21.97158843,14.17143869,20.64677565,13.30014778,12.59821424,21.66733617,13.47144333,21.88581256,11.51583472,12.42473561,22.55110662
69.3,13.55,21.969997,12.13,12.54,22.429998,14.24405638,20.67796623,13.30610531,12.71922478,21.65466417,13.86285423,20.40329677,13.43828278,12.46935455,21.34506652,12.79456596,21.57329134,11.67668861,12.23380341,22.11275028
69.35,12.92,21.82,12.31,12.21,22.28,13.67971319,20.55018624,13.46218885,12.45970221,21.55417857,13.58970982,20.29899371,13.57945016,12.25892478,21.27328754,12.1414441,21.42091803,11.8582648,11.9015626,21.96351129
69.4,12.42,21.829998,12.5,11.88,22.7,13.21566841,20.55603577,13.63344115,12.20616962,21.91732026,13.36680448,20.32452949,13.73498474,12.04493776,21.66261389,11.6141803,21.43048837,12.05211267,11.56842944,22.3759518
69.45,12.11,21.96,12.69,11.57,23.769999,12.86510511,20.64454287,13.79754921,11.97402037,22.77836658,13.18521471,20.44388823,13.89592882,11.86035132,22.52845707,11.26975076,21.55961517,12.24388205,11.25562498,23.45590746
69.5,12.02,22.159998,12.89,11.33,25.149998,12.72655293,20.79369781,13.96706952,11.80233277,23.89098508,13.05874011,20.61950359,14.06087526,11.72614968,23.61684261,11.1582903,21.76019994,12.44544061,11.01388664,24.80881376
69.55,12.08,22.4,13.2,11.17,26.569998,12.77426588,20.96444327,14.21490884,11.70052295,25.02423617,12.99948104,20.83192716,14.23810765,11.66759573,24.76754702,11.21906948,22.00032667,12.75813915,10.85354221,26.25539184
69.6,12.220001,22.59,13.74,11.05,27.96,12.90695154,21.10081546,14.64130945,11.62382929,26.12852269,12.99344614,20.98809412,14.54391087,11.64030791,25.94414395,11.36802755,22.19109135,13.2992896,10.73432474,27.6559001
69.65,12.39,22.65,14.56,10.98,29.34,13.03142489,21.15321599,15.27939833,11.58993234,27.21567909,13.02311912,21.03451876,15.07904995,11.65542231,27.15622559,11.53373438,22.25140622,14.11977419,10.66492838,29.04706324
69.7,12.6,22.569998,15.49,10.930001,30.740002,13.17459133,21.10008408,16.01083188,11.56790501,28.32394047,13.08056389,20.96420096,15.80067131,11.69568985,28.40180605,11.73526771,22.17359181,15.05585298,10.61502959,30.45895843
69.75,12.85,22.369999,16.33,10.99,32.11,13.37401736,20.94509298,16.6728825,11.62603444,29.40346726,13.17356793,20.80718816,16.55496869,11.75524357,29.62770646,11.98565603,21.97243918,15.89903896,10.67374035,31.83910448
69.8,13.17,22.12,16.92,11.21,33.36,13.67002752,20.73821569,17.13006148,11.80821705,30.39716166,13.31080013,20.61415205,17.06387013,11.88249069,30.73096896,12.32234842,21.72107718,16.49087837,10.89283308,33.09795363
69.85,13.54,21.9,17.26,11.61,34.5,14.00167305,20.55440355,17.38941094,12.13841904,31.29783381,13.48986199,20.44269157,17.32053417,12.15688797,31.72448311,12.70821036,21.50021007,16.83066536,11.61827942,34.24646705
69.9,13.91,21.809998,17.41,12.17,35.61,14.24851904,20.49310013,17.50438348,12.58301725,32.17175568,13.66944692,20.37999526,17.4169379,12.55094426,32.65503196,13.06665822,21.41137445,16.98078584,12.19060183,35.36697622
69.95,14.23,21.93,17.45,12.9,36.77,14.47873791,20.60458616,17.53708343,13.16988746,33.08422965,13.8525526,20.49623822,17.43240624,13.13267526,33.58265327,13.38288217,21.53674327,17.02159819,12.864205,36.53808014
70,14.46,22.189999,17.42,13.7300005,37.94,14.73429413,20.81385975,17.50645783,13.83120112,34.01040584,14.06761712,20.7145693,17.39959309,13.81897745,34.48628869,13.63822507,21.79953676,17.29455974,13.66410808,37.71876226
70.05,14.66,22.58,17.38,14.54,38.76,14.97225974,21.11558721,17.47742158,14.47802704,34.64673125,14.28549777,21.04488886,17.38704486,14.46723054,35.17138459,13.86529767,22.19192084,17.3142099,14.24579115,38.54809051
70.1,14.91,22.949999,17.39,15.24,39.05,15.20085484,21.41529891,17.48218319,15.03792824,34.8683164,14.49569818,21.33002058,17.38540581,14.9805583,35.49117889,14.12160765,22.56626428,17.28928184,14.95276048,38.84233881
70.15,15.29,23.29,17.5,15.77,38.76,15.49563609,21.69568114,17.5764003,15.46916092,34.62894229,14.68785022,21.60004014,17.48212797,15.35653149,35.3843705,14.50547193,22.91243779,17.37875576,15.67585266,38.55106777
70.2,15.749999,23.589998,17.59,16.15,37.95,15.86365338,21.95572155,17.6391203,15.77635949,33.98258805,14.94087252,21.85181688,17.52007545,15.6055989,34.82624009,14.96841123,23.21712494,17.47138352,16.01648555,37.73287471
70.25,16.2,23.95,17.47,16.34,36.64,16.23404221,22.25846134,17.54888714,15.93139577,32.93928561,15.29833473,22.16733942,17.42805048,15.7161872,33.79646585,15.4218512,23.58331619,17.349887,16.06247449,36.40962913
70.3,16.559998,24.28,17.02,16.39,34.73,16.53064136,22.54491757,17.19659978,15.96852364,31.40558386,15.65400062,22.44310445,17.07710859,15.71760917,32.18794103,15.78530038,23.91883121,16.59505401,16.11075002,34.4810241
70.35,16.82,24.439999,16.35,16.32,32.22,16.74303954,22.68857678,16.6624942,15.91165331,29.39333588,15.92298975,22.56612157,16.59546262,15.64469454,29.96693218,16.04633006,24.08271033,15.91858328,16.03751369,31.94462935
70.4,16.979998,24.349998,15.76,16.18,29.67,16.87663894,22.63260261,16.1936293,15.79435654,27.33474148,16.08612731,22.48245911,16.13278579,15.52728631,27.73528539,16.20654005,23.99010485,15.32545545,15.8943066,29.36654676
70.45,17.07,24.019999,15.42,16.02,27.32,16.98090989,22.37779184,15.92527291,15.65250097,25.43692219,16.1808402,22.19385037,15.82070063,15.38536951,25.6403734,16.30504213,23.65724182,14.98486137,15.73253298,26.98962495
70.5,17.02,23.6,15.35,15.81,25.63,16.97027692,22.06258296,15.86559173,15.47521038,24.06652216,16.1834574,21.83740785,15.69485479,15.21585127,24.08615405,16.2622526,23.23440448,14.91477256,15.52037685,25.28142722
70.55,16.78,23.259998,15.49,15.54,24.45,16.78108241,21.80448991,15.97150764,15.25324309,23.10820835,15.9871315,21.5770612,15.73911733,15.00552892,22.90092834,16.02633197,22.99181009,15.05610238,15.24624988,24.08994244
70.6,16.329998,23.359999,15.82,15.26,23.849998,16.43287746,21.89367041,16.23455209,15.01644382,22.61664672,15.66231478,21.72036364,15.97299392,14.78224189,22.31145902,15.5774775,22.94351241,15.3884046,14.96359221,23.48383403
70.65,15.799998,23.999998,16.27,15.08,23.519999,16.02689759,22.40597961,16.5846289,14.86747433,22.34437358,15.28852383,22.31502567,16.30173184,14.65413477,21.97380117,15.04876788,23.6002241,15.84238187,14.78186069,23.14924201
70.7,15.29,24.86,16.79,15,23.329998,15.64960626,23.0914038,16.98469617,14.79290612,22.1937221,14.95740378,23.05895115,16.68962268,14.59089904,21.79945903,14.53917137,24.50673691,16.36541998,14.70226359,22.95431389
70.75,14.87,25.5,17.22,14.97,23.1,15.34503089,23.60244499,17.30994432,14.76541499,22.01839324,14.69693013,23.61909126,17.04910675,14.58098565,21.61738006,14.12002582,25.15198736,16.7938839,14.67127933,22.72072803
70.8,14.44,25.74,17.38,14.93,22.84,15.03212877,23.78785218,17.43238231,14.72674213,21.82392508,14.46435051,23.83906794,17.19569697,14.56056627,21.43190894,13.69395859,25.39528042,16.95344937,14.62927331,22.45812943
70.85,13.91,25.780003,17.22,14.83,22.579998,14.65972971,23.83152375,17.32155662,14.63092573,21.6356585,14.25089537,23.85909906,17.07687207,14.4650121,21.25744405,13.17101605,25.38091747,16.79716199,14.52593061,22.19646161
70.9,13.240001,25.8,16.83,14.69,22.459997,14.17000546,23.85463944,17.02507323,14.50526173,21.5678233,14.02236977,23.87808218,16.77362175,14.3471395,21.20727972,12.50521024,25.30433689,16.40824686,14.3824873,22.07408476
70.95,12.57,25.85,16.44,14.55,22.52,13.66648339,23.88632653,16.71847855,14.38037571,21.64524602,13.78228967,23.92484872,16.45406194,14.22650669,21.30000673,11.83606104,25.37474833,16.01742212,14.23966141,22.13281726
71,11.99,25.99,16.23,14.42,22.73,13.24216696,23.98857074,16.56100583,14.2639788,21.83649918,13.57588564,24.04186616,16.28151386,14.09573178,21.50584317,11.2566366,25.52298014,15.80755604,14.10796065,22.34467814
71.05,11.61,26.27,16.28,14.36,22.959997,12.9660734,24.20343967,16.58095048,14.21656442,22.03662506,13.41160964,24.28276589,16.27264405,14.04048326,21.71277822,10.87930932,25.95012547,15.85316958,14.04698437,22.560719
71.1,11.47,26.720001,16.56,14.339999,23.07,12.89103863,24.54616589,16.76589218,14.20632008,22.12815247,13.31398955,24.67811117,16.47856574,14.03143333,21.79858419,10.74367392,26.40674889,16.12165389,14.02836759,22.69184271
71.15,11.6,27.349998,16.92,14.38,23.05,13.03320744,25.04150475,16.97878971,14.24681806,22.11689607,13.29830313,25.23062235,16.8165425,14.07910876,21.77292165,10.88161315,27.04473017,16.80192544,14.07263999,22.6708434
71.2,11.919999,27.93,17.2,14.44,22.99,13.31175043,25.50021824,17.14959568,14.313272,22.08007813,13.37051877,25.75129482,17.06565919,14.17095899,21.73894577,11.20877145,27.63279344,17.07116256,14.13821256,22.6755144
71.25,12.42,28.35,17.4,14.51,22.949999,13.72779045,25.83960124,17.31450439,14.39081989,22.04996524,13.56061504,26.14676794,17.23216645,14.27168934,21.7167251,11.7139035,28.05765842,17.26730702,14.21381057,22.6320862
71.3,13.010001,28.37,17.57,14.56,22.949999,14.18729587,25.85895896,17.47068409,14.45247134,22.04550867,13.84782211,26.19392098,17.35793775,14.34942378,21.72577032,12.30863089,28.08069087,17.43364035,14.26795305,22.6331817
71.35,14.1,28.009998,17.71,14.6,22.959997,15.05654758,25.58865844,17.60561509,14.49504857,22.02754101,14.35744379,25.88104002,17.42813606,14.38927893,21.71508419,13.40799002,27.72159636,17.25700247,14.31058342,22.56490364
71.4,15.329998,27.27,17.79,14.6,22.99,16.03952103,25.00601212,17.7054727,14.50447681,22.03101551,15.20491126,25.21579263,17.47964501,14.40639923,21.72177526,14.65161747,26.97885564,17.34926396,14.45767293,22.59099816
71.45,16.249998,26.250002,17.77,14.59,23.06,16.7746904,24.2001113,17.71336239,14.49306347,22.06714352,16.1527125,24.26362521,17.40691404,14.39124671,21.76479012,16.60570129,25.95349397,17.34120217,14.4791325,22.66043853
71.5,16.729998,25.179998,17.7,14.53,23.25,17.15431133,23.36534188,17.68666186,14.4378779,22.20973652,16.75383909,23.26752161,17.3443008,14.33265464,21.91807856,17.15896093,24.81323764,17.27840763,14.41686074,22.85222934
71.55,17.05,24.219997,17.66,14.42,23.49,17.39728066,22.61406248,17.68579862,14.34204014,22.38746304,16.98261035,22.39876989,17.31316444,14.23480001,22.09128947,17.45953381,23.86233377,17.24611814,14.30463677,23.09676859
71.6,17.679998,23.57,17.72,14.21,23.7,17.88273398,22.1217294,17.74802441,14.16072158,22.55376688,16.73846664,22.62180438,17.00607464,13.86492249,23.17792687,17.98900618,23.29800757,17.30739234,13.91780644,23.43545201
71.65,18.119999,23.19,17.9,13.93,23.83,18.20969576,21.82992758,17.90391054,13.93569664,22.65969577,16.41117891,21.68868994,17.22420405,13.68937788,22.62994338,17.47527056,22.85167101,17.49227331,13.63438061,23.52287403
71.7,18.28,23.11,18.05,13.58,23.86,18.3078659,21.78109177,18.02511257,13.65088984,22.6852713,16.79233732,21.53794737,17.51109704,13.48278548,22.45092403,17.63266921,22.80384902,17.64072069,13.28017888,23.55081303
71.75,18.059998,23.199999,18.01,13.220001,23.789999,18.09644916,21.86204278,17.98230962,13.36056899,22.62810047,16.95039747,21.57243063,17.57108928,13.26546531,22.2894792,17.40512866,22.90567403,17.59634956,12.91625494,23.39940169
71.8,17.619999,23.359999,17.73,12.85,23.549997,17.70782981,21.99286126,17.75023772,13.0702233,22.42867694,16.7406704,21.68245093,17.42851983,13.05149562,22.03582015,16.95481219,23.07208622,17.30771997,12.54216406,23.15913564
71.85,17.03,23.47,17.18,12.53,23.159998,17.19293779,22.08043927,17.32893647,12.8154137,22.10754474,16.29963277,21.73977191,17.10562303,12.84374231,21.68860586,16.3499108,23.19155348,16.75210247,12.21977599,22.76783119
71.9,16.41,23.62,16.44,12.26,22.619999,16.63675537,22.20709841,16.7435336,12.59612518,21.67374753,15.77711684,21.85290651,16.60349036,12.64191716,21.24980511,15.70909123,23.34306757,16.00605647,11.9479541,22.22213814
71.95,15.779998,24.01,15.560001,12.06,21.95,16.10302286,22.52195647,16.06828686,12.43883753,21.14619618,15.276629,22.19968801,16.04741364,12.49766409,20.74409139,15.0672147,23.73969126,15.12177744,11.74592565,21.54076226
72,15.21,24.799997,14.68,11.96,21.25,15.65560761,23.15865041,15.39429173,12.35444314,20.58586934,14.87562948,22.89970706,15.51328873,12.39574049,20.23012651,14.49523981,24.53234404,14.23759229,11.64470205,20.82814069
72.05,14.72,25.83,13.96,12.01,20.6,15.29178814,23.97817982,14.84807781,12.38910017,20.06752947,14.59016302,23.80581256,15.08319128,12.37591254,19.76634305,14.0060668,25.57297248,13.51544728,11.69454049,20.16656607
72.1,14.289999,26.73,13.48,12.26,20.1,14.94511229,24.70566864,14.49167857,12.58371206,19.67203728,14.36821637,24.61139674,14.79685599,12.48993391,19.42886389,13.56744984,26.47995801,13.03593272,11.94635597,19.65700725
72.15,13.92,27.21,13.3,12.63,19.84,14.62093608,25.0885582,14.36734386,12.87686185,19.4713854,14.16180634,25.07913056,14.67643898,12.73480528,19.27554049,13.1847132,26.96319941,12.8574294,12.31855416,19.39055344
72.2,13.57,27.260002,13.29,13.16,19.85,14.37751438,25.13218814,14.36413479,13.30452862,19.48689791,14.01018733,25.16113553,14.65594584,13.16003933,19.32471266,12.84030942,27.0106676,12.84830467,12.85190856,19.39669831
72.25,13.29,27.159998,13.36,13.77,20.22,14.1970127,25.04356807,14.42723762,13.79576957,19.77657932,13.90686129,25.1245726,14.70075503,13.6958276,19.62658591,12.56876361,26.90485569,12.92142998,13.46629184,19.76734065
72.3,13.08,27.06,13.46,14.46,20.8,14.04349911,24.95914301,14.50209908,14.34856609,20.22184426,13.81462299,25.07404511,14.74361136,14.28141214,20.06122222,12.36198389,26.79879999,13.02427073,14.16160873,20.34952143
72.35,12.93,27.06,13.62,15.090001,21.529999,13.92521404,24.95701577,14.62442203,14.85077334,20.7913717,13.74357453,25.10998072,14.82310467,14.77977567,20.62628222,12.20699332,26.79456335,13.18631318,14.79609604,21.08429452
72.4,12.81,27.11,13.91,15.64,22.35,13.82397552,25.00151831,14.83575321,15.28572499,21.44238063,13.68350657,25.17485927,14.93834502,15.17548092,21.25183605,12.08412996,26.84579546,13.47829724,15.34936213,21.91216756
72.45,12.689999,27.25,14.27,16.09,23.189999,13.73428192,25.11941876,15.09949616,15.63806174,22.12907238,13.64491007,25.32239537,15.12496166,15.48043276,21.90026007,11.96123363,26.98812868,13.83776429,15.80184357,22.70698695
72.5,12.56,27.5,14.64,16.44,24,13.62753698,25.31892579,15.37054442,15.9084865,22.7808264,13.605857,25.5661225,15.34786649,15.70752828,22.51654338,11.8286073,27.24237753,14.20675686,16.1531459,23.60239606
72.55,12.42,27.780003,14.99,16.7,24.609999,13.51867634,25.55127048,15.62856773,16.1059019,23.27719111,13.56055033,25.82010973,15.57167321,15.87193793,22.98041308,11.68739717,27.52404116,14.55647015,16.41408697,24.19639343
72.6,12.3,28.02,15.35,16.83,25.019999,13.43783796,25.74969085,15.90062739,16.20000407,23.61043901,13.52959632,26.03668818,15.80419328,15.93945459,23.30070773,11.56603654,27.7672807,14.91748099,16.54397069,24.59353742
72.65,12.24,28.060001,15.73,16.79,25.339998,13.39947154,25.77558191,16.19034016,16.16705549,23.87108903,13.50745918,26.08023636,16.06025728,15.89445446,23.55299314,11.50724242,27.80752431,15.29883497,16.50255668,24.90519553
72.7,12.220001,27.91,15.99,16.59,25.729998,13.39185362,25.64271647,16.39165301,16.00599632,24.192647,13.49422159,25.95915472,16.23798847,15.72600414,23.88241381,11.48857451,27.65529073,15.56256412,16.29982302,25.27421716
72.75,12.220001,27.66,15.97,16.26,26.21,13.3997963,25.44432732,16.37046412,15.73840281,24.58113114,13.49156724,25.73344743,16.23011626,15.45463044,24.28381856,11.49097061,27.40474634,15.54308146,15.96642533,25.75228789
72.8,12.210001,27.53,15.6,15.91,26.709997,13.39634744,25.34144389,16.07950527,15.45395237,24.99107454,13.49411913,25.62785404,15.98574278,15.17977399,24.69280321,11.48272236,27.27282782,15.17244984,15.61345037,26.37696221
72.85,12.18,27.510002,15.07,15.7,27.02,13.3856881,25.32368569,15.65577719,15.27855967,25.25044881,13.51028908,25.60563473,15.61127721,15.02144961,24.92654913,11.45414527,27.2529944,14.63849243,15.40255161,26.7021423
72.9,12.13,27.53,14.55,15.82,27.11,13.34442827,25.34044197,15.24735915,15.36511186,25.33994683,13.52904568,25.62554544,15.25489085,15.12765359,24.98447515,11.40168924,27.26854658,14.11414382,15.52498123,26.80333803
72.95,12.1,27.429998,14.22,16.12,26.959997,13.31776435,25.25103551,14.98985857,15.59630754,25.23338706,13.54695144,25.5410862,15.00264792,15.37825271,24.85016285,12.80369739,27.16365038,13.78108696,15.8291314,26.65884774
73,12.11,27.980001,14.05,16.45,26.79,13.3237657,25.69631069,14.85185747,15.85304276,25.11392377,13.55749753,26.02476613,14.85913333,15.64576767,24.72733693,12.68802593,27.71776109,13.6073885,16.16404289,26.48933665
