Depth,Dense,Res,Ng,Cal,SP
205.3,2.19,16.33,12.75,127.82,-316.67
205.35,2.21,16.34,12.65,127.82,-316.78
205.4,2.22,16.34,12.08,127.77,-317.38
205.45,2.23,16.32,11.15,127.72,-317.97
205.5,2.24,16.29,10.25,127.7,-318.45
205.55,2.25,16.26,9.88,127.73,-319.32
205.6,2.26,16.24,9.42,127.78,-320.89
205.65,2.28,16.24,9.46,127.75,-323.17
205.7,2.29,16.27,9.38,127.71,-325.77
205.75,2.29,16.35,9.77,127.64,-328.26
205.8,2.3,16.47,9.63,127.67,-330.42
205.85,2.3,16.6,9.48,127.71,-332.08
205.9,2.3,16.67,9.22,127.77,-333.16
205.95,2.3,16.67,8.94,127.79,-333.5
206,2.31,16.59,9.23,127.8,-333.25
206.05,2.3,16.49,9.64,127.81,-332.7
206.1,2.31,16.45,10.37,127.82,-332.28
206.15,2.3,16.5,10.8,127.82,-332.35
206.2,2.3,16.65,11.04,127.82,-333.05
206.25,2.29,16.89,11.17,127.82,-334.26
206.3,2.29,17.21,10.84,127.82,-335.46
206.35,2.29,17.54,10.6,127.82,-336.16
206.4,2.29,17.81,10.29,127.82,-336.06
206.45,2.3,17.95,9.98,127.82,-335.34
206.5,2.31,18.01,10.65,127.82,-334.54
206.55,2.33,18.04,10.93,127.86,-334.4
206.6,2.35,18.08,11.52,127.92,-335.47
206.65,2.36,18.12,10.89,127.98,-337.65
206.7,2.37,18.12,10.88,128,-340.28
206.75,2.37,18.02,10.95,128.07,-342.18
206.8,2.38,17.79,11.37,128.17,-342.24
206.85,2.38,17.49,11.86,128.29,-339.8
206.9,2.37,17.2,12.45,128.42,-335.24
206.95,2.35,16.97,13.06,128.52,-329.93
207,2.34,16.84,13.5,128.66,-325.66
207.05,2.32,16.81,12.91,128.84,-323.81
207.1,2.3,16.88,12.88,129.03,-324.93
207.15,2.28,17.06,12.76,129.24,-328.61
207.2,2.26,17.28,13.53,129.45,-333.35
207.25,2.26,17.47,13.66,129.76,-337.35
207.3,2.25,17.58,13.84,130.13,-339.26
207.35,2.25,17.58,13.9,130.49,-338.99
207.4,2.25,17.43,13.95,130.59,-337.32
207.45,2.26,17.12,13.97,130.33,-335.41
207.5,2.26,16.73,13.98,129.76,-334.3
207.55,2.26,16.37,13.99,129.2,-334.49
207.6,2.27,16.11,14,128.79,-335.91
207.65,2.29,15.94,13.8,128.55,-338.1
207.7,2.3,15.84,13.56,128.47,-340.36
207.75,2.31,15.77,13.27,128.45,-342.31
207.8,2.31,15.75,12.97,128.52,-343.86
207.85,2.32,15.7,12.65,128.66,-345.25
207.9,2.32,15.62,12.32,128.84,-346.72
207.95,2.32,15.46,12.19,128.99,-348.22
208,2.32,15.25,12.3,129.06,-349.51
208.05,2.32,14.99,12.7,129.1,-350.25
208.1,2.32,14.74,13.2,129.12,-350.26
208.15,2.32,14.56,13.58,129.13,-349.43
208.2,2.32,14.5,13.36,129.14,-347.84
208.25,2.31,14.58,13.39,129.15,-345.65
208.3,2.31,14.75,13.35,129.1,-343.21
208.35,2.3,14.97,13.75,129.05,-340.89
208.4,2.29,15.2,13.62,128.99,-339.19
208.45,2.28,15.48,13.27,128.97,-338.41
208.5,2.27,15.75,12.78,128.95,-338.78
208.55,2.27,16,12.01,128.94,-340.11
208.6,2.28,16.16,11.56,128.94,-342.12
208.65,2.28,16.25,11.11,128.93,-344.32
208.7,2.28,16.29,11.13,128.93,-346.28
208.75,2.28,16.31,11.05,128.89,-347.63
208.8,2.27,16.35,10.64,128.79,-348.29
208.85,2.27,16.41,10.14,128.62,-348.42
208.9,2.28,16.51,9.56,128.44,-348.31
208.95,2.29,16.62,9.34,128.24,-348.12
209,2.3,16.71,9.58,128.07,-347.59
209.05,2.31,16.76,9.98,127.91,-345.98
209.1,2.31,16.75,10.71,127.89,-342.79
209.15,2.31,16.68,10.74,128.12,-338.07
209.2,2.32,16.57,10.89,128.69,-332.81
209.25,2.32,16.45,10.73,129.34,-328.14
209.3,2.32,16.35,11.32,129.85,-325.17
209.35,2.32,16.27,11.81,130.13,-324.37
209.4,2.33,16.22,12.63,130.28,-325.73
209.45,2.33,16.22,13.09,130.33,-328.8
209.5,2.33,16.24,13.74,130.32,-332.79
209.55,2.33,16.3,13.57,130.29,-337.02
209.6,2.33,16.37,13.46,130.28,-340.68
209.65,2.33,16.41,13.01,130.27,-343.49
209.7,2.32,16.39,13.09,130.27,-345.31
209.75,2.32,16.3,13.22,130.26,-346.43
209.8,2.32,16.18,13.46,130.31,-347.21
209.85,2.31,16.05,13.34,130.36,-348.07
209.9,2.3,15.96,13.36,130.38,-349.14
209.95,2.28,15.92,13.74,130.35,-350.27
210,2.27,15.94,14.62,130.3,-351.1
210.05,2.27,16.01,14.87,130.29,-351.44
210.1,2.26,16.15,14.7,130.27,-351.4
210.15,2.27,16.34,13.91,130.27,-351.2
210.2,2.26,16.54,13.32,130.26,-351
210.25,2.26,16.69,13.05,130.26,-350.72
210.3,2.25,16.75,12.87,130.31,-350.26
210.35,2.25,16.64,12.78,130.36,-349.53
210.4,2.25,16.42,12.33,130.38,-348.5
210.45,2.25,16.15,11.82,130.35,-347.08
210.5,2.25,15.95,10.83,130.3,-345.27
210.55,2.25,15.85,9.73,130.29,-343.2
210.6,2.25,15.88,9.11,130.27,-341.27
210.65,2.25,16.03,8.97,130.27,-339.86
210.7,2.25,16.27,9.02,130.26,-339.04
210.75,2.25,16.56,9,130.26,-338.53
210.8,2.25,16.73,8.4,130.26,-337.71
210.85,2.26,16.71,7.68,130.26,-336.45
210.9,2.27,16.49,6.82,130.26,-335.12
210.95,2.28,16.19,6.9,130.26,-334.82
211,2.29,15.95,7.14,130.26,-336.23
211.05,2.3,15.79,7.61,130.26,-339.29
211.1,2.31,15.7,7.35,130.26,-343.07
211.15,2.32,15.65,6.99,130.3,-346.52
211.2,2.33,15.63,6.67,130.36,-348.97
211.25,2.33,15.61,6.73,130.42,-350.39
211.3,2.33,15.64,7.28,130.44,-351.15
211.35,2.33,15.69,8,130.46,-351.7
211.4,2.33,15.82,9.06,130.47,-352.15
211.45,2.34,16.04,9.81,130.47,-352.46
211.5,2.34,16.36,9.77,130.52,-352.29
211.55,2.33,16.71,9.32,130.67,-351.38
211.6,2.33,16.96,8.62,130.84,-349.53
211.65,2.32,16.99,8.59,130.9,-347.01
211.7,2.32,16.83,8.64,130.73,-344.51
211.75,2.32,16.62,8.85,130.44,-342.86
211.8,2.32,16.48,8.9,130.12,-342.39
211.85,2.32,16.47,8.75,129.91,-342.81
211.9,2.32,16.54,8.33,129.76,-343.52
211.95,2.31,16.62,7.62,129.69,-344.05
212,2.3,16.63,6.99,129.64,-344.44
212.05,2.29,16.47,6.72,129.58,-344.96
212.1,2.28,16.18,6.74,129.51,-345.89
212.15,2.27,15.82,6.89,129.44,-347.15
212.2,2.27,15.5,6.93,129.41,-348.65
212.25,2.27,15.26,7.16,129.39,-350.32
212.3,2.27,15.11,7.42,129.38,-352.25
212.35,2.27,15.1,7.72,129.42,-354.5
212.4,2.26,15.15,7.83,129.52,-356.86
212.45,2.26,15.23,7.91,129.63,-358.87
212.5,2.25,15.32,7.95,129.76,-360.1
212.55,2.25,15.44,7.97,129.86,-360.33
212.6,2.25,15.62,8.38,129.99,-359.82
212.65,2.25,15.84,8.67,130.13,-358.89
212.7,2.25,16.05,9.01,130.22,-357.96
212.75,2.25,16.16,8.94,130.14,-357.06
212.8,2.25,16.18,8.79,129.92,-356.22
212.85,2.24,16.15,8.35,129.68,-355.11
212.9,2.24,16.07,7.83,129.54,-353.37
212.95,2.24,15.97,7.63,129.38,-350.64
213,2.24,15.88,7.89,129.23,-347.2
213.05,2.24,15.82,8.31,129.08,-343.64
213.1,2.25,15.78,8.44,129.02,-340.71
213.15,2.25,15.74,7.75,128.98,-338.35
213.2,2.25,15.69,7.24,128.96,-336.51
213.25,2.25,15.63,6.8,128.95,-335.17
213.3,2.25,15.55,7.01,128.94,-334.95
213.35,2.25,15.47,6.76,128.94,-336.28
213.4,2.26,15.4,6.75,128.93,-339.15
213.45,2.27,15.34,6.7,128.93,-343.01
213.5,2.27,15.3,7.29,128.89,-346.9
213.55,2.27,15.31,7.6,128.83,-350.08
213.6,2.27,15.33,8.18,128.76,-352.03
213.65,2.27,15.37,8.36,128.74,-352.77
213.7,2.27,15.37,8.71,128.72,-352.46
213.75,2.27,15.37,8.41,128.71,-351.69
213.8,2.27,15.35,8.02,128.71,-351.12
213.85,2.27,15.33,7.49,128.7,-351.5
213.9,2.27,15.29,7.5,128.7,-352.99
213.95,2.28,15.25,7.6,128.7,-355.24
214,2.28,15.21,7.82,128.7,-357.3
214.05,2.28,15.17,7.28,128.7,-358.18
214.1,2.29,15.13,6.82,128.7,-357.17
214.15,2.29,15.13,6.22,128.7,-354.54
214.2,2.29,15.19,6.61,128.7,-351.36
214.25,2.28,15.33,7.17,128.7,-349.04
214.3,2.28,15.54,7.96,128.7,-348.34
214.35,2.28,15.76,8.42,128.7,-349.11
214.4,2.28,15.98,8.88,128.75,-350.77
214.45,2.28,16.14,9.26,128.89,-352.55
214.5,2.27,16.25,9.63,129.11,-354.04
214.55,2.27,16.28,9.58,129.4,-354.98
214.6,2.27,16.28,9.44,129.68,-355.33
214.65,2.26,16.22,9.4,129.97,-355.1
214.7,2.26,16.14,9.57,130.22,-354.19
214.75,2.26,16.03,9.2,130.46,-352.63
214.8,2.26,15.9,8.35,130.69,-350.56
214.85,2.27,15.78,7.51,130.96,-348.45
214.9,2.27,15.67,7.17,131.28,-346.63
214.95,2.28,15.62,6.74,131.67,-345.22
215,2.28,15.66,6.38,132.08,-344.11
215.05,2.28,15.79,6.02,132.46,-343.3
215.1,2.29,16,6.28,132.84,-342.86
215.15,2.29,16.18,6.66,133.21,-342.84
215.2,2.3,16.31,7.19,133.63,-343.13
215.25,2.3,16.33,7.37,134.05,-343.55
215.3,2.31,16.24,7.51,134.49,-344.04
215.35,2.32,16.09,7.78,134.93,-344.64
215.4,2.32,15.95,8.26,135.32,-345.41
215.45,2.32,15.86,9.01,135.71,-346.34
215.5,2.33,15.83,10.05,136.09,-347.37
215.55,2.33,15.82,11.21,136.51,-348.34
215.6,2.35,15.83,12.25,136.94,-348.98
215.65,2.35,15.82,13.89,137.37,-348.99
215.7,2.36,15.82,15.63,137.86,-348.39
215.75,2.36,15.84,18.1,138.4,-347.55
215.8,2.37,15.85,20.55,138.96,-346.95
215.85,2.37,15.84,24.53,139.58,-346.74
215.9,2.37,15.78,28.02,140.25,-346.76
215.95,2.38,15.7,31.71,141,-346.66
216,2.39,15.6,33.75,141.73,-346.26
216.05,2.39,15.45,35.69,142.52,-345.46
216.1,2.39,15.13,36.49,143.35,-344.29
216.15,2.39,14.64,37.24,144.47,-342.92
216.2,2.39,13.98,37.15,146.2,-341.61
216.25,2.39,13.31,36.88,148.5,-340.66
216.3,2.38,12.69,35.6,150.95,-340.18
216.35,2.37,12.19,34.3,153.05,-340.14
216.4,2.36,11.77,31.78,154.76,-340.36
216.45,2.36,11.43,29.82,156.15,-340.79
216.5,2.36,11.22,28.32,157.25,-341.39
216.55,2.36,11.09,28.63,158.2,-342.18
216.6,2.35,11.08,28.99,159.05,-343.09
216.65,2.35,11.22,29.32,159.9,-344.03
216.7,2.35,11.5,28.86,160.68,-344.95
216.75,2.34,11.88,28.84,161.45,-345.88
216.8,2.34,12.26,29.34,162.16,-346.95
216.85,2.34,12.53,30.24,162.86,-348.41
216.9,2.34,12.68,30.72,163.45,-350.54
216.95,2.34,12.71,30.99,163.97,-353.48
217,2.35,12.71,31.14,164.47,-357.02
217.05,2.35,12.69,30.83,164.93,-360.75
217.1,2.35,12.69,29.99,165.35,-364.11
217.15,2.36,12.66,29.76,165.66,-366.5
217.2,2.36,12.61,30.35,165.89,-367.38
217.25,2.36,12.52,31.82,166.04,-366.44
217.3,2.36,12.4,33.24,166.12,-363.9
217.35,2.36,12.27,34.61,166.16,-360.33
217.4,2.35,12.14,35.37,166.19,-356.79
217.45,2.35,12.04,35.8,166.16,-354.29
217.5,2.35,11.98,35.83,166.11,-353.59
217.55,2.35,11.93,36.73,166.05,-354.77
217.6,2.34,11.87,37.51,166.03,-357.34
217.65,2.34,11.79,39.05,166.02,-360.5
217.7,2.32,11.68,39.31,166.05,-363.42
217.75,2.32,11.57,39.47,166.1,-365.65
217.8,2.31,11.5,38.76,166.16,-367.01
217.85,2.3,11.52,37.85,166.19,-367.68
217.9,2.3,11.63,36.72,166.2,-367.9
217.95,2.3,11.82,36.11,166.21,-367.98
218,2.29,12.01,36.37,166.17,-368.1
218.05,2.28,12.16,36.7,166.08,-368.23
218.1,2.28,12.25,37.01,165.87,-368.28
218.15,2.28,12.31,35.94,165.37,-368.33
218.2,2.28,12.39,34.19,164.47,-368.61
218.25,2.29,12.51,32.03,163.3,-369.34
218.3,2.29,12.63,30.44,162.18,-370.43
218.35,2.29,12.75,29.49,161.28,-371.56
218.4,2.29,12.83,28.19,160.61,-372.29
218.45,2.29,12.85,27.34,160.07,-372.37
218.5,2.29,12.8,26.51,159.47,-371.64
218.55,2.3,12.68,25.97,158.45,-370.17
218.6,2.3,12.56,25.3,157.01,-368.3
218.65,2.3,12.45,24.85,155.37,-366.73
218.7,2.3,12.37,24.83,154.09,-366.07
218.75,2.29,12.32,24.74,153.28,-366.45
218.8,2.29,12.31,24.31,153.04,-367.49
218.85,2.28,12.36,23.81,153.18,-368.32
218.9,2.27,12.45,23.23,153.43,-368.3
218.95,2.27,12.58,22.41,153.33,-366.97
219,2.27,12.71,21.53,152.83,-364.55
219.05,2.26,12.87,19.79,151.86,-361.49
219.1,2.26,13.06,18.06,150.55,-358.64
219.15,2.26,13.27,16.37,149.2,-356.67
219.2,2.25,13.52,15.69,148.18,-355.99
219.25,2.25,13.8,14.81,147.27,-356.59
219.3,2.24,14.12,13.9,145.73,-358.08
219.35,2.24,14.43,12.94,143.77,-359.89
219.4,2.24,14.69,12.57,141.96,-361.15
219.45,2.24,14.91,12.9,140.76,-361.24
219.5,2.24,15.09,13.69,139.89,-359.78
219.55,2.22,15.25,14.72,139.17,-356.9
219.6,2.21,15.38,15.48,138.5,-353.15
219.65,2.21,15.5,16.24,137.86,-349.56
219.7,2.21,15.61,16.55,137.29,-347.41
219.75,2.21,15.67,16.56,136.83,-347.39
219.8,2.2,15.69,16.42,136.4,-349.39
219.85,2.2,15.65,16.8,136,-352.29
219.9,2.21,15.55,17.24,135.57,-354.92
219.95,2.21,15.44,17.61,135.18,-356.3
220,2.22,15.31,16.97,134.79,-356.52
220.05,2.22,15.19,15.92,134.41,-355.96
220.1,2.23,15.04,14.58,134.04,-355.11
220.15,2.24,14.89,13.9,133.67,-353.85
220.2,2.25,14.74,13.7,133.34,-351.87
220.25,2.25,14.61,14.12,133.02,-349.16
220.3,2.25,14.47,14.76,132.76,-346.2
220.35,2.25,14.35,15.18,132.47,-343.87
220.4,2.25,14.27,14.99,132.13,-342.8
220.45,2.25,14.21,14.63,131.79,-343.27
220.5,2.25,14.18,14.12,131.52,-344.93
220.55,2.25,14.15,14.15,131.35,-347.18
220.6,2.25,14.11,14.66,131.26,-349.44
220.65,2.25,14.07,15.56,131.21,-351.45
220.7,2.26,14.06,16.04,131.14,-353.24
220.75,2.26,14.06,15.92,131.02,-354.87
220.8,2.26,14.08,15.59,130.81,-356.41
220.85,2.27,14.13,14.9,130.57,-357.86
220.9,2.27,14.2,14.3,130.3,-359.17
220.95,2.27,14.29,13.24,130.06,-360.25
221,2.27,14.39,12.51,129.87,-360.9
221.05,2.27,14.48,11.95,129.7,-361.06
221.1,2.27,14.56,11.89,129.58,-360.79
221.15,2.27,14.59,12.17,129.48,-360.46
221.2,2.27,14.59,12.41,129.43,-360.27
221.25,2.27,14.54,12.72,129.4,-360.18
221.3,2.26,14.48,12.43,129.39,-359.88
221.35,2.26,14.41,12.03,129.38,-359.13
221.4,2.26,14.37,11.49,129.42,-358
221.45,2.25,14.33,11.7,129.47,-356.77
221.5,2.25,14.34,12.44,129.58,-355.79
221.55,2.25,14.37,13.43,129.65,-355.09
221.6,2.25,14.44,14.17,129.73,-354.57
221.65,2.25,14.51,14.52,129.76,-354.06
221.7,2.25,14.6,14.34,129.83,-353.47
221.75,2.25,14.67,14.17,129.9,-352.67
221.8,2.25,14.69,13.9,130.01,-351.38
221.85,2.25,14.63,13.82,130.09,-349.24
221.9,2.24,14.53,13.54,130.27,-346.21
221.95,2.25,14.43,13.27,130.4,-342.73
222,2.25,14.35,12.76,130.6,-339.84
222.05,2.25,14.29,12.21,130.75,-338.37
222.1,2.26,14.24,11.19,130.96,-338.91
222.15,2.26,14.18,10.48,131.12,-341.28
222.2,2.26,14.15,9.74,131.28,-344.95
222.25,2.26,14.14,9.44,131.43,-348.88
222.3,2.26,14.19,9.24,131.59,-352.02
222.35,2.26,14.26,9.34,131.73,-353.85
222.4,2.26,14.33,9.51,131.93,-354.75
222.45,2.27,14.4,9.97,132.17,-355.56
222.5,2.27,14.47,10.1,132.48,-356.78
222.55,2.27,14.56,10.21,132.77,-358.03
222.6,2.27,14.66,9.86,133.03,-358.66
222.65,2.26,14.73,9.62,133.18,-358.19
222.7,2.26,14.81,9.3,133.26,-357.25
222.75,2.27,14.88,8.98,133.36,-356.56
222.8,2.28,14.93,8.86,133.43,-356.81
222.85,2.29,14.94,8.57,133.56,-357.71
222.9,2.29,14.95,8.49,133.73,-358.58
222.95,2.3,14.92,8.01,133.97,-358.49
223,2.3,14.87,7.7,134.27,-356.92
223.05,2.31,14.78,7.34,134.51,-354.05
223.1,2.31,14.67,7.21,134.75,-350.64
223.15,2.32,14.51,6.91,134.94,-347.63
223.2,2.33,14.33,7.02,135.16,-345.59
223.25,2.33,14.14,7.19,135.37,-344.98
223.3,2.34,13.98,7.64,135.59,-346
223.35,2.34,13.89,8.17,135.81,-348.48
223.4,2.35,13.89,8.76,136.03,-351.62
223.45,2.36,13.97,9.99,136.21,-354.32
223.5,2.37,14.11,10.95,136.38,-355.97
223.55,2.37,14.28,12.39,136.53,-356.68
223.6,2.37,14.5,14.07,136.73,-357.28
223.65,2.38,14.75,15.89,136.98,-358.44
223.7,2.39,15.04,18.79,137.25,-360.51
223.75,2.39,15.4,21.34,137.53,-363.31
223.8,2.39,15.83,25.03,137.86,-366.55
223.85,2.39,16.24,27.47,138.47,-369.86
223.9,2.38,16.53,29.9,139.64,-372.85
223.95,2.37,16.66,31.87,141.01,-375.17
224,2.35,16.64,34.56,141.92,-376.62
224.05,2.34,16.51,37.09,141.89,-377.2
224.1,2.34,16.34,38.53,141.36,-376.84
224.15,2.33,16.17,38.92,140.84,-375.59
224.2,2.33,16.02,38.49,140.59,-373.61
224.25,2.32,15.85,38.08,140.48,-371.27
224.3,2.31,15.67,37.71,140.5,-368.94
224.35,2.3,15.47,37.36,140.61,-366.96
224.4,2.29,15.26,36.22,140.81,-365.45
224.45,2.29,15.05,34.72,141.1,-364.42
224.5,2.28,14.86,32.99,141.51,-363.68
224.55,2.27,14.7,30.94,142,-363.02
224.6,2.27,14.55,28.79,142.63,-362.33
224.65,2.27,14.41,26.55,143.43,-361.87
224.7,2.28,14.31,24.87,144.38,-362.13
224.75,2.28,14.3,23.28,145.44,-363.61
224.8,2.28,14.4,21.43,146.24,-366.23
224.85,2.28,14.61,19.34,146.66,-369.4
224.9,2.28,14.88,16.55,146.19,-372.21
224.95,2.28,15.16,14.38,144.67,-374.01
225,2.28,15.38,12.79,142.5,-374.58
225.05,2.29,15.52,11.43,140.38,-374.02
225.1,2.3,15.56,10.24,138.95,-372.51
225.15,2.3,15.54,9.14,138.02,-370.11
225.2,2.3,15.47,9.08,137.41,-366.99
225.25,2.31,15.39,9.44,136.97,-363.43
225.3,2.31,15.33,10.1,136.67,-359.8
225.35,2.31,15.33,10.51,136.43,-356.45
225.4,2.31,15.4,10.92,136.28,-353.57
225.45,2.31,15.54,11.09,136.16,-351.49
225.5,2.31,15.74,11.2,136.11,-350.51
225.55,2.31,15.94,11.06,136.03,-350.74
225.6,2.31,16.12,11.45,135.91,-351.83
225.65,2.3,16.26,11.7,135.79,-353.3
225.7,2.3,16.33,12.03,135.65,-354.78
225.75,2.29,16.39,11.75,135.51,-356.42
225.8,2.3,16.42,11.16,135.31,-358.44
225.85,2.3,16.46,10.38,135.07,-360.87
225.9,2.3,16.52,9.71,134.81,-363.13
225.95,2.3,16.62,9.22,134.53,-364.4
226,2.3,16.78,8.79,134.29,-364.21
226.05,2.29,16.96,8.4,134.05,-362.63
226.1,2.29,17.14,8.24,133.82,-360.3
226.15,2.28,17.28,7.93,133.59,-357.85
226.2,2.27,17.39,7.43,133.37,-355.74
226.25,2.27,17.46,6.87,133.19,-354.09
226.3,2.26,17.51,6.46,133.02,-352.84
226.35,2.26,17.52,6.07,132.91,-351.91
226.4,2.25,17.51,5.71,132.81,-351.17
226.45,2.25,17.46,5.35,132.76,-350.63
226.5,2.24,17.39,5.41,132.73,-350.26
226.55,2.24,17.32,5.95,132.72,-350.25
226.6,2.25,17.26,6.87,132.67,-350.68
226.65,2.25,17.27,7.77,132.57,-351.61
226.7,2.26,17.33,8.33,132.4,-352.96
226.75,2.27,17.43,8.82,132.21,-354.78
226.8,2.28,17.54,9.03,132.05,-356.86
226.85,2.28,17.6,9.17,131.94,-358.9
226.9,2.28,17.6,9.64,131.88,-360.25
226.95,2.28,17.52,10.36,131.85,-360.65
227,2.28,17.43,10.8,131.83,-360.2
227.05,2.29,17.32,10.63,131.78,-359.54
227.1,2.3,17.22,10.09,131.72,-359.27
227.15,2.31,17.13,9.94,131.61,-359.55
227.2,2.31,17.07,9.81,131.44,-360.07
227.25,2.31,17.01,9.95,131.21,-360.48
227.3,2.3,16.94,10.15,130.95,-360.85
227.35,2.3,16.86,10.42,130.76,-361.66
227.4,2.28,16.79,10.11,130.59,-363.29
227.45,2.27,16.78,9.51,130.38,-365.58
227.5,2.26,16.79,8.72,130.13,-367.72
227.55,2.26,16.82,8.45,129.86,-368.81
227.6,2.26,16.84,8.23,129.62,-368.27
227.65,2.25,16.87,8.34,129.39,-366.24
227.7,2.25,16.9,8.51,129.16,-363.56
227.75,2.24,16.92,8.97,128.97,-361.49
227.8,2.25,16.93,9.3,128.85,-361.09
227.85,2.25,16.92,9.85,128.74,-362.71
227.9,2.27,16.89,10.23,128.61,-365.69
227.95,2.27,16.84,10.82,128.47,-368.8
228,2.28,16.77,11.21,128.33,-370.85
228.05,2.29,16.63,12.01,128.23,-371.38
228.1,2.29,16.44,12.84,128.09,-370.65
228.15,2.3,16.24,13.97,128,-369.5
228.2,2.31,16.09,14.76,127.86,-368.76
228.25,2.32,16.01,14.95,127.77,-368.9
228.3,2.32,15.98,14.94,127.68,-369.66
228.35,2.32,15.98,14.78,127.65,-370.48
228.4,2.31,15.99,14.94,127.62,-370.65
228.45,2.3,15.99,15.14,127.61,-369.87
228.5,2.29,16,15.62,127.56,-368.18
228.55,2.3,16,16.15,127.5,-366.11
228.6,2.3,15.99,16.15,127.43,-364.25
228.65,2.29,15.95,16.06,127.41,-362.94
228.7,2.28,15.9,15.64,127.35,-361.77
228.75,2.28,15.86,15.54,127.29,-359.95
228.8,2.28,15.83,15.04,127.26,-356.86
228.85,2.28,15.81,14.52,127.24,-352.83
228.9,2.28,15.78,13.51,127.24,-348.94
228.95,2.28,15.74,12.61,127.19,-346.41
229,2.29,15.72,12.22,127.22,-345.91
229.05,2.29,15.7,12.17,127.22,-347.43
229.1,2.29,15.67,12.28,127.22,-350.37
229.15,2.29,15.66,12.09,127.18,-353.87
229.2,2.29,15.64,11.87,127.17,-357.08
229.25,2.29,15.62,11.19,127.16,-359.63
229.3,2.3,15.59,10.61,127.11,-361.44
229.35,2.3,15.52,10.16,127.06,-362.76
229.4,2.3,15.46,9.96,126.95,-363.74
229.45,2.29,15.37,9.62,126.87,-364.33
229.5,2.28,15.29,8.92,126.79,-364.23
229.55,2.28,15.21,8.31,126.71,-363.12
229.6,2.28,15.15,7.85,126.63,-361.02
229.65,2.27,15.11,8.03,126.51,-358.56
229.7,2.27,15.12,8.38,126.43,-356.74
229.75,2.27,15.17,9.28,126.35,-356.54
229.8,2.27,15.27,10.33,126.27,-358.07
229.85,2.27,15.4,11.52,126.19,-360.58
229.9,2.28,15.54,12.17,126.12,-362.74
229.95,2.28,15.7,12.54,126.04,-363.6
230,2.29,15.86,13.14,125.97,-362.97
230.05,2.29,16.02,14.14,125.85,-361.54
230.1,2.28,16.16,15.26,125.77,-360.37
230.15,2.29,16.32,16.08,125.64,-360.27
230.2,2.29,16.5,16.27,125.55,-361.13
230.25,2.29,16.71,16.27,125.46,-362.28
230.3,2.29,16.97,15.51,125.42,-363.09
230.35,2.28,17.25,14.76,125.4,-363.58
230.4,2.28,17.54,13.85,125.39,-364.19
230.45,2.27,17.84,13.52,125.38,-365.12
230.5,2.27,18.12,13.28,125.38,-366.23
230.55,2.26,18.39,12.96,125.37,-367.02
230.6,2.26,18.64,12.65,125.37,-367.33
230.65,2.26,18.89,12.32,125.37,-367.32
230.7,2.26,19.1,12.19,125.37,-367.4
230.75,2.26,19.23,12.1,125.37,-367.7
230.8,2.26,19.26,12.06,125.37,-367.86
230.85,2.26,19.18,12.63,125.37,-367.29
230.9,2.26,19.02,13.34,125.37,-365.54
230.95,2.26,18.8,14.19,125.37,-362.52
231,2.26,18.59,14.51,125.37,-358.71
231.05,2.26,18.39,14.94,125.37,-355.02
231.1,2.27,18.19,15.09,125.37,-352.43
231.15,2.28,17.98,15.21,125.42,-351.46
231.2,2.28,17.75,15.06,125.43,-351.78
231.25,2.28,17.46,15.25,125.44,-352.68
231.3,2.28,17.12,15.86,125.44,-353.38
231.35,2.27,16.76,16.22,125.49,-353.71
231.4,2.27,16.45,16.42,125.55,-353.85
231.45,2.28,16.24,16.73,125.57,-354.17
231.5,2.28,16.13,17.43,125.58,-354.84
231.55,2.28,16.1,18.23,125.59,-355.86
231.6,2.29,16.1,18.33,125.55,-357.24
231.65,2.28,16.08,18.51,125.5,-359.07
231.7,2.28,16.04,18.57,125.43,-361.47
231.75,2.27,15.98,18.82,125.36,-364.24
231.8,2.28,15.95,19.08,125.21,-366.81
231.85,2.28,15.94,19.18,124.94,-368.38
231.9,2.29,15.93,19.25,124.67,-368.57
231.95,2.29,15.93,19.29,124.43,-367.75
232,2.29,15.91,19.11,124.29,-366.83
232.05,2.29,15.9,19.28,124.13,-366.77
232.1,2.28,15.88,19.28,124.02,-367.98
232.15,2.28,15.85,20.11,123.92,-370.1
232.2,2.29,15.81,20.88,123.84,-372.09
232.25,2.29,15.77,21.8,123.76,-372.99
232.3,2.3,15.74,21.74,123.63,-372.19
232.35,2.31,15.75,20.51,123.55,-370.23
232.4,2.31,15.82,19.05,123.47,-367.87
232.45,2.31,15.91,17.91,123.43,-366.24
232.5,2.32,16.03,17.39,123.41,-365.58
232.55,2.32,16.11,16.66,123.4,-365.71
232.6,2.32,16.12,16.21,123.39,-366.01
232.65,2.32,16.07,15.97,123.39,-366.16
232.7,2.32,15.98,15.64,123.38,-366.19
232.75,2.31,15.88,15.12,123.38,-366.3
232.8,2.29,15.77,14.75,123.38,-366.66
232.85,2.28,15.65,14.78,123.33,-367.21
232.9,2.28,15.55,15.31,123.28,-367.83
232.95,2.27,15.44,15.62,123.17,-368.12
233,2.26,15.37,15.98,123.05,-367.68
233.05,2.26,15.35,15.92,122.91,-366.1
233.1,2.25,15.38,16.38,122.82,-363.43
233.15,2.25,15.45,16.66,122.77,-359.98
233.2,2.24,15.54,17.21,122.74,-356.16
233.25,2.25,15.67,17.37,122.73,-352.43
233.3,2.25,15.82,17.72,122.72,-349.19
233.35,2.26,16,18.42,122.72,-346.9
