Depth,Ng,Cal,SP,Res,Den
130.8,10.26,137.31,-188.96,16.83,2.23
130.85,10.23,137.31,-188.27,17.19,2.23
130.9,9.7,137.57,-187.63,17.41,2.21
130.95,8.99,137.57,-187.11,17.46,2.21
131,8.94,137.83,-186.66,17.37,2.19
131.05,9.19,138.1,-186.22,17.11,2.19
131.1,10.02,138.1,-185.76,16.72,2.19
131.15,10.44,138.1,-185.3,16.23,2.2
131.2,10.89,138.1,-184.89,15.69,2.2
131.25,11.27,138.36,-184.6,15.05,2.2
131.3,11.83,138.89,-184.44,14.29,2.21
131.35,12.42,139.41,-184.42,13.39,2.2
131.4,12.65,140.2,-184.51,12.44,2.22
131.45,13.01,141.78,-184.68,11.55,2.22
131.5,13.53,144.41,-184.92,10.86,2.24
131.55,14.11,147.3,-185.3,10.42,2.25
131.6,15.13,149.41,-186.09,10.17,2.28
131.65,16.05,150.19,-187.49,10.03,2.3
131.7,16.84,150.98,-189.38,9.98,2.31
131.75,16.78,152.04,-191.44,9.97,2.3
131.8,16.52,152.56,-193.33,10,2.29
131.85,16.26,152.82,-194.95,10.07,2.29
131.9,16.16,153.35,-196.23,10.18,2.29
131.95,15.68,153.88,-197.25,10.31,2.29
132,15.17,154.14,-198.04,10.45,2.29
132.05,14.17,153.61,-198.64,10.59,2.29
132.1,13.47,152.04,-199.06,10.73,2.29
132.15,12.53,150.98,-199.33,10.86,2.28
132.2,12,149.67,-199.51,11.03,2.27
132.25,11.51,149.67,-199.59,11.25,2.26
132.3,10.9,150.98,-199.53,11.56,2.25
132.35,10.28,153.09,-199.24,11.92,2.25
132.4,9.84,157.03,-198.8,12.3,2.25
132.45,9.82,161.77,-198.38,12.67,2.24
132.5,9.93,163.61,-198.03,13.05,2.24
132.55,9.95,161.5,-197.63,13.45,2.23
132.6,9.98,157.3,-197.01,13.95,2.23
132.65,9.99,151.51,-196.23,14.55,2.24
132.7,9.99,147.83,-195.53,15.19,2.24
132.75,10.2,145.72,-195.08,15.74,2.25
132.8,10.44,143.88,-194.8,16.06,2.26
132.85,10.73,143.36,-194.52,16.19,2.26
132.9,10.83,143.09,-194.06,16.15,2.27
132.95,11.11,143.36,-193.44,16.03,2.28
133,11.59,143.36,-192.74,15.82,2.29
133.05,12.14,143.36,-192.02,15.57,2.3
133.1,12.15,143.36,-191.2,15.32,2.3
133.15,11.86,143.36,-190.31,15.13,2.3
133.2,11.4,143.36,-189.47,15.13,2.3
133.25,11.25,143.36,-188.92,15.32,2.3
133.3,11.33,143.09,-188.74,15.7,2.3
133.35,11.52,143.09,-188.81,16.08,2.29
133.4,11.77,143.09,-188.98,16.36,2.29
133.45,12.06,143.36,-189.11,16.47,2.29
133.5,12.37,143.36,-189.17,16.48,2.29
133.55,12.68,143.36,-189.11,16.45,2.28
133.6,12.81,143.09,-188.9,16.39,2.27
133.65,12.9,143.36,-188.55,16.34,2.26
133.7,13.14,143.36,-188.21,16.27,2.25
133.75,13.41,143.36,-188.05,16.19,2.25
133.8,13.91,143.36,-188.16,16.06,2.25
133.85,14.26,143.36,-188.49,15.89,2.26
133.9,14.84,143.36,-188.88,15.72,2.27
133.95,15.22,143.36,-189.12,15.69,2.28
134,15.61,143.36,-189.08,15.82,2.29
134.05,15.57,143.62,-188.8,16.1,2.31
134.1,15.44,143.88,-188.39,16.34,2.32
134.15,14.8,144.15,-187.94,16.44,2.33
134.2,14.25,144.67,-187.43,16.4,2.34
134.25,14.01,145.2,-186.89,16.29,2.34
134.3,14.05,145.72,-186.35,16.22,2.36
134.35,14.21,146.51,-185.83,16.28,2.36
134.4,13.85,147.04,-185.32,16.51,2.37
134.45,13.61,147.56,-184.88,16.91,2.37
134.5,13.29,147.83,-184.69,17.41,2.36
134.55,13.18,147.83,-184.85,17.9,2.36
134.6,13.1,147.56,-185.28,18.36,2.36
134.65,13.06,147.3,-185.73,18.7,2.36
134.7,13.03,147.3,-186,18.93,2.36
134.75,13.02,147.56,-186.08,18.98,2.35
134.8,13.01,147.83,-186.02,18.92,2.34
134.85,13.21,148.62,-185.85,18.85,2.34
134.9,13.44,149.93,-185.5,18.93,2.33
134.95,13.13,150.72,-184.97,19.24,2.33
135,12.12,150.98,-184.4,19.66,2.32
135.05,10.85,150.98,-183.99,19.97,2.32
135.1,9.99,150.19,-183.84,20.05,2.31
135.15,9.57,150.19,-183.74,19.87,2.31
135.2,9.31,150.72,-183.43,19.47,2.3
135.25,9.18,150.72,-182.78,18.91,2.3
135.3,8.7,150.98,-181.98,18.29,2.29
135.35,8.18,150.98,-181.3,17.62,2.29
135.4,7.37,151.25,-180.94,16.86,2.29
135.45,7.31,151.51,-180.89,15.88,2.29
135.5,7.34,152.04,-181.01,14.71,2.28
135.55,7.73,152.82,-181.28,13.5,2.28
135.6,7.81,152.04,-181.7,12.42,2.28
135.65,7.91,150.46,-182.24,11.65,2.28
135.7,7.94,149.41,-182.88,11.2,2.28
135.75,8.37,149.41,-183.62,11.04,2.28
135.8,8.86,149.41,-184.61,11.12,2.28
135.85,9.25,149.41,-185.95,11.42,2.29
135.9,9.22,149.41,-187.56,11.95,2.3
135.95,8.69,149.41,-189.11,12.68,2.31
136,8.18,149.67,-190.27,13.45,2.32
136.05,8.18,149.67,-190.96,14.14,2.32
136.1,8.67,149.93,-191.27,14.67,2.34
136.15,9.37,150.19,-191.22,15.08,2.35
136.2,9.21,150.46,-190.71,15.37,2.36
136.25,8.92,150.72,-189.67,15.58,2.37
136.3,8.23,150.72,-188.32,15.74,2.37
136.35,7.83,150.72,-187.09,15.9,2.38
136.4,7.81,150.72,-186.31,16.11,2.39
136.45,8.13,150.72,-186,16.4,2.38
136.5,8.59,150.72,-185.99,16.69,2.36
136.55,8.74,150.72,-186.17,16.85,2.34
136.6,9.27,150.72,-186.47,16.76,2.32
136.65,10.2,151.25,-186.77,16.59,2.32
136.7,11.29,151.77,-186.93,16.49,2.31
136.75,11.5,151.25,-186.86,16.69,2.3
136.8,11.16,149.41,-186.65,17.1,2.3
136.85,10.93,146.25,-186.49,17.64,2.3
136.9,11.22,143.88,-186.48,18.14,2.3
136.95,11.83,143.36,-186.51,18.56,2.3
137,12.81,142.3,-186.34,18.9,2.3
137.05,13.93,141.52,-185.88,19.23,2.29
137.1,14.75,140.73,-185.2,19.65,2.31
137.15,14.94,140.2,-184.5,20.2,2.33
137.2,14.94,139.94,-183.89,20.89,2.36
137.25,14.37,139.94,-183.38,21.58,2.38
137.3,13.66,139.67,-182.96,22.09,2.38
137.35,12.61,139.41,-182.62,22.32,2.38
137.4,12.05,139.15,-182.33,22.28,2.38
137.45,11.53,138.89,-182.01,22.06,2.38
137.5,11.32,138.89,-181.53,21.7,2.38
137.55,10.97,138.89,-180.93,21.26,2.39
137.6,10.66,138.89,-180.35,20.84,2.4
137.65,10.33,138.89,-179.99,20.52,2.41
137.7,9.6,138.89,-179.87,20.3,2.41
137.75,8.78,138.89,-179.83,20.13,2.39
137.8,7.88,138.89,-179.71,19.94,2.37
137.85,7.53,138.89,-179.52,19.74,2.36
137.9,7.08,138.62,-179.46,19.54,2.36
137.95,6.72,138.62,-179.59,19.37,2.36
138,6.36,138.62,-179.83,19.27,2.36
138.05,6.22,138.62,-180,19.29,2.35
138.1,6.12,138.62,-180.09,19.46,2.34
138.15,6.47,138.62,-180.24,19.72,2.34
138.2,6.92,138.62,-180.6,19.9,2.34
138.25,7.68,138.62,-181.19,19.77,2.34
138.3,8.12,138.62,-181.81,19.3,2.33
138.35,8.56,138.89,-182.2,18.55,2.34
138.4,8.74,139.41,-182.3,17.77,2.34
138.45,8.86,140.46,-182.24,17.04,2.35
138.5,8.72,141.78,-182.18,16.45,2.36
138.55,8.52,142.57,-182.17,15.97,2.37
138.6,8.45,142.83,-182.21,15.53,2.36
138.65,8.59,142.83,-182.32,15.24,2.36
138.7,9.01,142.83,-182.56,15.1,2.35
138.75,9.32,142.83,-182.97,15.29,2.35
138.8,9.67,142.83,-183.46,15.82,2.33
138.85,9.8,142.83,-183.94,16.75,2.32
138.9,9.89,143.09,-184.42,17.95,2.31
138.95,9.54,143.36,-185.04,19.18,2.3
139,9.09,143.62,-185.87,20.21,2.3
139.05,8.73,143.62,-186.68,20.84,2.3
139.1,8.76,143.62,-187.07,21.05,2.31
139.15,9.1,143.62,-186.81,20.8,2.32
139.2,9.57,143.62,-186.06,20.24,2.32
139.25,10.13,143.88,-185.12,19.53,2.33
139.3,10.14,143.88,-184.25,18.8,2.32
139.35,9.86,144.15,-183.52,18.08,2.32
139.4,9.4,144.67,-182.93,17.36,2.32
139.45,9.45,146.25,-182.52,16.7,2.32
139.5,9.57,147.83,-182.3,16.2,2.33
139.55,9.6,148.62,-182.28,15.86,2.34
139.6,9.44,148.88,-182.49,15.69,2.35
139.65,9.21,149.14,-182.89,15.6,2.36
139.7,9.13,149.41,-183.43,15.56,2.35
139.75,9.27,150.19,-184.04,15.51,2.34
139.8,9.68,152.3,-184.68,15.44,2.33
139.85,10.19,153.61,-185.34,15.39,2.32
139.9,10.77,152.3,-185.96,15.36,2.31
139.95,11.19,149.14,-186.56,15.34,2.31
140,11.99,146.51,-187.19,15.32,2.31
140.05,12.64,146.25,-187.89,15.39,2.31
140.1,13.33,146.25,-188.58,15.61,2.32
140.15,13.59,146.25,-189.13,15.91,2.32
140.2,13.38,146.25,-189.48,16.21,2.31
140.25,13,146.25,-189.68,16.4,2.31
140.3,12.48,146.25,-189.77,16.52,2.31
140.35,12.49,146.25,-189.73,16.62,2.31
140.4,12.59,146.25,-189.5,16.77,2.32
140.45,12.42,146.25,-189.1,16.96,2.32
140.5,12,146.25,-188.66,17.12,2.32
140.55,11.48,146.25,-188.26,17.22,2.31
140.6,10.9,146.25,-187.85,17.21,2.3
140.65,10.28,146.25,-187.33,17.17,2.28
140.7,9.84,146.25,-186.71,17.03,2.27
140.75,9.82,146.25,-186.21,16.79,2.24
140.8,10.13,145.99,-186,16.41,2.24
140.85,10.39,145.99,-186.15,15.96,2.22
140.9,11.1,145.99,-186.53,15.54,2.22
140.95,11.7,145.99,-187.1,15.17,2.21
141,12.56,145.99,-187.85,14.89,2.21
141.05,12.85,145.99,-188.77,14.69,2.21
141.1,13.08,145.72,-189.77,14.62,2.21
141.15,12.99,145.46,-190.73,14.69,2.21
141.2,13.01,145.46,-191.52,14.88,2.21
141.25,12.8,145.2,-192.1,15.08,2.21
141.3,13.16,145.46,-192.52,15.23,2.22
141.35,13.59,145.2,-192.78,15.32,2.22
141.4,13.95,144.93,-192.78,15.43,2.23
141.45,13.71,144.41,-192.41,15.6,2.23
141.5,13.13,143.62,-191.79,15.8,2.24
141.55,12.77,143.09,-191.17,15.97,2.24
141.6,11.98,142.57,-190.72,16.07,2.24
141.65,10.95,142.04,-190.43,16.09,2.23
141.7,9.79,141.78,-190.19,16.03,2.22
141.75,9.15,141.25,-189.9,15.95,2.21
141.8,8.99,140.73,-189.64,15.9,2.2
141.85,9.63,140.46,-189.5,15.96,2.2
141.9,10.32,140.2,-189.56,16.15,2.19
141.95,11.39,140.2,-189.78,16.45,2.19
142,11.94,140.2,-190.07,16.72,2.17
142.05,12.27,139.94,-190.39,16.85,2.16
142.1,12.24,139.94,-190.71,16.73,2.16
142.15,12.1,139.67,-190.92,16.42,2.15
142.2,11.87,139.15,-190.91,15.99,2.15
142.25,11.59,138.1,-190.65,15.58,2.13
142.3,11.49,136.52,-190.27,15.22,2.13
142.35,12.02,134.94,-189.96,14.93,2.12
142.4,12.7,133.63,-189.81,14.67,2.13
142.45,12.94,131.78,-189.78,14.43,2.13
142.5,12.73,130.21,-189.8,14.26,2.15
142.55,11.93,129.15,-189.88,14.25,2.15
142.6,11.33,128.37,-190.1,14.48,2.17
142.65,10.65,127.58,-190.51,14.95,2.18
142.7,10.2,127.31,-191.07,15.53,2.18
142.75,9.77,127.05,-191.73,16.09,2.18
142.8,9.59,127.05,-192.46,16.5,2.18
142.85,9.67,126.79,-193.19,16.77,2.18
142.9,10.25,126.26,-193.76,16.95,2.19
142.95,10.79,124.42,-193.96,17.16,2.22
143,11.61,121,-193.74,17.44,2.24
143.05,11.68,118.9,-193.29,17.78,2.26
143.1,11.66,117.06,-192.85,18.17,2.27
143.15,11.67,116.79,-192.54,18.68,2.28
143.2,12.07,117.32,-192.27,19.34,2.28
143.25,12.55,117.58,-191.9,20.05,2.29
143.3,12.52,118.37,-191.41,20.46,2.31
143.35,12.41,119.95,-190.92,20.25,2.31
143.4,11.99,122.32,-190.47,19.54,2.32
143.45,11.68,124.68,-190.02,18.63,2.34
143.5,11.13,126,-189.47,18.01,2.36
143.55,10.76,126.79,-188.92,17.78,2.37
143.6,10.38,127.31,-188.59,18.09,2.37
143.65,10.23,128.1,-188.75,18.84,2.37
143.7,10.12,129.42,-189.53,19.9,2.37
143.75,10.07,130.47,-190.78,21.06,2.38
143.8,10.04,131.78,-192.12,22.14,2.37
143.85,10.02,132.84,-193.11,23.14,2.37
143.9,10.01,133.89,-193.64,24.03,2.36
143.95,9.81,134.15,-193.73,24.9,2.36
144,10.16,134.15,-193.38,25.68,2.35
144.05,10.59,134.41,-192.55,26.33,2.34
144.1,11.95,134.94,-191.33,26.66,2.33
144.15,12.91,135.47,-189.9,26.58,2.32
144.2,14.77,135.73,-188.51,26.02,2.31
144.25,16.14,135.99,-187.22,25.06,2.31
144.3,17.58,136.52,-186.08,23.79,2.3
144.35,18.14,137.04,-185.14,22.51,2.3
144.4,18.55,137.83,-184.58,21.38,2.3
144.45,18.94,139.15,-184.56,20.64,2.3
144.5,19.3,139.41,-185.04,20.26,2.3
144.55,19.45,138.89,-185.96,20.26,2.31
144.6,19.35,138.36,-187.3,20.47,2.31
144.65,19.16,138.36,-189.01,20.69,2.32
144.7,18.3,138.36,-190.89,20.71,2.32
144.75,17.29,138.36,-192.68,20.48,2.32
144.8,15.72,138.36,-194.08,20.06,2.31
144.85,14.8,138.36,-194.92,19.58,2.32
144.9,13.7,138.36,-195.2,19.16,2.33
144.95,13.1,138.36,-195.13,18.81,2.34
145,12.36,138.36,-194.93,18.57,2.35
145.05,11.89,138.36,-194.73,18.4,2.35
145.1,11.45,138.36,-194.6,18.37,2.35
145.15,11.67,138.36,-194.6,18.48,2.35
145.2,12.02,138.36,-194.83,18.72,2.34
145.25,12.74,138.36,-195.27,18.94,2.33
145.3,13.15,138.36,-195.8,19.05,2.33
145.35,13.78,138.36,-196.25,19.01,2.32
145.4,14.19,138.36,-196.54,18.87,2.33
145.45,14.99,138.36,-196.74,18.7,2.33
145.5,15.44,138.36,-196.98,18.54,2.34
145.55,15.89,138.36,-197.36,18.42,2.33
145.6,15.06,138.36,-197.85,18.28,2.33
145.65,14.19,138.36,-198.4,18.05,2.33
145.7,13.25,138.36,-198.94,17.73,2.33
145.75,13.09,138.36,-199.43,17.35,2.33
145.8,13.27,138.36,-199.79,17.01,2.33
145.85,12.87,138.36,-199.9,16.79,2.32
145.9,12.43,138.36,-199.8,16.83,2.31
145.95,11.46,138.36,-199.71,17.11,2.3
146,10.98,138.36,-199.86,17.59,2.3
146.05,10.09,138.36,-200.22,18.16,2.3
146.1,9.21,138.36,-200.61,18.75,2.3
146.15,8.26,138.36,-200.82,19.29,2.31
146.2,7.7,138.36,-200.79,19.71,2.32
146.25,7.39,138.36,-200.61,19.93,2.32
146.3,8.02,138.62,-200.37,19.85,2.33
146.35,8.88,138.62,-200.07,19.47,2.32
146.4,9.58,138.89,-199.64,18.89,2.33
146.45,9.49,139.15,-199.14,18.37,2.33
146.5,8.81,139.15,-198.76,18.1,2.32
146.55,8.26,139.41,-198.7,18.22,2.31
146.6,8.22,139.67,-198.98,18.79,2.31
146.65,8.5,139.94,-199.46,19.71,2.3
146.7,8.94,139.94,-199.99,20.8,2.3
146.75,8.89,139.94,-200.43,21.91,2.3
146.8,8.97,139.94,-200.65,23.04,2.3
146.85,9.37,139.41,-200.47,24.17,2.3
146.9,9.87,138.1,-199.78,25.14,2.3
146.95,10.65,136.78,-198.69,25.87,2.31
147,10.7,134.94,-197.41,26.29,2.31
147.05,10.67,133.89,-196.07,26.31,2.3
147.1,10.48,133.63,-194.67,25.82,2.29
147.15,10.63,133.36,-193.16,24.94,2.28
147.2,11.02,133.36,-191.65,23.93,2.28
147.25,11.33,133.36,-190.35,22.97,2.29
147.3,11.47,133.36,-189.48,22.09,2.3
147.35,11.36,133.36,-189.15,21.31,2.3
147.4,11.17,133.36,-189.21,20.74,2.31
147.45,11.11,133.36,-189.51,20.48,2.32
147.5,11.05,133.36,-189.96,20.53,2.33
147.55,10.63,133.36,-190.48,20.81,2.33
147.6,10.14,133.36,-190.96,21.27,2.33
147.65,9.55,133.36,-191.25,21.85,2.31
147.7,8.94,133.36,-191.36,22.57,2.3
147.75,8.3,133.36,-191.39,23.51,2.29
147.8,7.85,133.36,-191.38,24.67,2.3
147.85,7.83,133.36,-191.28,25.78,2.29
147.9,8.14,133.36,-190.99,26.28,2.3
147.95,8.19,133.36,-190.52,25.81,2.3
148,8.27,133.36,-189.94,24.62,2.31
148.05,8.69,133.63,-189.29,23.22,2.31
148.1,9.39,133.63,-188.63,22.03,2.32
148.15,10.62,133.63,-188.06,21.15,2.32
148.2,11.2,133.63,-187.7,20.58,2.33
148.25,11.76,133.89,-187.73,20.22,2.33
148.3,11.99,134.15,-188.27,19.92,2.34
148.35,12.35,134.41,-189.3,19.59,2.34
148.4,13.07,134.41,-190.53,19.22,2.35
148.45,13.68,134.41,-191.53,18.76,2.38
148.5,14.15,134.41,-192.09,18.24,2.4
148.55,13.77,134.41,-192.24,17.79,2.42
148.6,13.18,134.41,-192.3,17.64,2.42
148.65,12.39,134.41,-192.49,17.95,2.44
148.7,11.92,134.41,-192.86,18.81,2.44
148.75,11.06,134.41,-193.32,19.95,2.45
148.8,10.2,134.41,-193.78,21.07,2.45
148.85,9.25,134.41,-194.22,21.92,2.44
148.9,9.29,134.41,-194.49,22.48,2.44
148.95,9.71,134.41,-194.2,22.84,2.43
149,10.8,134.68,-193.16,23.07,2.43
149.05,11.5,134.68,-191.51,23.29,2.43
149.1,12.66,134.94,-189.82,23.63,2.41
149.15,13.43,135.47,-188.56,24.02,2.39
149.2,14.22,135.73,-187.95,24.31,2.37
149.25,14.53,136.52,-187.92,24.42,2.35
149.3,14.75,137.04,-188.15,24.4,2.34
149.35,15.46,137.04,-188.43,24.3,2.32
149.4,16.24,137.31,-188.68,24.11,2.32
149.45,17.14,137.31,-188.92,23.79,2.32
149.5,17.48,137.57,-189.12,23.43,2.32
149.55,17.72,137.83,-189.24,23.16,2.33
149.6,17.44,138.89,-189.31,23.11,2.34
149.65,17.03,140.73,-189.49,23.25,2.34
149.7,16.29,142.57,-189.88,23.5,2.34
149.75,15.87,143.09,-190.48,23.77,2.34
149.8,15.23,140.2,-191.2,24,2.34
149.85,14.62,136.78,-191.93,24.13,2.34
149.9,13.97,131.78,-192.6,24.09,2.33
149.95,13.52,131.52,-193.19,23.97,2.33
150,13.3,131.26,-193.64,23.87,2.33
150.05,12.56,130.73,-193.94,23.9,2.33
150.1,11.77,130.21,-194.12,24.13,2.33
150.15,10.87,129.15,-194.3,24.59,2.32
150.2,10.73,128.37,-194.68,25.2,2.32
150.25,10.72,127.58,-195.31,25.9,2.31
150.3,10.89,127.31,-196.08,26.54,2.31
150.35,10.92,127.05,-196.72,27.07,2.32
150.4,10.56,127.05,-197.03,27.35,2.33
150.45,10.1,127.05,-196.94,27.34,2.34
150.5,9.33,127.05,-196.45,26.97,2.35
150.55,9.09,127.05,-195.64,26.32,2.37
150.6,8.88,127.31,-194.64,25.48,2.38
150.65,8.99,127.58,-193.71,24.5,2.41
150.7,8.98,127.58,-193.14,23.41,2.42
150.75,9.19,127.31,-193.09,22.25,2.44
150.8,9.43,127.05,-193.47,21.18,2.44
150.85,9.73,127.05,-194.07,20.5,2.44
150.9,9.83,127.05,-194.7,20.39,2.44
150.95,9.91,127.05,-195.45,21,2.44
151,9.95,127.05,-196.53,22.09,2.44
151.05,10.17,127.58,-198.04,23.55,2.44
151.1,10.42,127.84,-199.74,25.11,2.43
151.15,10.72,128.37,-201.29,26.78,2.41
151.2,10.83,128.63,-202.47,28.34,2.4
151.25,11.11,128.1,-203.22,29.75,2.37
151.3,11.39,125.74,-203.4,31.13,2.35
151.35,11.7,122.58,-202.94,32.65,2.33
151.4,11.62,120.21,-201.93,34.15,2.31
151.45,11.46,119.95,-200.52,34.93,2.3
151.5,11.42,120.74,-198.94,34.46,2.29
151.55,11.58,121.79,-197.22,32.65,2.29
151.6,11.8,123.11,-195.33,30.02,2.29
151.65,11.88,124.16,-193.27,27.24,2.29
151.7,11.94,125.21,-191.27,24.96,2.29
151.75,11.96,126.52,-189.86,23.56,2.28
151.8,11.98,127.31,-189.42,23.14,2.27
151.85,11.59,127.31,-190.16,23.47,2.27
151.9,11.11,126.26,-192.15,24.13,2.28
151.95,10.94,124.95,-195.01,24.76,2.29
152,11.41,124.16,-198.09,25.13,2.3
152.05,12.07,124.16,-200.6,25.12,2.31
152.1,12.5,124.42,-201.96,24.62,2.31
152.15,12.71,124.42,-202.1,23.73,2.31
152.2,13.04,124.16,-201.35,22.48,2.32
152.25,13.55,124.16,-200.31,21.1,2.32
152.3,14.12,124.16,-199.4,19.72,2.32
152.35,14.33,124.16,-198.79,18.67,2.33
152.4,14.29,124.16,-198.6,18.12,2.33
152.45,13.93,124.42,-199.01,18.1,2.34
152.5,13.64,124.16,-200.06,18.47,2.35
152.55,13.31,124.16,-201.7,19.03,2.36
152.6,12.39,124.42,-203.7,19.75,2.36
152.65,11.34,124.42,-205.74,20.64,2.35
152.7,9.75,124.68,-207.38,21.58,2.34
152.75,8.82,125.74,-208.39,22.38,2.33
152.8,8.11,127.84,-208.85,22.87,2.33
152.85,7.79,129.68,-208.96,23.01,2.33
152.9,7.58,130.47,-208.84,22.72,2.33
152.95,7.27,130.73,-208.49,22.13,2.32
153,6.77,130.73,-207.83,21.43,2.32
153.05,6.21,131.26,-206.91,20.8,2.31
153.1,6.2,132.05,-205.98,20.26,2.31
153.15,6.88,132.31,-205.28,19.83,2.3
153.2,7.82,131.26,-204.95,19.6,2.29
153.25,8.54,129.68,-204.98,19.71,2.28
153.3,9.07,128.63,-205.36,20.14,2.27
153.35,9.92,128.1,-206.04,20.71,2.27
153.4,10.6,127.84,-206.82,21.32,2.27
153.45,11.3,127.84,-207.45,21.94,2.26
153.5,11.58,128.1,-207.72,22.54,2.26
153.55,11.78,128.37,-207.68,23.01,2.27
153.6,11.87,128.63,-207.41,23.23,2.28
153.65,11.93,128.89,-206.94,23.1,2.3
153.7,12.56,129.15,-206.25,22.55,2.32
153.75,12.9,129.15,-205.39,21.61,2.34
153.8,13.29,129.42,-204.51,20.41,2.36
153.85,13.44,129.42,-203.76,19.19,2.39
153.9,13.95,129.42,-203.18,18.25,2.42
153.95,14.68,129.42,-202.73,17.79,2.44
154,15.12,129.68,-202.42,17.93,2.46
154.05,15.36,129.94,-202.39,18.5,2.48
154.1,15.3,130.73,-202.79,19.32,2.49
154.15,15.13,131.78,-203.54,20.14,2.5
154.2,15.49,132.57,-204.27,20.88,2.51
154.25,15.92,132.84,-204.6,21.68,2.49
154.3,16.48,140.2,-204.46,22.73,2.47
154.35,16.68,140.46,-204.07,24.35,2.44
154.4,16.43,141.25,-203.66,26.37,2.42
154.45,16.02,135.47,-203.34,28.82,2.39
154.5,15.49,136.26,-203.04,31.33,2.38
154.55,14.5,136.78,-202.58,33.78,2.37
154.6,13.4,137.04,-201.84,35.55,2.35
154.65,11.98,137.31,-200.83,36.31,2.34
154.7,11.28,137.31,-199.52,36,2.33
154.75,10.85,137.57,-197.97,34.85,2.32
154.8,10.83,138.1,-196.34,33.07,2.32
154.85,11.34,138.89,-194.89,30.98,2.32
154.9,11.83,139.94,-193.73,28.85,2.33
154.95,12.43,140.46,-192.8,26.96,2.34
155,12.85,140.46,-192.1,25.39,2.36
155.05,13.26,140.73,-191.7,24.08,2.38
155.1,13.62,140.73,-191.75,22.93,2.4
155.15,13.78,140.73,-192.33,21.9,2.42
155.2,13.88,140.73,-193.32,21.08,2.44
155.25,13.93,140.73,-194.52,20.52,2.45
155.3,13.96,140.99,-195.7,20.21,2.46
155.35,13.98,140.99,-196.83,20.1,2.46
155.4,13.99,140.99,-198.1,20.22,2.45
155.45,13.99,140.99,-199.64,20.58,2.45
155.5,14,140.73,-201.42,21.09,2.44
155.55,14.2,140.46,-203.21,21.65,2.43
155.6,14.24,140.2,-204.74,22.25,2.43
155.65,14.29,139.94,-205.87,23.05,2.43
155.7,13.91,139.67,-206.53,24.39,2.43
155.75,13.64,139.67,-206.77,26.45,2.42
155.8,13.71,139.67,-206.71,29.1,2.42
155.85,14.27,139.94,-206.48,31.72,2.41
155.9,15,139.94,-206.15,33.55,2.41
155.95,15.85,140.73,-205.56,34.12,2.4
156,16.57,141.52,-204.33,33.35,2.4
156.05,17.29,142.04,-202.38,31.68,2.4
156.1,17.57,142.3,-200.08,29.63,2.39
156.15,17.77,142.04,-197.98,27.79,2.38
156.2,17.87,141.78,-196.48,26.25,2.37
156.25,17.93,140.73,-195.63,24.96,2.37
156.3,17.56,137.31,-195.42,23.82,2.36
156.35,17.1,132.84,-195.67,22.86,2.36
156.4,16.53,129.42,-196.27,22.18,2.35
156.45,15.73,128.37,-197.2,21.76,2.35
156.5,14.85,127.84,-198.39,21.59,2.34
156.55,14.12,127.84,-199.75,21.61,2.34
156.6,13.99,127.84,-201.21,21.76,2.34
156.65,14.02,127.84,-202.71,21.91,2.34
156.7,14.2,127.84,-204.09,21.96,2.34
156.75,14.45,127.84,-205.07,21.86,2.35
156.8,14.53,127.84,-205.51,21.72,2.37
156.85,14.4,127.84,-205.43,21.66,2.38
156.9,13.79,127.84,-205.01,21.75,2.4
156.95,13.24,127.84,-204.54,22,2.42
157,13.2,127.84,-204.29,22.37,2.43
157.05,13.49,127.84,-204.31,22.84,2.42
157.1,13.94,127.84,-204.4,23.49,2.42
157.15,14.09,127.84,-204.41,24.35,2.4
157.2,14.41,127.84,-204.26,25.29,2.38
157.25,14.5,127.84,-203.9,26.04,2.36
157.3,14.38,127.84,-203.17,26.41,2.34
157.35,14.18,127.84,-202.04,26.35,2.33
157.4,14.11,128.1,-200.78,25.95,2.32
157.45,14.06,128.37,-199.81,25.24,2.31
157.5,14.43,128.63,-199.43,24.39,2.29
157.55,14.9,128.89,-199.58,23.43,2.28
157.6,15.67,129.68,-200.01,22.5,2.27
157.65,15.71,131,-200.55,21.51,2.26
157.7,15.68,132.05,-201.15,20.51,2.25
157.75,15.08,132.84,-201.87,19.53,2.25
157.8,14.75,133.89,-202.7,18.65,2.24
157.85,14.17,134.68,-203.51,17.97,2.25
157.9,13.78,135.2,-204.26,17.58,2.26
157.95,13.59,135.73,-204.94,17.54,2.28
158,13.68,136.26,-205.65,17.84,2.29
158.05,13.85,136.78,-206.5,18.27,2.3
158.1,13.91,137.31,-207.46,18.58,2.31
158.15,13.95,137.57,-208.37,18.68,2.31
158.2,13.57,138.89,-209.04,18.57,2.31
158.25,12.91,139.94,-209.45,18.28,2.3
158.3,12.1,140.2,-209.73,17.78,2.3
158.35,11.4,140.2,-209.91,17.25,2.3
158.4,10.9,140.73,-209.9,16.82,2.3
158.45,10.86,140.99,-209.59,16.76,2.31
158.5,11.15,141.25,-209.09,17.02,2.31
158.55,11.6,141.52,-208.67,17.57,2.32
158.6,11.35,141.78,-208.5,18.23,2.31
158.65,10.99,142.83,-208.58,18.85,2.3
158.7,10.07,143.88,-208.66,19.3,2.29
158.75,9.41,144.15,-208.6,19.5,2.28
158.8,8.7,141.25,-208.27,19.54,2.28
158.85,8.42,137.31,-207.66,19.47,2.28
