Depth,Dense,Ng,Cal,SP,Res
201.95,2.24,6.66,127.82,-330.65,14.38
202,2.25,6,127.82,-329.18,14.34
202.05,2.25,5.73,127.77,-328.64,14.38
202.1,2.25,5.55,127.72,-329.42,14.44
202.15,2.26,5.46,127.7,-331.35,14.52
202.2,2.28,5.2,127.68,-333.85,14.58
202.25,2.29,5.13,127.68,-336.15,14.64
202.3,2.3,4.87,127.63,-337.75,14.7
202.35,2.31,4.8,127.61,-338.58,14.76
202.4,2.32,4.73,127.6,-338.93,14.85
202.45,2.33,4.71,127.6,-339.19,14.99
202.5,2.33,4.89,127.59,-339.52,15.15
202.55,2.35,5.12,127.59,-339.77,15.31
202.6,2.35,5.6,127.59,-339.54,15.45
202.65,2.36,5.74,127.59,-338.36,15.6
202.7,2.37,5.87,127.59,-336.15,15.77
202.75,2.38,5.72,127.59,-333.34,15.94
202.8,2.38,6.12,127.64,-330.72,16.09
202.85,2.38,6.77,127.69,-328.82,16.21
202.9,2.38,7.78,127.76,-327.58,16.34
202.95,2.38,8.11,127.78,-326.55,16.53
203,2.38,8.18,127.84,-325.42,16.79
203.05,2.38,7.86,127.95,-324.24,17.07
203.1,2.37,7.61,128.12,-323.22,17.27
203.15,2.37,7.49,128.26,-322.45,17.31
203.2,2.37,7.82,128.36,-321.95,17.18
203.25,2.36,8.26,128.41,-321.87,16.97
203.3,2.35,8.82,128.53,-322.52,16.76
203.35,2.34,8.82,128.7,-324.24,16.66
203.4,2.33,8.73,128.98,-327.04,16.65
203.45,2.31,8.31,129.2,-330.65,16.79
203.5,2.3,8.21,129.39,-334.29,17.01
203.55,2.29,8.3,129.47,-337.3,17.25
203.6,2.27,8.5,129.57,-339.23,17.4
203.65,2.26,8.76,129.65,-340.18,17.45
203.7,2.25,9.05,129.73,-340.53,17.38
203.75,2.24,9.36,129.76,-340.37,17.26
203.8,2.24,9.68,129.78,-339.68,17.09
203.85,2.24,9.81,129.66,-338.1,16.87
203.9,2.23,10.1,129.38,-335.78,16.61
203.95,2.24,10.18,129.03,-332.99,16.37
204,2.24,10.26,128.77,-330.49,16.19
204.05,2.24,10.09,128.65,-328.85,16.07
204.1,2.24,9.87,128.57,-328.41,16.01
204.15,2.25,9.59,128.49,-328.89,15.99
204.2,2.25,9.29,128.41,-329.7,16.04
204.25,2.26,8.58,128.34,-330.4,16.14
204.3,2.26,7.57,128.26,-330.97,16.26
204.35,2.27,6.43,128.19,-331.55,16.39
204.4,2.27,5.8,128.07,-332.15,16.53
204.45,2.27,5.25,127.99,-332.22,16.68
204.5,2.27,5.01,127.9,-331.23,16.83
204.55,2.27,4.85,127.87,-328.93,16.94
204.6,2.27,4.97,127.85,-325.91,16.96
204.65,2.27,5.17,127.84,-323.02,16.92
204.7,2.26,5.43,127.83,-321.1,16.83
204.75,2.25,6.32,127.83,-320.53,16.75
204.8,2.24,7.15,127.82,-321.32,16.67
204.85,2.23,8.69,127.82,-323.28,16.63
204.9,2.21,9.77,127.82,-325.97,16.62
204.95,2.2,10.89,127.82,-328.8,16.62
205,2.19,11.33,127.82,-330.71,16.6
205.05,2.18,11.85,127.82,-330.81,16.55
205.1,2.17,12.04,127.82,-328.6,16.48
205.15,2.17,12.18,127.82,-324.86,16.41
205.2,2.17,12.24,127.82,-320.83,16.35
205.25,2.18,12.48,127.82,-317.96,16.33
205.3,2.19,12.75,127.82,-316.67,16.33
205.35,2.21,12.65,127.82,-316.78,16.34
205.4,2.22,12.08,127.77,-317.38,16.34
205.45,2.23,11.15,127.72,-317.97,16.32
205.5,2.24,10.25,127.7,-318.45,16.29
205.55,2.25,9.88,127.73,-319.32,16.26
205.6,2.26,9.42,127.78,-320.89,16.24
205.65,2.28,9.46,127.75,-323.17,16.24
205.7,2.29,9.38,127.71,-325.77,16.27
205.75,2.29,9.77,127.64,-328.26,16.35
205.8,2.3,9.63,127.67,-330.42,16.47
205.85,2.3,9.48,127.71,-332.08,16.6
205.9,2.3,9.22,127.77,-333.16,16.67
205.95,2.3,8.94,127.79,-333.5,16.67
206,2.31,9.23,127.8,-333.25,16.59
206.05,2.3,9.64,127.81,-332.7,16.49
206.1,2.31,10.37,127.82,-332.28,16.45
206.15,2.3,10.8,127.82,-332.35,16.5
206.2,2.3,11.04,127.82,-333.05,16.65
206.25,2.29,11.17,127.82,-334.26,16.89
206.3,2.29,10.84,127.82,-335.46,17.21
206.35,2.29,10.6,127.82,-336.16,17.54
206.4,2.29,10.29,127.82,-336.06,17.81
206.45,2.3,9.98,127.82,-335.34,17.95
206.5,2.31,10.65,127.82,-334.54,18.01
206.55,2.33,10.93,127.86,-334.4,18.04
206.6,2.35,11.52,127.92,-335.47,18.08
206.65,2.36,10.89,127.98,-337.65,18.12
206.7,2.37,10.88,128,-340.28,18.12
206.75,2.37,10.95,128.07,-342.18,18.02
206.8,2.38,11.37,128.17,-342.24,17.79
206.85,2.38,11.86,128.29,-339.8,17.49
206.9,2.37,12.45,128.42,-335.24,17.2
206.95,2.35,13.06,128.52,-329.93,16.97
207,2.34,13.5,128.66,-325.66,16.84
207.05,2.32,12.91,128.84,-323.81,16.81
207.1,2.3,12.88,129.03,-324.93,16.88
207.15,2.28,12.76,129.24,-328.61,17.06
207.2,2.26,13.53,129.45,-333.35,17.28
207.25,2.26,13.66,129.76,-337.35,17.47
207.3,2.25,13.84,130.13,-339.26,17.58
207.35,2.25,13.9,130.49,-338.99,17.58
207.4,2.25,13.95,130.59,-337.32,17.43
207.45,2.26,13.97,130.33,-335.41,17.12
207.5,2.26,13.98,129.76,-334.3,16.73
207.55,2.26,13.99,129.2,-334.49,16.37
207.6,2.27,14,128.79,-335.91,16.11
207.65,2.29,13.8,128.55,-338.1,15.94
207.7,2.3,13.56,128.47,-340.36,15.84
207.75,2.31,13.27,128.45,-342.31,15.77
207.8,2.31,12.97,128.52,-343.86,15.75
207.85,2.32,12.65,128.66,-345.25,15.7
207.9,2.32,12.32,128.84,-346.72,15.62
207.95,2.32,12.19,128.99,-348.22,15.46
208,2.32,12.3,129.06,-349.51,15.25
208.05,2.32,12.7,129.1,-350.25,14.99
208.1,2.32,13.2,129.12,-350.26,14.74
208.15,2.32,13.58,129.13,-349.43,14.56
208.2,2.32,13.36,129.14,-347.84,14.5
208.25,2.31,13.39,129.15,-345.65,14.58
208.3,2.31,13.35,129.1,-343.21,14.75
208.35,2.3,13.75,129.05,-340.89,14.97
208.4,2.29,13.62,128.99,-339.19,15.2
208.45,2.28,13.27,128.97,-338.41,15.48
208.5,2.27,12.78,128.95,-338.78,15.75
208.55,2.27,12.01,128.94,-340.11,16
208.6,2.28,11.56,128.94,-342.12,16.16
208.65,2.28,11.11,128.93,-344.32,16.25
208.7,2.28,11.13,128.93,-346.28,16.29
208.75,2.28,11.05,128.89,-347.63,16.31
208.8,2.27,10.64,128.79,-348.29,16.35
208.85,2.27,10.14,128.62,-348.42,16.41
208.9,2.28,9.56,128.44,-348.31,16.51
208.95,2.29,9.34,128.24,-348.12,16.62
209,2.3,9.58,128.07,-347.59,16.71
209.05,2.31,9.98,127.91,-345.98,16.76
209.1,2.31,10.71,127.89,-342.79,16.75
209.15,2.31,10.74,128.12,-338.07,16.68
209.2,2.32,10.89,128.69,-332.81,16.57
209.25,2.32,10.73,129.34,-328.14,16.45
209.3,2.32,11.32,129.85,-325.17,16.35
209.35,2.32,11.81,130.13,-324.37,16.27
209.4,2.33,12.63,130.28,-325.73,16.22
209.45,2.33,13.09,130.33,-328.8,16.22
209.5,2.33,13.74,130.32,-332.79,16.24
209.55,2.33,13.57,130.29,-337.02,16.3
209.6,2.33,13.46,130.28,-340.68,16.37
209.65,2.33,13.01,130.27,-343.49,16.41
209.7,2.32,13.09,130.27,-345.31,16.39
209.75,2.32,13.22,130.26,-346.43,16.3
209.8,2.32,13.46,130.31,-347.21,16.18
209.85,2.31,13.34,130.36,-348.07,16.05
209.9,2.3,13.36,130.38,-349.14,15.96
209.95,2.28,13.74,130.35,-350.27,15.92
210,2.27,14.62,130.3,-351.1,15.94
210.05,2.27,14.87,130.29,-351.44,16.01
210.1,2.26,14.7,130.27,-351.4,16.15
210.15,2.27,13.91,130.27,-351.2,16.34
210.2,2.26,13.32,130.26,-351,16.54
210.25,2.26,13.05,130.26,-350.72,16.69
210.3,2.25,12.87,130.31,-350.26,16.75
210.35,2.25,12.78,130.36,-349.53,16.64
210.4,2.25,12.33,130.38,-348.5,16.42
210.45,2.25,11.82,130.35,-347.08,16.15
210.5,2.25,10.83,130.3,-345.27,15.95
210.55,2.25,9.73,130.29,-343.2,15.85
210.6,2.25,9.11,130.27,-341.27,15.88
210.65,2.25,8.97,130.27,-339.86,16.03
210.7,2.25,9.02,130.26,-339.04,16.27
210.75,2.25,9,130.26,-338.53,16.56
210.8,2.25,8.4,130.26,-337.71,16.73
210.85,2.26,7.68,130.26,-336.45,16.71
210.9,2.27,6.82,130.26,-335.12,16.49
210.95,2.28,6.9,130.26,-334.82,16.19
211,2.29,7.14,130.26,-336.23,15.95
211.05,2.3,7.61,130.26,-339.29,15.79
211.1,2.31,7.35,130.26,-343.07,15.7
211.15,2.32,6.99,130.3,-346.52,15.65
211.2,2.33,6.67,130.36,-348.97,15.63
211.25,2.33,6.73,130.42,-350.39,15.61
211.3,2.33,7.28,130.44,-351.15,15.64
211.35,2.33,8,130.46,-351.7,15.69
211.4,2.33,9.06,130.47,-352.15,15.82
211.45,2.34,9.81,130.47,-352.46,16.04
211.5,2.34,9.77,130.52,-352.29,16.36
211.55,2.33,9.32,130.67,-351.38,16.71
211.6,2.33,8.62,130.84,-349.53,16.96
211.65,2.32,8.59,130.9,-347.01,16.99
211.7,2.32,8.64,130.73,-344.51,16.83
211.75,2.32,8.85,130.44,-342.86,16.62
211.8,2.32,8.9,130.12,-342.39,16.48
211.85,2.32,8.75,129.91,-342.81,16.47
211.9,2.32,8.33,129.76,-343.52,16.54
211.95,2.31,7.62,129.69,-344.05,16.62
212,2.3,6.99,129.64,-344.44,16.63
212.05,2.29,6.72,129.58,-344.96,16.47
212.1,2.28,6.74,129.51,-345.89,16.18
212.15,2.27,6.89,129.44,-347.15,15.82
212.2,2.27,6.93,129.41,-348.65,15.5
212.25,2.27,7.16,129.39,-350.32,15.26
212.3,2.27,7.42,129.38,-352.25,15.11
212.35,2.27,7.72,129.42,-354.5,15.1
212.4,2.26,7.83,129.52,-356.86,15.15
212.45,2.26,7.91,129.63,-358.87,15.23
212.5,2.25,7.95,129.76,-360.1,15.32
212.55,2.25,7.97,129.86,-360.33,15.44
212.6,2.25,8.38,129.99,-359.82,15.62
212.65,2.25,8.67,130.13,-358.89,15.84
212.7,2.25,9.01,130.22,-357.96,16.05
212.75,2.25,8.94,130.14,-357.06,16.16
212.8,2.25,8.79,129.92,-356.22,16.18
212.85,2.24,8.35,129.68,-355.11,16.15
212.9,2.24,7.83,129.54,-353.37,16.07
212.95,2.24,7.63,129.38,-350.64,15.97
213,2.24,7.89,129.23,-347.2,15.88
213.05,2.24,8.31,129.08,-343.64,15.82
213.1,2.25,8.44,129.02,-340.71,15.78
213.15,2.25,7.75,128.98,-338.35,15.74
213.2,2.25,7.24,128.96,-336.51,15.69
213.25,2.25,6.8,128.95,-335.17,15.63
213.3,2.25,7.01,128.94,-334.95,15.55
213.35,2.25,6.76,128.94,-336.28,15.47
213.4,2.26,6.75,128.93,-339.15,15.4
213.45,2.27,6.7,128.93,-343.01,15.34
213.5,2.27,7.29,128.89,-346.9,15.3
213.55,2.27,7.6,128.83,-350.08,15.31
213.6,2.27,8.18,128.76,-352.03,15.33
213.65,2.27,8.36,128.74,-352.77,15.37
213.7,2.27,8.71,128.72,-352.46,15.37
213.75,2.27,8.41,128.71,-351.69,15.37
213.8,2.27,8.02,128.71,-351.12,15.35
213.85,2.27,7.49,128.7,-351.5,15.33
213.9,2.27,7.5,128.7,-352.99,15.29
213.95,2.28,7.6,128.7,-355.24,15.25
214,2.28,7.82,128.7,-357.3,15.21
214.05,2.28,7.28,128.7,-358.18,15.17
214.1,2.29,6.82,128.7,-357.17,15.13
214.15,2.29,6.22,128.7,-354.54,15.13
214.2,2.29,6.61,128.7,-351.36,15.19
214.25,2.28,7.17,128.7,-349.04,15.33
214.3,2.28,7.96,128.7,-348.34,15.54
214.35,2.28,8.42,128.7,-349.11,15.76
214.4,2.28,8.88,128.75,-350.77,15.98
214.45,2.28,9.26,128.89,-352.55,16.14
214.5,2.27,9.63,129.11,-354.04,16.25
214.55,2.27,9.58,129.4,-354.98,16.28
214.6,2.27,9.44,129.68,-355.33,16.28
214.65,2.26,9.4,129.97,-355.1,16.22
214.7,2.26,9.57,130.22,-354.19,16.14
214.75,2.26,9.2,130.46,-352.63,16.03
214.8,2.26,8.35,130.69,-350.56,15.9
214.85,2.27,7.51,130.96,-348.45,15.78
214.9,2.27,7.17,131.28,-346.63,15.67
214.95,2.28,6.74,131.67,-345.22,15.62
215,2.28,6.38,132.08,-344.11,15.66
215.05,2.28,6.02,132.46,-343.3,15.79
215.1,2.29,6.28,132.84,-342.86,16
215.15,2.29,6.66,133.21,-342.84,16.18
215.2,2.3,7.19,133.63,-343.13,16.31
215.25,2.3,7.37,134.05,-343.55,16.33
215.3,2.31,7.51,134.49,-344.04,16.24
215.35,2.32,7.78,134.93,-344.64,16.09
215.4,2.32,8.26,135.32,-345.41,15.95
215.45,2.32,9.01,135.71,-346.34,15.86
215.5,2.33,10.05,136.09,-347.37,15.83
215.55,2.33,11.21,136.51,-348.34,15.82
215.6,2.35,12.25,136.94,-348.98,15.83
215.65,2.35,13.89,137.37,-348.99,15.82
215.7,2.36,15.63,137.86,-348.39,15.82
215.75,2.36,18.1,138.4,-347.55,15.84
215.8,2.37,20.55,138.96,-346.95,15.85
215.85,2.37,24.53,139.58,-346.74,15.84
215.9,2.37,28.02,140.25,-346.76,15.78
215.95,2.38,31.71,141,-346.66,15.7
216,2.39,33.75,141.73,-346.26,15.6
216.05,2.39,35.69,142.52,-345.46,15.45
216.1,2.39,36.49,143.35,-344.29,15.13
216.15,2.39,37.24,144.47,-342.92,14.64
216.2,2.39,37.15,146.2,-341.61,13.98
216.25,2.39,36.88,148.5,-340.66,13.31
216.3,2.38,35.6,150.95,-340.18,12.69
216.35,2.37,34.3,153.05,-340.14,12.19
216.4,2.36,31.78,154.76,-340.36,11.77
216.45,2.36,29.82,156.15,-340.79,11.43
216.5,2.36,28.32,157.25,-341.39,11.22
216.55,2.36,28.63,158.2,-342.18,11.09
216.6,2.35,28.99,159.05,-343.09,11.08
216.65,2.35,29.32,159.9,-344.03,11.22
216.7,2.35,28.86,160.68,-344.95,11.5
216.75,2.34,28.84,161.45,-345.88,11.88
216.8,2.34,29.34,162.16,-346.95,12.26
216.85,2.34,30.24,162.86,-348.41,12.53
216.9,2.34,30.72,163.45,-350.54,12.68
216.95,2.34,30.99,163.97,-353.48,12.71
217,2.35,31.14,164.47,-357.02,12.71
217.05,2.35,30.83,164.93,-360.75,12.69
217.1,2.35,29.99,165.35,-364.11,12.69
217.15,2.36,29.76,165.66,-366.5,12.66
217.2,2.36,30.35,165.89,-367.38,12.61
217.25,2.36,31.82,166.04,-366.44,12.52
217.3,2.36,33.24,166.12,-363.9,12.4
217.35,2.36,34.61,166.16,-360.33,12.27
217.4,2.35,35.37,166.19,-356.79,12.14
217.45,2.35,35.8,166.16,-354.29,12.04
217.5,2.35,35.83,166.11,-353.59,11.98
217.55,2.35,36.73,166.05,-354.77,11.93
217.6,2.34,37.51,166.03,-357.34,11.87
217.65,2.34,39.05,166.02,-360.5,11.79
217.7,2.32,39.31,166.05,-363.42,11.68
217.75,2.32,39.47,166.1,-365.65,11.57
217.8,2.31,38.76,166.16,-367.01,11.5
217.85,2.3,37.85,166.19,-367.68,11.52
217.9,2.3,36.72,166.2,-367.9,11.63
217.95,2.3,36.11,166.21,-367.98,11.82
218,2.29,36.37,166.17,-368.1,12.01
218.05,2.28,36.7,166.08,-368.23,12.16
218.1,2.28,37.01,165.87,-368.28,12.25
218.15,2.28,35.94,165.37,-368.33,12.31
218.2,2.28,34.19,164.47,-368.61,12.39
218.25,2.29,32.03,163.3,-369.34,12.51
218.3,2.29,30.44,162.18,-370.43,12.63
218.35,2.29,29.49,161.28,-371.56,12.75
218.4,2.29,28.19,160.61,-372.29,12.83
218.45,2.29,27.34,160.07,-372.37,12.85
218.5,2.29,26.51,159.47,-371.64,12.8
218.55,2.3,25.97,158.45,-370.17,12.68
218.6,2.3,25.3,157.01,-368.3,12.56
218.65,2.3,24.85,155.37,-366.73,12.45
218.7,2.3,24.83,154.09,-366.07,12.37
218.75,2.29,24.74,153.28,-366.45,12.32
218.8,2.29,24.31,153.04,-367.49,12.31
218.85,2.28,23.81,153.18,-368.32,12.36
218.9,2.27,23.23,153.43,-368.3,12.45
218.95,2.27,22.41,153.33,-366.97,12.58
219,2.27,21.53,152.83,-364.55,12.71
219.05,2.26,19.79,151.86,-361.49,12.87
219.1,2.26,18.06,150.55,-358.64,13.06
219.15,2.26,16.37,149.2,-356.67,13.27
219.2,2.25,15.69,148.18,-355.99,13.52
219.25,2.25,14.81,147.27,-356.59,13.8
219.3,2.24,13.9,145.73,-358.08,14.12
219.35,2.24,12.94,143.77,-359.89,14.43
219.4,2.24,12.57,141.96,-361.15,14.69
219.45,2.24,12.9,140.76,-361.24,14.91
219.5,2.24,13.69,139.89,-359.78,15.09
219.55,2.22,14.72,139.17,-356.9,15.25
219.6,2.21,15.48,138.5,-353.15,15.38
219.65,2.21,16.24,137.86,-349.56,15.5
219.7,2.21,16.55,137.29,-347.41,15.61
219.75,2.21,16.56,136.83,-347.39,15.67
219.8,2.2,16.42,136.4,-349.39,15.69
219.85,2.2,16.8,136,-352.29,15.65
219.9,2.21,17.24,135.57,-354.92,15.55
219.95,2.21,17.61,135.18,-356.3,15.44
220,2.22,16.97,134.79,-356.52,15.31
220.05,2.22,15.92,134.41,-355.96,15.19
220.1,2.23,14.58,134.04,-355.11,15.04
220.15,2.24,13.9,133.67,-353.85,14.89
220.2,2.25,13.7,133.34,-351.87,14.74
220.25,2.25,14.12,133.02,-349.16,14.61
220.3,2.25,14.76,132.76,-346.2,14.47
220.35,2.25,15.18,132.47,-343.87,14.35
220.4,2.25,14.99,132.13,-342.8,14.27
220.45,2.25,14.63,131.79,-343.27,14.21
220.5,2.25,14.12,131.52,-344.93,14.18
220.55,2.25,14.15,131.35,-347.18,14.15
220.6,2.25,14.66,131.26,-349.44,14.11
220.65,2.25,15.56,131.21,-351.45,14.07
220.7,2.26,16.04,131.14,-353.24,14.06
220.75,2.26,15.92,131.02,-354.87,14.06
220.8,2.26,15.59,130.81,-356.41,14.08
220.85,2.27,14.9,130.57,-357.86,14.13
220.9,2.27,14.3,130.3,-359.17,14.2
220.95,2.27,13.24,130.06,-360.25,14.29
221,2.27,12.51,129.87,-360.9,14.39
221.05,2.27,11.95,129.7,-361.06,14.48
221.1,2.27,11.89,129.58,-360.79,14.56
221.15,2.27,12.17,129.48,-360.46,14.59
221.2,2.27,12.41,129.43,-360.27,14.59
221.25,2.27,12.72,129.4,-360.18,14.54
221.3,2.26,12.43,129.39,-359.88,14.48
221.35,2.26,12.03,129.38,-359.13,14.41
221.4,2.26,11.49,129.42,-358,14.37
221.45,2.25,11.7,129.47,-356.77,14.33
221.5,2.25,12.44,129.58,-355.79,14.34
221.55,2.25,13.43,129.65,-355.09,14.37
221.6,2.25,14.17,129.73,-354.57,14.44
221.65,2.25,14.52,129.76,-354.06,14.51
221.7,2.25,14.34,129.83,-353.47,14.6
221.75,2.25,14.17,129.9,-352.67,14.67
221.8,2.25,13.9,130.01,-351.38,14.69
221.85,2.25,13.82,130.09,-349.24,14.63
221.9,2.24,13.54,130.27,-346.21,14.53
221.95,2.25,13.27,130.4,-342.73,14.43
222,2.25,12.76,130.6,-339.84,14.35
222.05,2.25,12.21,130.75,-338.37,14.29
222.1,2.26,11.19,130.96,-338.91,14.24
222.15,2.26,10.48,131.12,-341.28,14.18
222.2,2.26,9.74,131.28,-344.95,14.15
222.25,2.26,9.44,131.43,-348.88,14.14
222.3,2.26,9.24,131.59,-352.02,14.19
222.35,2.26,9.34,131.73,-353.85,14.26
222.4,2.26,9.51,131.93,-354.75,14.33
222.45,2.27,9.97,132.17,-355.56,14.4
222.5,2.27,10.1,132.48,-356.78,14.47
222.55,2.27,10.21,132.77,-358.03,14.56
222.6,2.27,9.86,133.03,-358.66,14.66
222.65,2.26,9.62,133.18,-358.19,14.73
222.7,2.26,9.3,133.26,-357.25,14.81
222.75,2.27,8.98,133.36,-356.56,14.88
222.8,2.28,8.86,133.43,-356.81,14.93
222.85,2.29,8.57,133.56,-357.71,14.94
222.9,2.29,8.49,133.73,-358.58,14.95
222.95,2.3,8.01,133.97,-358.49,14.92
223,2.3,7.7,134.27,-356.92,14.87
223.05,2.31,7.34,134.51,-354.05,14.78
223.1,2.31,7.21,134.75,-350.64,14.67
223.15,2.32,6.91,134.94,-347.63,14.51
223.2,2.33,7.02,135.16,-345.59,14.33
223.25,2.33,7.19,135.37,-344.98,14.14
223.3,2.34,7.64,135.59,-346,13.98
223.35,2.34,8.17,135.81,-348.48,13.89
223.4,2.35,8.76,136.03,-351.62,13.89
223.45,2.36,9.99,136.21,-354.32,13.97
223.5,2.37,10.95,136.38,-355.97,14.11
223.55,2.37,12.39,136.53,-356.68,14.28
223.6,2.37,14.07,136.73,-357.28,14.5
223.65,2.38,15.89,136.98,-358.44,14.75
223.7,2.39,18.79,137.25,-360.51,15.04
223.75,2.39,21.34,137.53,-363.31,15.4
223.8,2.39,25.03,137.86,-366.55,15.83
223.85,2.39,27.47,138.47,-369.86,16.24
223.9,2.38,29.9,139.64,-372.85,16.53
223.95,2.37,31.87,141.01,-375.17,16.66
224,2.35,34.56,141.92,-376.62,16.64
224.05,2.34,37.09,141.89,-377.2,16.51
224.1,2.34,38.53,141.36,-376.84,16.34
224.15,2.33,38.92,140.84,-375.59,16.17
224.2,2.33,38.49,140.59,-373.61,16.02
224.25,2.32,38.08,140.48,-371.27,15.85
224.3,2.31,37.71,140.5,-368.94,15.67
224.35,2.3,37.36,140.61,-366.96,15.47
224.4,2.29,36.22,140.81,-365.45,15.26
224.45,2.29,34.72,141.1,-364.42,15.05
224.5,2.28,32.99,141.51,-363.68,14.86
224.55,2.27,30.94,142,-363.02,14.7
224.6,2.27,28.79,142.63,-362.33,14.55
224.65,2.27,26.55,143.43,-361.87,14.41
224.7,2.28,24.87,144.38,-362.13,14.31
224.75,2.28,23.28,145.44,-363.61,14.3
224.8,2.28,21.43,146.24,-366.23,14.4
224.85,2.28,19.34,146.66,-369.4,14.61
224.9,2.28,16.55,146.19,-372.21,14.88
224.95,2.28,14.38,144.67,-374.01,15.16
225,2.28,12.79,142.5,-374.58,15.38
225.05,2.29,11.43,140.38,-374.02,15.52
225.1,2.3,10.24,138.95,-372.51,15.56
225.15,2.3,9.14,138.02,-370.11,15.54
225.2,2.3,9.08,137.41,-366.99,15.47
225.25,2.31,9.44,136.97,-363.43,15.39
225.3,2.31,10.1,136.67,-359.8,15.33
225.35,2.31,10.51,136.43,-356.45,15.33
225.4,2.31,10.92,136.28,-353.57,15.4
225.45,2.31,11.09,136.16,-351.49,15.54
225.5,2.31,11.2,136.11,-350.51,15.74
225.55,2.31,11.06,136.03,-350.74,15.94
225.6,2.31,11.45,135.91,-351.83,16.12
225.65,2.3,11.7,135.79,-353.3,16.26
225.7,2.3,12.03,135.65,-354.78,16.33
225.75,2.29,11.75,135.51,-356.42,16.39
225.8,2.3,11.16,135.31,-358.44,16.42
225.85,2.3,10.38,135.07,-360.87,16.46
225.9,2.3,9.71,134.81,-363.13,16.52
225.95,2.3,9.22,134.53,-364.4,16.62
226,2.3,8.79,134.29,-364.21,16.78
226.05,2.29,8.4,134.05,-362.63,16.96
226.1,2.29,8.24,133.82,-360.3,17.14
226.15,2.28,7.93,133.59,-357.85,17.28
226.2,2.27,7.43,133.37,-355.74,17.39
226.25,2.27,6.87,133.19,-354.09,17.46
226.3,2.26,6.46,133.02,-352.84,17.51
226.35,2.26,6.07,132.91,-351.91,17.52
226.4,2.25,5.71,132.81,-351.17,17.51
226.45,2.25,5.35,132.76,-350.63,17.46
226.5,2.24,5.41,132.73,-350.26,17.39
226.55,2.24,5.95,132.72,-350.25,17.32
226.6,2.25,6.87,132.67,-350.68,17.26
226.65,2.25,7.77,132.57,-351.61,17.27
226.7,2.26,8.33,132.4,-352.96,17.33
226.75,2.27,8.82,132.21,-354.78,17.43
226.8,2.28,9.03,132.05,-356.86,17.54
226.85,2.28,9.17,131.94,-358.9,17.6
226.9,2.28,9.64,131.88,-360.25,17.6
226.95,2.28,10.36,131.85,-360.65,17.52
227,2.28,10.8,131.83,-360.2,17.43
227.05,2.29,10.63,131.78,-359.54,17.32
227.1,2.3,10.09,131.72,-359.27,17.22
227.15,2.31,9.94,131.61,-359.55,17.13
227.2,2.31,9.81,131.44,-360.07,17.07
227.25,2.31,9.95,131.21,-360.48,17.01
227.3,2.3,10.15,130.95,-360.85,16.94
227.35,2.3,10.42,130.76,-361.66,16.86
227.4,2.28,10.11,130.59,-363.29,16.79
227.45,2.27,9.51,130.38,-365.58,16.78
227.5,2.26,8.72,130.13,-367.72,16.79
227.55,2.26,8.45,129.86,-368.81,16.82
227.6,2.26,8.23,129.62,-368.27,16.84
227.65,2.25,8.34,129.39,-366.24,16.87
227.7,2.25,8.51,129.16,-363.56,16.9
227.75,2.24,8.97,128.97,-361.49,16.92
227.8,2.25,9.3,128.85,-361.09,16.93
227.85,2.25,9.85,128.74,-362.71,16.92
227.9,2.27,10.23,128.61,-365.69,16.89
227.95,2.27,10.82,128.47,-368.8,16.84
228,2.28,11.21,128.33,-370.85,16.77
228.05,2.29,12.01,128.23,-371.38,16.63
228.1,2.29,12.84,128.09,-370.65,16.44
228.15,2.3,13.97,128,-369.5,16.24
228.2,2.31,14.76,127.86,-368.76,16.09
228.25,2.32,14.95,127.77,-368.9,16.01
228.3,2.32,14.94,127.68,-369.66,15.98
228.35,2.32,14.78,127.65,-370.48,15.98
228.4,2.31,14.94,127.62,-370.65,15.99
228.45,2.3,15.14,127.61,-369.87,15.99
228.5,2.29,15.62,127.56,-368.18,16
228.55,2.3,16.15,127.5,-366.11,16
228.6,2.3,16.15,127.43,-364.25,15.99
228.65,2.29,16.06,127.41,-362.94,15.95
228.7,2.28,15.64,127.35,-361.77,15.9
228.75,2.28,15.54,127.29,-359.95,15.86
228.8,2.28,15.04,127.26,-356.86,15.83
228.85,2.28,14.52,127.24,-352.83,15.81
228.9,2.28,13.51,127.24,-348.94,15.78
228.95,2.28,12.61,127.19,-346.41,15.74
229,2.29,12.22,127.22,-345.91,15.72
229.05,2.29,12.17,127.22,-347.43,15.7
229.1,2.29,12.28,127.22,-350.37,15.67
229.15,2.29,12.09,127.18,-353.87,15.66
229.2,2.29,11.87,127.17,-357.08,15.64
229.25,2.29,11.19,127.16,-359.63,15.62
229.3,2.3,10.61,127.11,-361.44,15.59
229.35,2.3,10.16,127.06,-362.76,15.52
229.4,2.3,9.96,126.95,-363.74,15.46
229.45,2.29,9.62,126.87,-364.33,15.37
229.5,2.28,8.92,126.79,-364.23,15.29
229.55,2.28,8.31,126.71,-363.12,15.21
229.6,2.28,7.85,126.63,-361.02,15.15
229.65,2.27,8.03,126.51,-358.56,15.11
229.7,2.27,8.38,126.43,-356.74,15.12
229.75,2.27,9.28,126.35,-356.54,15.17
229.8,2.27,10.33,126.27,-358.07,15.27
229.85,2.27,11.52,126.19,-360.58,15.4
229.9,2.28,12.17,126.12,-362.74,15.54
229.95,2.28,12.54,126.04,-363.6,15.7
230,2.29,13.14,125.97,-362.97,15.86
