Depth,Dense,Ng,Cal,SP,Res
230.05,2.29,14.14,125.85,-361.54,16.02
230.1,2.28,15.26,125.77,-360.37,16.16
230.15,2.29,16.08,125.64,-360.27,16.32
230.2,2.29,16.27,125.55,-361.13,16.5
230.25,2.29,16.27,125.46,-362.28,16.71
230.3,2.29,15.51,125.42,-363.09,16.97
230.35,2.28,14.76,125.4,-363.58,17.25
230.4,2.28,13.85,125.39,-364.19,17.54
230.45,2.27,13.52,125.38,-365.12,17.84
230.5,2.27,13.28,125.38,-366.23,18.12
230.55,2.26,12.96,125.37,-367.02,18.39
230.6,2.26,12.65,125.37,-367.33,18.64
230.65,2.26,12.32,125.37,-367.32,18.89
230.7,2.26,12.19,125.37,-367.4,19.1
230.75,2.26,12.1,125.37,-367.7,19.23
230.8,2.26,12.06,125.37,-367.86,19.26
230.85,2.26,12.63,125.37,-367.29,19.18
230.9,2.26,13.34,125.37,-365.54,19.02
230.95,2.26,14.19,125.37,-362.52,18.8
231,2.26,14.51,125.37,-358.71,18.59
231.05,2.26,14.94,125.37,-355.02,18.39
231.1,2.27,15.09,125.37,-352.43,18.19
231.15,2.28,15.21,125.42,-351.46,17.98
231.2,2.28,15.06,125.43,-351.78,17.75
231.25,2.28,15.25,125.44,-352.68,17.46
231.3,2.28,15.86,125.44,-353.38,17.12
231.35,2.27,16.22,125.49,-353.71,16.76
231.4,2.27,16.42,125.55,-353.85,16.45
231.45,2.28,16.73,125.57,-354.17,16.24
231.5,2.28,17.43,125.58,-354.84,16.13
231.55,2.28,18.23,125.59,-355.86,16.1
231.6,2.29,18.33,125.55,-357.24,16.1
231.65,2.28,18.51,125.5,-359.07,16.08
231.7,2.28,18.57,125.43,-361.47,16.04
231.75,2.27,18.82,125.36,-364.24,15.98
231.8,2.28,19.08,125.21,-366.81,15.95
231.85,2.28,19.18,124.94,-368.38,15.94
231.9,2.29,19.25,124.67,-368.57,15.93
231.95,2.29,19.29,124.43,-367.75,15.93
232,2.29,19.11,124.29,-366.83,15.91
232.05,2.29,19.28,124.13,-366.77,15.9
232.1,2.28,19.28,124.02,-367.98,15.88
232.15,2.28,20.11,123.92,-370.1,15.85
232.2,2.29,20.88,123.84,-372.09,15.81
232.25,2.29,21.8,123.76,-372.99,15.77
232.3,2.3,21.74,123.63,-372.19,15.74
232.35,2.31,20.51,123.55,-370.23,15.75
232.4,2.31,19.05,123.47,-367.87,15.82
232.45,2.31,17.91,123.43,-366.24,15.91
232.5,2.32,17.39,123.41,-365.58,16.03
232.55,2.32,16.66,123.4,-365.71,16.11
232.6,2.32,16.21,123.39,-366.01,16.12
232.65,2.32,15.97,123.39,-366.16,16.07
232.7,2.32,15.64,123.38,-366.19,15.98
232.75,2.31,15.12,123.38,-366.3,15.88
232.8,2.29,14.75,123.38,-366.66,15.77
232.85,2.28,14.78,123.33,-367.21,15.65
232.9,2.28,15.31,123.28,-367.83,15.55
232.95,2.27,15.62,123.17,-368.12,15.44
233,2.26,15.98,123.05,-367.68,15.37
233.05,2.26,15.92,122.91,-366.1,15.35
233.1,2.25,16.38,122.82,-363.43,15.38
233.15,2.25,16.66,122.77,-359.98,15.45
233.2,2.24,17.21,122.74,-356.16,15.54
233.25,2.25,17.37,122.73,-352.43,15.67
233.3,2.25,17.72,122.72,-349.19,15.82
233.35,2.26,18.42,122.72,-346.9,16
233.4,2.26,19.43,122.71,-345.87,16.16
233.45,2.26,20.57,122.67,-346.35,16.3
233.5,2.26,21.8,122.61,-348.26,16.41
233.55,2.26,22.47,122.55,-351.29,16.53
233.6,2.27,22.65,122.53,-354.85,16.68
233.65,2.27,22.03,122.51,-358.4,16.85
233.7,2.28,21.74,122.5,-361.61,17.02
233.75,2.29,22.35,122.5,-364.34,17.19
233.8,2.3,23.42,122.49,-366.45,17.34
233.85,2.3,24.55,122.49,-367.71,17.51
233.9,2.3,25.39,122.49,-368.19,17.7
233.95,2.31,26.39,122.49,-368.2,17.94
234,2.32,26.76,122.49,-368.39,18.25
234.05,2.33,26.83,122.49,-369.12,18.69
234.1,2.34,27.12,122.49,-370.51,19.23
234.15,2.34,28.59,122.49,-372,19.87
234.2,2.34,30.34,122.49,-372.91,20.54
234.25,2.34,31.59,122.49,-372.34,21.22
234.3,2.33,32.19,122.53,-370.18,21.8
234.35,2.34,32.55,122.59,-366.89,22.29
234.4,2.34,32.75,122.69,-363.81,22.63
234.45,2.34,32.26,122.77,-361.98,22.77
234.5,2.34,31.2,122.85,-361.92,22.63
234.55,2.33,30.49,122.93,-363.19,22.23
234.6,2.32,30.34,123,-364.91,21.66
234.65,2.32,30.77,123.08,-366.06,21.04
234.7,2.32,30.82,123.15,-366.03,20.47
234.75,2.32,30.92,123.23,-364.75,20
234.8,2.32,30.95,123.3,-362.79,19.7
234.85,2.31,30.57,123.33,-361.06,19.61
234.9,2.31,30.1,123.36,-360.51,19.66
234.95,2.3,29.54,123.37,-361.65,19.82
235,2.3,29.53,123.42,-364.24,20.14
235.05,2.3,29.61,123.52,-367.52,20.59
235.1,2.3,29.23,123.81,-370.5,21.11
235.15,2.3,28.57,124.34,-372.48,21.32
235.2,2.3,26.96,124.99,-373.14,20.99
235.25,2.3,25.51,125.49,-372.7,19.95
235.3,2.29,23.49,125.76,-371.69,18.53
235.35,2.29,22.2,125.92,-370.75,17.14
235.4,2.28,20.94,126.09,-370.31,16.07
235.45,2.28,19.63,126.25,-370.32,15.34
235.5,2.28,17.91,126.36,-370.41,14.88
235.55,2.28,16.31,126.5,-370.13,14.59
235.6,2.27,14.84,126.73,-369.42,14.46
235.65,2.27,14.03,127.02,-368.57,14.44
235.7,2.27,13.58,127.31,-368.01,14.5
235.75,2.27,13.72,127.51,-367.84,14.6
235.8,2.27,13.66,127.66,-367.76,14.72
235.85,2.26,13.28,127.73,-367.36,14.9
235.9,2.25,12.59,127.77,-366.48,15.1
235.95,2.25,11.97,127.84,-365.45,15.34
236,2.26,11.51,127.9,-364.74,15.58
236.05,2.26,11.3,127.97,-364.68,15.84
236.1,2.26,11.16,128,-365.16,16.09
236.15,2.26,11.69,128.02,-365.55,16.32
236.2,2.26,11.97,128.03,-365.12,16.49
236.25,2.25,12.73,128.03,-363.47,16.58
236.3,2.25,12.94,128.04,-361.01,16.61
236.35,2.25,13.74,128.04,-358.67,16.59
236.4,2.25,14.14,128.08,-357.65,16.52
236.45,2.26,14.37,128.09,-358.66,16.44
236.5,2.26,14.3,128.1,-361.61,16.36
236.55,2.26,14.34,128.06,-365.78,16.29
236.6,2.26,14.53,128.06,-370.03,16.26
236.65,2.26,14.77,128.05,-373.53,16.26
236.7,2.26,14.86,128.05,-375.55,16.28
236.75,2.26,15.33,128.04,-376.06,16.31
236.8,2.27,16.24,128.04,-375.23,16.33
236.85,2.27,17.11,128.04,-373.69,16.33
236.9,2.28,17.67,128.04,-371.83,16.34
236.95,2.28,17.76,128.04,-370.2,16.34
237,2.29,18.49,128.04,-369.01,16.33
237.05,2.29,19.45,128.04,-368.29,16.33
237.1,2.28,20.59,128.04,-367.46,16.33
237.15,2.28,21.41,128.04,-365.84,16.35
237.2,2.28,21.4,128.04,-363.02,16.38
237.25,2.28,21.16,128.04,-359.53,16.44
237.3,2.27,20.31,128.04,-356.42,16.47
237.35,2.27,19.09,128.04,-354.8,16.46
237.4,2.27,17.48,128.04,-355.1,16.43
237.45,2.27,15.92,128.04,-357.08,16.37
237.5,2.27,14.88,128.04,-359.98,16.32
237.55,2.27,14.16,128,-363.09,16.25
237.6,2.28,13.61,127.94,-365.95,16.18
237.65,2.28,13.35,127.88,-368.54,16.09
237.7,2.28,12.79,127.86,-370.61,16
237.75,2.28,12.43,127.84,-371.75,15.91
237.8,2.28,12.04,127.79,-371.35,15.82
237.85,2.28,12.1,127.73,-369.45,15.73
237.9,2.29,12.23,127.66,-366.79,15.64
237.95,2.3,12.66,127.63,-364.56,15.59
238,2.31,13.18,127.61,-363.75,15.56
238.05,2.31,13.77,127.6,-364.63,15.56
238.1,2.32,13.79,127.6,-366.75,15.56
238.15,2.32,13.31,127.59,-369.4,15.6
238.2,2.32,12.42,127.59,-372.13,15.68
238.25,2.32,11.95,127.59,-374.9,15.81
238.3,2.33,11.87,127.59,-377.78,15.99
238.35,2.33,12.16,127.59,-380.72,16.25
238.4,2.34,12.41,127.59,-383.4,16.54
238.45,2.33,12.51,127.59,-385.16,16.87
238.5,2.33,12.38,127.59,-385.24,17.18
238.55,2.32,12.38,127.59,-382.99,17.46
238.6,2.31,12.55,127.59,-378.71,17.65
238.65,2.3,13.19,127.59,-373.44,17.78
238.7,2.3,13.55,127.59,-368.84,17.87
238.75,2.29,14.15,127.59,-366.08,17.96
238.8,2.29,14.34,127.59,-365.66,18.08
238.85,2.28,14.7,127.59,-366.82,18.25
238.9,2.28,14.61,127.59,-368.34,18.44
238.95,2.28,14.46,127.59,-368.96,18.63
239,2.28,14.41,127.59,-368.53,18.78
239.05,2.28,14.38,127.59,-367.41,18.89
239.1,2.28,14.16,127.59,-366.53,18.97
239.15,2.27,13.71,127.55,-366.22,19.01
239.2,2.27,13.17,127.49,-366.55,19.03
239.25,2.27,12.98,127.43,-367.04,19.01
239.3,2.28,12.63,127.41,-367.3,18.98
239.35,2.28,12.52,127.43,-367,18.91
239.4,2.28,12.23,127.48,-366.16,18.78
239.45,2.28,12.15,127.54,-365.09,18.59
239.5,2.27,12.08,127.6,-364.35,18.4
239.55,2.27,11.65,127.72,-364.23,18.28
239.6,2.27,11.14,127.84,-364.67,18.22
239.65,2.28,10.56,127.98,-364.91,18.16
239.7,2.28,10.34,128.03,-363.88,18.01
239.75,2.28,10.38,128.07,-360.68,17.77
239.8,2.29,10.74,128.05,-355.32,17.45
239.85,2.29,12.03,128.05,-348.95,17.14
239.9,2.3,13.35,128.09,-343.21,16.92
239.95,2.31,14.88,128.14,-339.59,16.8
240,2.31,15.45,128.2,-338.8,16.79
240.05,2.32,16.06,128.22,-341.07,16.85
240.1,2.33,16.3,128.24,-345.88,16.99
240.15,2.33,16.67,128.25,-352.38,17.17
240.2,2.33,16.6,128.25,-359.41,17.35
240.25,2.33,16.05,128.26,-365.97,17.48
240.3,2.33,15.33,128.26,-371.34,17.57
240.35,2.33,14.68,128.26,-375.09,17.61
240.4,2.34,13.8,128.26,-377.24,17.63
240.45,2.33,12.9,128.26,-378.15,17.62
240.5,2.32,11.74,128.26,-378.44,17.57
240.55,2.31,11.33,128.26,-378.59,17.49
240.6,2.31,11.01,128.26,-378.67,17.38
240.65,2.3,11.27,128.26,-378.22,17.26
240.7,2.29,11.66,128.26,-376.97,17.08
240.75,2.29,12.79,128.26,-374.99,16.89
240.8,2.28,13.89,128.26,-373.07,16.69
240.85,2.27,14.94,128.26,-371.91,16.52
240.9,2.26,15.37,128.26,-371.91,16.4
240.95,2.25,15.66,128.26,-372.81,16.32
241,2.24,15.61,128.3,-374.23,16.24
241.05,2.24,15.45,128.36,-375.7,16.15
241.1,2.24,15.21,128.42,-376.98,16
241.15,2.24,14.93,128.27,-377.88,15.85
241.2,2.24,14.23,127.89,-378.42,15.69
241.25,2.25,13.23,127.43,-378.55,15.56
241.3,2.26,12.29,127.09,-378.37,15.41
241.35,2.27,11.91,126.98,-378,15.28
241.4,2.27,12.04,126.93,-377.8,15.17
241.45,2.28,12.39,126.94,-378.15,15.12
241.5,2.29,12.49,126.93,-379.25,15.14
241.55,2.3,12.18,126.89,-380.79,15.24
241.6,2.31,11.53,126.83,-382.1,15.37
241.65,2.31,10.94,126.77,-382.46,15.51
241.7,2.32,10.5,126.79,-381.78,15.63
241.75,2.31,10.89,126.83,-380.54,15.73
241.8,2.31,11.48,126.88,-379.67,15.8
241.85,2.31,12.27,126.9,-379.75,15.88
241.9,2.31,12.15,126.87,-381.09,15.98
241.95,2.31,12.09,126.82,-383.44,16.15
242,2.31,11.85,126.77,-386.44,16.41
242.05,2.31,11.99,126.7,-389.39,16.76
242.1,2.31,12.17,126.63,-391.66,17.21
242.15,2.3,12.23,126.55,-392.6,17.73
242.2,2.31,12.28,126.52,-392.11,18.33
242.25,2.31,12.5,126.5,-390.12,18.9
242.3,2.31,12.56,126.49,-386.8,19.42
242.35,2.31,12.61,126.53,-382.18,19.72
242.4,2.31,12.23,126.59,-376.68,19.77
242.45,2.29,11.77,126.65,-371.1,19.48
242.5,2.28,10.8,126.67,-366.52,18.97
242.55,2.27,9.71,126.69,-363.93,18.35
242.6,2.26,8.9,126.7,-363.38,17.81
242.65,2.24,8.32,126.75,-364.16,17.44
242.7,2.24,8.25,126.8,-364.89,17.25
242.75,2.24,8.31,126.87,-364.91,17.19
242.8,2.24,8.71,126.89,-364.35,17.22
242.85,2.24,9.01,126.91,-364.08,17.3
242.9,2.24,9.54,126.92,-364.86,17.39
242.95,2.24,10.11,126.92,-366.68,17.46
243,2.25,10.53,126.93,-369.05,17.44
243.05,2.25,10.73,126.97,-371.03,17.32
243.1,2.26,10.85,127.03,-372.34,17.08
243.15,2.27,11.12,127.09,-373.19,16.76
243.2,2.27,11.99,127.16,-374.19,16.44
243.25,2.27,13.02,127.18,-375.64,16.15
243.3,2.26,14,127.2,-377.11,15.93
243.35,2.26,14.01,127.17,-377.92,15.76
243.4,2.25,13.6,127.16,-377.41,15.66
243.45,2.25,12.72,127.16,-375.58,15.6
243.5,2.26,12.07,127.15,-372.93,15.57
243.55,2.26,11.76,127.15,-370.35,15.55
243.6,2.26,11.56,127.2,-368.63,15.52
243.65,2.26,11.26,127.2,-368.2,15.47
243.7,2.26,10.77,127.21,-368.97,15.4
243.75,2.26,10.21,127.22,-370.41,15.35
243.8,2.26,9.99,127.22,-371.79,15.32
243.85,2.26,10.24,127.22,-372.69,15.31
243.9,2.26,10.85,127.22,-373.15,15.34
243.95,2.26,11.62,127.27,-373.62,15.35
244,2.25,12.49,127.32,-374.65,15.35
244.05,2.25,13.42,127.3,-376.54,15.31
244.1,2.25,14.18,127.26,-379.07,15.24
244.15,2.25,14.52,127.2,-381.62,15.13
244.2,2.24,14.94,127.18,-383.51,14.97
244.25,2.24,15.29,127.17,-384.43,14.8
244.3,2.24,15.45,127.16,-384.34,14.62
244.35,2.25,14.95,127.16,-383.39,14.46
244.4,2.25,13.68,127.15,-381.68,14.34
244.45,2.26,12.33,127.15,-379.55,14.26
244.5,2.26,11.2,127.15,-377.57,14.24
244.55,2.27,10.31,127.15,-376.43,14.25
244.6,2.28,9.3,127.11,-376.6,14.3
244.65,2.29,8.32,127.05,-378.13,14.44
244.7,2.3,8.12,126.95,-380.63,14.66
244.75,2.31,8.09,126.82,-383.51,14.97
244.8,2.32,8.24,126.64,-386,15.34
244.85,2.33,8.27,126.41,-387.6,15.81
244.9,2.33,8.5,126.15,-387.96,16.29
244.95,2.33,8.75,125.87,-387.19,16.66
245,2.32,8.85,125.58,-385.39,16.79
245.05,2.32,8.92,125.25,-382.79,16.72
245.1,2.29,8.95,124.86,-379.65,16.49
245.15,2.27,8.98,124.49,-376.59,16.2
245.2,2.24,9.59,124.21,-374.26,15.89
245.25,2.23,10.11,124.03,-372.93,15.63
245.3,2.22,10.54,123.9,-372.41,15.47
245.35,2.21,10.33,123.75,-372.29,15.46
245.4,2.21,10.17,123.6,-372.19,15.63
245.45,2.2,10.5,123.5,-371.86,15.95
245.5,2.19,10.94,123.45,-370.95,16.35
245.55,2.19,11.69,123.42,-369.36,16.76
245.6,2.18,12.33,123.4,-367.31,17.09
245.65,2.2,13,123.39,-365.58,17.23
245.7,2.22,13.47,123.39,-365.03,17.12
245.75,2.23,13.49,123.38,-366.26,16.87
245.8,2.24,13.79,123.38,-369.3,16.64
245.85,2.24,14.46,123.38,-373.62,16.51
245.9,2.24,15.45,123.43,-378.26,16.49
245.95,2.24,15.78,123.48,-382.18,16.51
246,2.23,15.25,123.54,-384.52,16.55
246.05,2.23,14.61,123.61,-384.86,16.55
246.1,2.22,14.17,123.72,-383.26,16.52
246.15,2.22,13.76,123.89,-380.46,16.38
246.2,2.22,13.39,124.12,-377.43,16.19
246.25,2.22,12.83,124.38,-375.07,15.96
246.3,2.23,12.64,124.66,-373.48,15.76
246.35,2.23,12.09,124.9,-372.32,15.59
246.4,2.24,11.55,125.14,-371,15.46
246.45,2.24,10.93,125.37,-369.43,15.36
246.5,2.25,11.1,125.55,-367.91,15.29
246.55,2.27,11.41,125.72,-366.78,15.27
246.6,2.29,12.5,125.88,-366.25,15.29
246.65,2.3,13.18,126.08,-366.26,15.35
246.7,2.32,14.74,126.28,-366.69,15.45
246.75,2.32,16.38,128.14,-367.26,15.59
246.8,2.33,18.22,130.37,-367.6,15.75
246.85,2.33,20.32,131.54,-367.45,15.93
246.9,2.33,22.11,130.98,-366.72,16.14
246.95,2.33,24.49,129.86,-365.78,16.39
247,2.34,26.12,129.79,-365.06,16.54
247.05,2.34,27.52,129.86,-365.16,16.48
247.1,2.35,28.93,130.22,-366.38,16.03
247.15,2.36,30.29,130.84,-368.77,15.19
247.2,2.36,31.44,131.92,-371.8,14
247.25,2.36,31.35,133.42,-374.56,12.72
247.3,2.35,30.76,135.31,-376.03,11.58
247.35,2.35,30.02,137.1,-375.76,10.81
247.4,2.35,28.96,138.63,-374.2,10.37
247.45,2.35,28,139.69,-372.59,10.17
247.5,2.34,26.99,140.48,-372.09,10.07
247.55,2.34,27,141.12,-373.17,10.03
247.6,2.34,27,141.67,-375.38,10.03
247.65,2.34,27,142.35,-377.65,10.06
247.7,2.34,26.6,143.31,-379.04,10.16
247.75,2.34,26.32,144.57,-379.09,10.35
247.8,2.34,26.38,145.76,-378.08,10.61
247.85,2.34,26.14,146.52,-376.57,10.88
247.9,2.35,25.91,146.96,-375.27,11.13
247.95,2.35,25.41,147.24,-374.47,11.39
248,2.35,25.46,147.65,-374.08,11.67
248.05,2.36,25.57,148.06,-373.68,11.97
248.1,2.36,25.01,148.44,-373.09,12.28
248.15,2.36,23.72,148.78,-372.49,12.57
248.2,2.36,22.35,149.05,-372.32,12.8
248.25,2.35,21.61,149.31,-372.84,12.94
248.3,2.35,21.19,149.55,-373.94,13.01
248.35,2.34,20.96,149.78,-375.39,13.03
248.4,2.33,21.03,150.01,-376.91,13.02
248.45,2.32,21.4,150.32,-378.43,12.95
248.5,2.32,21.89,150.74,-380,12.84
248.55,2.32,22.06,151.33,-381.82,12.64
248.6,2.32,22.19,151.89,-384.01,12.37
248.65,2.32,22.25,152.39,-386.57,12.02
248.7,2.31,22.89,152.68,-389.32,11.69
248.75,2.3,23.63,152.93,-391.9,11.42
248.8,2.29,24.3,153.09,-393.89,11.25
248.85,2.29,24.19,153.3,-394.83,11.17
248.9,2.28,24.1,153.82,-394.22,11.13
248.95,2.27,23.66,155.16,-391.67,11.1
249,2.26,23.55,156.96,-386.98,11.09
249.05,2.24,23.24,158.52,-380.83,11.08
249.1,2.23,22.76,159.19,-374.27,11.08
249.15,2.22,22,158.84,-368.76,11.07
249.2,2.22,21.15,157.7,-365.3,11.05
249.25,2.22,21.03,156.51,-364.54,11.02
249.3,2.23,21.24,156.31,-366.37,10.99
249.35,2.23,21.65,157.24,-369.83,10.98
249.4,2.23,22.18,158.45,-373.46,10.97
249.45,2.24,22.37,158.92,-376.1,10.98
249.5,2.24,22.51,158.41,-377.33,11
249.55,2.25,22.18,157.2,-377.55,11.05
249.6,2.27,21.94,155.84,-377.36,11.11
249.65,2.28,22.42,154.57,-377.44,11.19
249.7,2.28,23.67,153.12,-378,11.29
249.75,2.28,25.42,151.24,-378.9,11.45
249.8,2.27,26.42,149.02,-379.61,11.63
249.85,2.27,26.57,146.96,-379.82,11.89
249.9,2.28,26,144.99,-379.52,12.24
249.95,2.28,25.31,142.85,-379.22,12.69
250,2.28,24.46,140.39,-379.37,13.16
250.05,2.27,23.56,138.18,-380.45,13.56
250.1,2.27,22.6,136.62,-382.49,13.78
250.15,2.27,21.83,135.82,-385.48,13.84
250.2,2.28,21.09,135.4,-389.01,13.78
250.25,2.28,20.18,135.24,-392.64,13.67
250.3,2.29,19.45,135.21,-395.77,13.55
250.35,2.29,19.13,135.4,-397.86,13.45
250.4,2.3,19.32,135.61,-398.49,13.36
250.45,2.31,19.49,135.73,-397.39,13.26
250.5,2.33,19.96,135.62,-394.64,13.18
250.55,2.33,20.29,135.4,-390.56,13.11
250.6,2.34,21.45,135.2,-385.58,13.06
250.65,2.35,22.35,135.12,-380.05,12.98
250.7,2.36,23.56,135.15,-374.41,12.92
250.75,2.38,23.98,135.23,-369.46,12.83
250.8,2.39,24.31,135.34,-366.31,12.75
250.85,2.4,24.06,135.46,-365.95,12.65
250.9,2.4,23.47,135.69,-368.39,12.59
250.95,2.4,22.91,136.03,-372.65,12.56
251,2.4,22.88,136.58,-376.93,12.59
251.05,2.39,23.36,137.34,-379.67,12.67
251.1,2.39,23.65,138,-380.32,12.78
251.15,2.39,23.6,138.51,-379.17,12.87
251.2,2.38,23.45,139.01,-377.07,12.9
251.25,2.37,23.01,139.61,-374.65,12.84
251.3,2.37,22.49,140.18,-372.75,12.67
251.35,2.35,21.5,140.5,-371.95,12.34
251.4,2.35,21.6,140.64,-372.69,11.92
251.45,2.33,21.62,140.64,-374.84,11.53
251.5,2.32,22.04,140.54,-377.98,11.27
251.55,2.31,21.93,140.39,-381.41,11.21
251.6,2.31,21.2,140.11,-384.42,11.31
251.65,2.31,20.23,139.81,-386,11.57
251.7,2.3,19.08,139.47,-385.54,12.04
251.75,2.3,19.46,139.25,-383.1,12.68
251.8,2.29,20.91,139.05,-379.94,13.43
251.85,2.28,23.47,138.79,-377.74,14.11
251.9,2.28,25.68,138.16,-377.58,14.64
251.95,2.28,26.43,137.27,-379.68,14.96
252,2.28,26.62,136.39,-383.29,15.11
252.05,2.29,26.41,135.82,-387.43,15.11
252.1,2.29,26.61,135.53,-390.93,15.03
252.15,2.29,27,135.4,-393.01,14.84
252.2,2.29,27.92,135.58,-393.52,14.59
252.25,2.29,29.19,136.08,-393.03,14.29
252.3,2.29,30.02,136.88,-392.31,14
252.35,2.29,30.04,137.5,-391.93,13.66
252.4,2.3,29.41,137.96,-391.69,13.27
252.45,2.32,28.49,138.39,-391.29,12.8
252.5,2.33,28.18,139.24,-390.45,12.32
252.55,2.35,28.33,140.3,-389.54,11.83
252.6,2.36,29.1,141.3,-389,11.33
252.65,2.37,29.69,142.07,-389.36,10.87
252.7,2.38,30.56,142.69,-390.67,10.5
252.75,2.39,31.05,143.23,-392.61,10.28
252.8,2.41,30.72,143.69,-394.38,10.17
252.85,2.41,29.95,144.11,-395.44,10.11
252.9,2.41,28.74,144.46,-395.54,10.06
252.95,2.41,28.14,144.79,-395.03,9.99
253,2.4,27.58,145.37,-394.14,9.94
253.05,2.36,27.34,146.58,-393.15,9.91
253.1,2.32,26.98,147.6,-392.05,9.92
253.15,2.29,26.07,147.78,-390.96,9.95
253.2,2.27,24.81,146.95,-389.65,9.95
253.25,2.26,23.58,146.12,-387.95,9.94
253.3,2.25,22.48,145.69,-385.76,9.94
253.35,2.25,21.81,145.53,-383.55,9.98
253.4,2.25,21.26,145.45,-382.03,10.08
253.45,2.24,21.01,145.41,-381.79,10.22
253.5,2.24,20.05,145.38,-382.85,10.37
253.55,2.25,18.41,145.32,-384.78,10.54
253.6,2.27,16.69,145.22,-387.04,10.72
253.65,2.31,15.62,145.06,-389.37,10.92
253.7,2.34,15.26,144.91,-391.76,11.12
253.75,2.35,15.38,144.81,-394.3,11.27
253.8,2.36,15.53,144.8,-396.67,11.34
253.85,2.35,15.98,144.87,-398.35,11.34
253.9,2.35,16.1,144.97,-398.64,11.27
253.95,2.35,16.82,144.96,-397.53,11.16
254,2.35,18.18,144.84,-395.5,11.06
254.05,2.34,20,144.64,-393.38,10.98
254.1,2.33,22.64,144.49,-391.67,10.91
254.15,2.33,26.33,144.33,-390.45,10.85
254.2,2.33,32.99,144.22,-389.43,10.79
254.25,2.33,39.26,144.17,-388.29,10.71
254.3,2.34,46.05,144.18,-386.86,10.62
254.35,2.34,51.86,144.26,-385.28,10.52
254.4,2.34,58.98,144.32,-383.73,10.42
254.45,2.35,64.57,144.4,-382.4,10.34
254.5,2.34,70.11,144.47,-381.38,10.28
254.55,2.34,75.54,144.54,-380.78,10.26
254.6,2.33,82.13,144.62,-380.61,10.26
254.65,2.32,88.13,144.65,-380.91,10.28
254.7,2.31,92.65,144.71,-381.61,10.28
254.75,2.31,95.76,144.77,-382.48,10.24
254.8,2.29,98.28,144.93,-382.64,10.11
254.85,2.28,100.81,145.15,-381.31,9.9
254.9,2.26,103.02,145.45,-378.32,9.63
254.95,2.25,105.77,145.69,-374.76,9.39
255,2.23,108.56,145.88,-372.19,9.18
255.05,2.23,111.86,146.02,-371.81,9.01
255.1,2.22,113.88,146.08,-373.98,8.86
255.15,2.22,115.75,146.03,-377.92,8.74
255.2,2.21,116.73,145.86,-382.31,8.65
255.25,2.22,117.9,145.63,-385.93,8.56
255.3,2.22,118.52,145.38,-388.26,8.46
255.35,2.23,118.88,145.06,-389.56,8.33
255.4,2.24,118.48,144.63,-389.94,8.17
255.45,2.26,116.07,144.08,-389.49,7.93
255.5,2.27,113.51,143.54,-388.15,7.64
255.55,2.29,109.32,142.96,-386.35,7.29
255.6,2.3,104.77,142.34,-384.49,6.93
255.65,2.32,97.82,141.47,-382.84,6.66
255.7,2.33,91.72,140.16,-381.57,6.55
255.75,2.35,84.91,138.61,-380.97,6.67
255.8,2.36,77.52,137.55,-381.47,7.06
255.85,2.37,67.69,137.69,-383.12,7.69
255.9,2.37,59.44,139.33,-385.64,8.44
255.95,2.37,52.43,141.42,-388.46,9.11
256,2.37,47.57,143.19,-391.11,9.6
256.05,2.36,42.8,144.13,-393.01,9.9
256.1,2.35,39.68,144.63,-393.69,10.04
256.15,2.35,37.3,144.96,-393,10.06
256.2,2.35,35.39,145.18,-391.5,10
256.25,2.35,33.74,145.42,-389.96,9.95
256.3,2.34,32.23,145.69,-388.87,9.91
256.35,2.34,31.19,145.92,-388.08,9.91
256.4,2.33,30.08,146.07,-387.13,9.98
256.45,2.32,28.66,146.01,-385.86,10.16
256.5,2.32,27.35,145.85,-384.41,10.42
256.55,2.32,26,145.58,-383.06,10.65
256.6,2.32,24.67,145.37,-381.64,10.82
256.65,2.32,23.33,145.18,-379.81,10.9
256.7,2.32,22.2,145.06,-377.74,10.93
256.75,2.32,22.11,144.99,-376.4,10.92
256.8,2.31,22.26,144.96,-377.05,10.88
256.85,2.31,22.27,144.94,-379.97,10.83
256.9,2.31,21.91,144.92,-384.5,10.78
256.95,2.31,21.64,144.87,-389.08,10.72
257,2.3,21.31,144.82,-392.29,10.67
257.05,2.3,21.19,144.71,-393.18,10.63
257.1,2.31,21.5,144.63,-392.08,10.59
257.15,2.31,22.34,144.5,-390,10.59
257.2,2.32,22.97,144.37,-388.19,10.6
257.25,2.33,22.46,144.14,-386.86,10.63
257.3,2.34,21.89,143.85,-385.81,10.65
257.35,2.36,21.27,143.52,-384.65,10.65
257.4,2.38,21.63,143.22,-383.57,10.62
257.45,2.39,21.98,142.96,-382.94,10.57
257.5,2.4,22.92,142.76,-383.09,10.51
257.55,2.4,23.58,142.58,-384.03,10.5
257.6,2.41,24.5,142.33,-385.46,10.52
257.65,2.41,25.22,141.98,-387.06,10.55
257.7,2.41,25.94,141.59,-388.65,10.55
257.75,2.41,26.83,141.26,-390.24,10.49
257.8,2.4,27.56,141.03,-392,10.41
257.85,2.39,28.08,140.87,-394,10.35
257.9,2.38,27.93,140.79,-396.1,10.34
257.95,2.37,27.6,140.7,-397.78,10.36
258,2.36,27.31,140.58,-398.41,10.38
258.05,2.36,27.18,140.41,-397.6,10.42
258.1,2.35,26.5,140.26,-395.52,10.44
258.15,2.35,25.14,140.15,-392.86,10.46
258.2,2.36,23.53,140.14,-390.47,10.49
