Depth,Den,Ng,Cal,Res,SP
130.45,0,5.7,194.19,12.92,-556.37
130.5,0,5.68,195.3,12.77,-556.36
130.55,0,6.08,195.97,12.67,-556.38
130.6,0,6.35,195.3,12.6,-556.44
130.65,0,6.69,194.42,12.57,-556.52
130.7,0,7.21,193.97,12.61,-556.63
130.75,0,7.58,193.97,12.79,-556.78
130.8,0,7.96,194.19,13.05,-556.95
130.85,0,7.91,194.19,13.33,-557.16
130.9,0,8.17,194.42,13.59,-557.39
130.95,0,8.62,194.42,13.86,-557.66
131,0,9.16,194.42,14.17,-557.97
131.05,0,9.36,194.64,14.6,-558.3
131.1,0,9.1,195.3,15.12,-558.66
131.15,0,8.69,197.08,15.73,-559.05
131.2,0,8.56,198.86,16.36,-559.46
131.25,0,8.25,201.52,17.05,-559.88
131.3,0,7.96,203.07,17.85,-560.29
131.35,0,7.64,203.96,18.83,-560.67
131.4,0,7.92,203.96,19.95,-561.01
131.45,0,8.31,203.3,21.17,-561.29
131.5,0,8.65,202.63,22.31,-561.51
131.55,0,8.79,202.85,23.26,-561.66
131.6,0,9.29,203.96,23.83,-561.77
131.65,0,9.82,205.52,24.07,-561.82
131.7,0,10.22,205.07,24.17,-561.82
131.75,0,9.81,203.3,24.35,-561.78
131.8,0,9.21,201.74,24.62,-561.7
131.85,0,9.2,201.52,24.84,-561.57
131.9,0,9.68,202.19,24.87,-561.41
131.95,0,10.38,202.63,24.74,-561.22
132,0,10.81,202.63,24.43,-561.01
132.05,0,11.04,202.41,23.92,-560.78
132.1,0,11.17,203.07,23.14,-560.55
132.15,0,11.04,203.74,22.2,-560.33
132.2,0,10.84,203.96,21.14,-560.13
132.25,0,10.98,203.74,20.15,-559.96
132.3,0,11.16,203.74,19.27,-559.81
132.35,0,12.43,203.96,18.66,-559.69
132.4,0,13.32,204.63,18.26,-559.58
132.45,0,14.35,205.52,18.07,-559.47
132.5,0,14.73,205.96,18.02,-559.36
132.55,0,15.22,206.4,18,-559.23
132.6,0,15.79,206.85,17.96,-559.08
132.65,0,16.2,207.29,17.83,-558.9
132.7,0,16.2,206.85,17.65,-558.7
132.75,0,15.68,205.96,17.39,-558.49
132.8,0,14.98,205.74,17.03,-558.28
132.85,0,14.53,206.63,16.53,-558.1
132.9,0,13.9,206.4,15.89,-557.96
132.95,0,13.09,205.52,15.17,-557.88
133,0,12.2,204.85,14.56,-557.84
133.05,0,11.46,203.52,14.22,-557.85
133.1,0,10.73,202.41,14.24,-557.89
133.15,0,10.04,201.52,14.53,-557.95
133.2,0,9.55,202.19,14.9,-558.01
133.25,0,9.92,203.3,15.18,-558.08
133.3,0,10.49,203.96,15.35,-558.15
133.35,0,11.48,203.96,15.45,-558.22
133.4,0,12.4,203.3,15.56,-558.3
133.45,0,13.38,203.07,15.71,-558.37
133.5,0,13.75,203.3,15.88,-558.45
133.55,0,13.63,203.74,16.04,-558.54
133.6,0,13.28,204.85,16.23,-558.64
133.65,0,13.18,206.18,16.38,-558.75
133.7,0,13.29,207.74,16.51,-558.89
133.75,0,13.69,207.29,16.6,-559.04
133.8,0,14.2,205.96,16.82,-559.19
133.85,0,14.38,205.07,17.26,-559.33
133.9,0,14.12,204.41,17.88,-559.44
133.95,0,13.7,203.52,18.57,-559.51
134,0,12.56,203.07,19.17,-559.52
134.05,0,11.45,202.85,19.68,-559.48
134.1,0,10.2,202.85,19.98,-559.4
134.15,0,9.73,203.07,20.04,-559.28
134.2,0,9.39,203.3,19.73,-559.16
134.25,0,9.02,203.07,19.13,-559.05
134.3,0,8.68,202.41,18.31,-558.95
134.35,0,8.34,202.19,17.55,-558.86
134.4,0,8.01,201.96,17.01,-558.77
134.45,0,7.67,201.96,16.84,-558.68
134.5,0,7.14,201.74,17.01,-558.57
134.55,0,6.76,201.52,17.27,-558.45
134.6,0,6.38,201.52,17.33,-558.34
134.65,0,6.63,201.3,17.01,-558.25
134.7,0,7.2,201.08,16.41,-558.2
134.75,0,7.97,200.63,15.73,-558.21
134.8,0,8.43,199.74,15.16,-558.28
134.85,0,8.68,198.86,14.89,-558.41
134.9,0,8.82,197.52,14.96,-558.57
134.95,0,8.7,196.86,15.37,-558.77
135,0,8.31,197.3,15.89,-558.98
135.05,0,7.8,197.97,16.4,-559.2
135.1,0,8.02,198.86,16.86,-559.41
135.15,0,8.56,199.74,17.38,-559.6
135.2,0,8.92,201.52,18.01,-559.77
135.25,0,8.7,201.96,18.62,-559.91
135.3,0,8.12,200.41,19.06,-560.02
135.35,0,7.56,197.75,19.3,-560.11
135.4,0,6.94,195.75,19.38,-560.17
135.45,0,6.7,194.86,19.42,-560.22
135.5,0,6.53,193.97,19.46,-560.25
135.55,0,6.45,193.75,19.51,-560.27
135.6,0,6.8,193.31,19.5,-560.27
135.65,0,7.25,193.08,19.45,-560.25
135.7,0,7.81,193.08,19.37,-560.22
135.75,0,7.81,193.08,19.3,-560.15
135.8,0,8.12,193.08,19.22,-560.07
135.85,0,8.39,193.08,19.13,-559.96
135.9,0,8.9,193.08,19.03,-559.83
135.95,0,9.46,193.08,18.92,-559.69
136,0,10.07,193.31,18.72,-559.53
136.05,0,10.51,193.75,18.41,-559.37
136.1,0,11.12,194.19,17.98,-559.22
136.15,0,11.32,195.3,17.53,-559.09
136.2,0,11.49,197.97,17.07,-559
136.25,0,11.16,206.4,16.66,-558.96
136.3,0,11.53,217.06,16.31,-559
136.35,0,11.94,232.38,16.04,-559.13
136.4,0,12.29,242.37,15.84,-559.35
136.45,0,12.05,244.59,15.86,-559.67
136.5,0,11.67,234.6,16.15,-560.05
136.55,0,11.54,217.06,16.85,-560.48
136.6,0,11.44,207.07,17.89,-560.9
136.65,0,11.4,203.07,19.31,-561.29
136.7,0,11.17,199.74,20.92,-561.6
136.75,0,11.31,195.75,22.73,-561.82
136.8,0,11.5,193.08,24.33,-561.93
136.85,0,11.56,192.64,25.53,-561.94
136.9,0,11.61,192.2,26.16,-561.86
136.95,0,11.64,192.2,26.46,-561.7
137,0,12.25,192.42,26.44,-561.47
137.05,0,12.58,192.64,26.07,-561.2
137.1,0,12.97,193.08,25.18,-560.92
137.15,0,13.11,193.75,23.92,-560.63
137.2,0,13.42,194.86,22.34,-560.36
137.25,0,13.31,196.19,20.84,-560.13
137.3,0,12.94,197.97,19.53,-559.93
137.35,0,12.65,199.08,18.65,-559.78
137.4,0,12.72,199.52,18.04,-559.67
137.45,0,12.87,199.74,17.7,-559.6
137.5,0,12.72,199.97,17.52,-559.56
137.55,0,12.52,200.19,17.51,-559.54
137.6,0,12.25,200.85,17.61,-559.53
137.65,0,12.35,201.74,17.78,-559.53
137.7,0,11.92,202.41,17.95,-559.51
137.75,0,11.45,202.63,18.09,-559.49
137.8,0,10.68,202.63,18.18,-559.45
137.85,0,10.43,203.07,18.2,-559.4
137.9,0,10.02,203.3,18.14,-559.35
137.95,0,9.69,205.52,17.99,-559.32
138,0,9.54,208.4,17.76,-559.29
138.05,0,9.85,210.18,17.46,-559.28
138.1,0,10.28,209.07,17.26,-559.27
138.15,0,10.43,204.85,17.28,-559.25
138.2,0,10.34,201.52,17.61,-559.19
138.25,0,10.15,199.97,18.13,-559.09
138.3,0,10.1,200.63,18.49,-558.96
138.35,0,10.05,201.74,18.48,-558.79
138.4,0,10.03,203.07,18.06,-558.61
138.45,0,10.42,203.3,17.44,-558.41
138.5,0,10.69,203.96,16.82,-558.23
138.55,0,11.02,206.4,16.28,-558.05
138.6,0,10.54,208.62,15.81,-557.9
138.65,0,9.91,206.18,15.4,-557.77
138.7,0,9.09,201.96,15.03,-557.68
138.75,0,8.6,198.41,14.79,-557.61
138.8,0,8.34,197.08,14.66,-557.56
138.85,0,8.19,196.64,14.59,-557.54
138.9,0,8.51,196.64,14.57,-557.55
138.95,0,8.94,196.64,14.57,-557.59
139,0,9.09,196.86,14.61,-557.64
139.05,0,8.81,196.64,14.69,-557.71
139.1,0,8.58,196.64,14.84,-557.78
139.15,0,9.28,196.41,15.12,-557.84
139.2,0,10.17,196.64,15.47,-557.88
139.25,0,10.89,197.08,15.84,-557.9
139.3,0,11.01,197.3,16.1,-557.88
139.35,0,10.98,197.08,16.26,-557.83
139.4,0,11,197.08,16.33,-557.76
139.45,0,11,196.64,16.27,-557.66
139.5,0,11,196.41,16.08,-557.55
139.55,0,11.4,195.97,15.75,-557.44
139.6,0,12.48,195.75,15.37,-557.35
139.65,0,13.78,194.86,14.97,-557.26
139.7,0,14.65,192.86,14.64,-557.19
139.75,0,14.49,190.86,14.37,-557.13
139.8,0,13.83,189.75,14.23,-557.08
139.85,0,13.06,189.53,14.19,-557.01
139.9,0,12.58,188.87,14.25,-556.93
139.95,0,12.53,188.64,14.33,-556.83
140,0,12.62,189.98,14.34,-556.71
140.05,0,12.63,191.75,14.17,-556.59
140.1,0,12.05,192.42,13.86,-556.46
140.15,0,11.34,191.31,13.45,-556.35
140.2,0,10.28,189.53,13.05,-556.26
140.25,0,9.72,187.98,12.65,-556.21
140.3,0,9.2,186.2,12.35,-556.2
140.35,0,9.18,185.76,12.18,-556.22
140.4,0,9.48,185.76,12.15,-556.28
140.45,0,9.93,185.76,12.23,-556.38
140.5,0,10.48,185.54,12.36,-556.52
140.55,0,10.48,184.43,12.5,-556.69
140.6,0,10.59,183.76,12.68,-556.89
140.65,0,10.62,183.32,13,-557.12
140.7,0,10.84,183.54,13.44,-557.37
140.75,0,11.09,184.2,13.94,-557.65
140.8,0,11.39,184.43,14.35,-557.98
140.85,0,11.3,184.65,14.7,-558.35
140.9,0,11.34,184.43,15.05,-558.77
140.95,0,11.13,183.98,15.6,-559.24
141,0,11.29,183.54,16.36,-559.74
141.05,0,11.08,183.09,17.29,-560.25
141.1,0,11.08,183.09,18.43,-560.72
141.15,0,11.03,183.54,19.85,-561.12
141.2,0,10.62,183.54,21.88,-561.43
141.25,0,10.33,182.43,24.1,-561.64
141.3,0,9.99,180.43,26.15,-561.76
141.35,0,9.86,178.21,27.23,-561.79
141.4,0,10.17,178.43,27.24,-561.78
141.45,0,10.61,179.54,26.23,-561.73
141.5,0,10.76,180.65,24.8,-561.66
141.55,0,10.27,182.87,23.39,-561.59
141.6,0,9.61,185.54,22.43,-561.51
141.65,0,9.38,186.42,21.87,-561.41
141.7,0,9,184.43,21.67,-561.3
141.75,0,9.07,182.43,21.7,-561.17
141.8,0,9.21,183.54,21.88,-561.03
141.85,0,9.26,185.54,21.93,-560.91
141.9,0,8.89,185.09,21.54,-560.83
141.95,0,8.03,182.21,20.68,-560.83
142,0,7.39,181.98,19.62,-560.93
142.05,0,7.08,184.43,18.79,-561.15
142.1,0,7.29,185.98,18.38,-561.48
142.15,0,7.68,185.98,18.53,-561.91
142.2,0,7.59,186.42,19.1,-562.43
142.25,0,7.85,187.98,20,-562.99
142.3,0,7.89,191.31,21.09,-563.55
142.35,0,8.15,193.31,22.56,-564.07
142.4,0,8.01,195.3,24.39,-564.51
142.45,0,8.03,195.3,26.6,-564.82
142.5,0,8.41,188.42,29.05,-565.01
142.55,0,8.89,180.21,31.15,-565.06
142.6,0,9.66,176.43,32.36,-564.98
142.65,0,9.91,177.54,32.43,-564.81
142.7,0,10.11,178.43,31.8,-564.54
142.75,0,10.41,178.65,31,-564.23
142.8,0,10.9,178.65,30.01,-563.88
142.85,0,11.46,178.43,28.72,-563.53
142.9,0,11.87,178.43,27.14,-563.19
142.95,0,12.47,178.65,25.44,-562.89
143,0,13.07,179.32,23.95,-562.63
143.05,0,13.31,179.76,22.78,-562.43
143.1,0,13.08,179.99,21.99,-562.28
143.15,0,12.68,180.43,21.39,-562.18
143.2,0,12.75,181.32,20.98,-562.13
143.25,0,13.69,181.98,20.83,-562.1
143.3,0,14.89,182.43,20.95,-562.08
143.35,0,15.92,182.65,21.21,-562.07
143.4,0,16.16,182.65,21.45,-562.06
143.45,0,16.22,182.87,21.58,-562.03
143.5,0,16.08,183.32,21.59,-561.99
143.55,0,16.26,183.98,21.53,-561.92
143.6,0,17.07,184.43,21.49,-561.82
143.65,0,17.87,185.31,21.52,-561.68
143.7,0,18.59,186.65,21.56,-561.5
143.75,0,17.89,186.42,21.52,-561.27
143.8,0,16.7,185.09,21.28,-561
143.85,0,15.12,184.87,20.88,-560.7
143.9,0,14.16,184.65,20.3,-560.4
143.95,0,13.46,184.43,19.65,-560.1
144,0,13.12,184.43,18.86,-559.84
144.05,0,12.92,185.09,18,-559.63
144.1,0,12.81,186.2,17.16,-559.49
144.15,0,12.35,186.65,16.48,-559.42
144.2,0,11.83,187.76,16.06,-559.41
144.25,0,11.44,189.31,15.95,-559.45
144.3,0,11.05,188.42,16.15,-559.52
144.35,0,10.7,185.54,16.57,-559.6
144.4,0,10.15,184.65,17.07,-559.68
144.45,0,9.57,184.2,17.54,-559.75
144.5,0,8.94,183.76,17.85,-559.81
144.55,0,8.7,183.54,17.94,-559.87
144.6,0,8.13,184.43,17.92,-559.91
144.65,0,7.77,185.54,17.94,-559.94
144.7,0,7.18,184.87,18.09,-559.96
144.75,0,7.39,183.09,18.33,-559.96
144.8,0,7.91,184.2,18.52,-559.97
144.85,0,8.66,187.09,18.52,-559.98
144.9,0,9.52,186.2,18.31,-560.02
144.95,0,10.44,183.32,18.01,-560.1
145,0,11.39,180.65,17.81,-560.21
145.05,0,12.17,180.21,17.76,-560.37
145.1,0,12.51,180.65,17.88,-560.55
145.15,0,13.54,181.1,18.19,-560.74
145.2,0,14.61,180.21,18.71,-560.92
145.25,0,16.03,179.1,19.39,-561.06
145.3,0,16.33,179.1,20.15,-561.15
145.35,0,15.87,179.32,20.84,-561.18
145.4,0,14.84,179.54,21.37,-561.15
145.45,0,14.14,180.21,21.59,-561.07
145.5,0,14,180.65,21.47,-560.95
145.55,0,14.03,181.98,21.12,-560.81
145.6,0,14.01,183.54,20.61,-560.69
145.65,0,14.21,183.76,20,-560.62
145.7,0,14.44,183.54,19.34,-560.61
145.75,0,14.13,183.98,18.63,-560.69
145.8,0,13.31,186.65,18.09,-560.85
145.85,0,12.49,188.87,17.9,-561.09
145.9,0,12.16,186.42,18.16,-561.38
145.95,0,12.53,180.43,18.84,-561.69
146,0,13.34,178.65,19.8,-562
146.05,0,14.37,179.1,20.83,-562.29
146.1,0,15.14,179.54,21.81,-562.54
146.15,0,15.3,179.99,22.62,-562.74
146.2,0,15.09,179.76,23.36,-562.88
146.25,0,14.68,178.65,24.06,-562.96
146.3,0,14.35,177.54,24.77,-562.97
146.35,0,13.81,176.88,25.34,-562.93
146.4,0,13.23,175.99,25.56,-562.85
146.45,0,12.61,175.32,25.3,-562.74
146.5,0,12.17,174.21,24.69,-562.61
146.55,0,11.76,173.55,23.92,-562.48
146.6,0,11.19,172.44,23.21,-562.37
146.65,0,10.79,171.77,22.62,-562.27
146.7,0,10.4,171.33,22.16,-562.2
146.75,0,10.44,170.88,21.81,-562.16
146.8,0,10.97,170.66,21.59,-562.13
146.85,0,12.28,170.66,21.58,-562.1
146.9,0,13.65,170.66,21.82,-562.06
146.95,0,14.99,170.66,22.24,-561.97
147,0,15.53,170.66,22.77,-561.84
147.05,0,15.9,170.44,23.35,-561.65
147.1,0,16.29,170.44,24,-561.39
147.15,0,16.64,170.44,24.39,-561.08
147.2,0,16.99,170.44,24.3,-560.74
147.25,0,17.12,170.66,23.48,-560.39
147.3,0,18.02,170.44,22.07,-560.08
147.35,0,18.63,170.44,20.32,-559.84
147.4,0,19.13,170.66,18.55,-559.69
147.45,0,18.15,171.33,17.13,-559.67
147.5,0,17.26,173.33,16.2,-559.76
147.55,0,16.08,174.44,15.81,-559.96
147.6,0,15.67,174.88,15.95,-560.24
147.65,0,14.75,174.21,16.53,-560.56
147.7,0,13.88,171.55,17.46,-560.9
147.75,0,12.73,169.33,18.49,-561.23
147.8,0,11.92,168.22,19.41,-561.55
147.85,0,10.73,168,20.1,-561.84
147.9,0,9.73,167.78,20.61,-562.1
147.95,0,9.09,167.33,21.07,-562.33
148,0,9.17,167.33,21.54,-562.52
148.05,0,9.45,167.33,21.96,-562.69
148.1,0,9.72,167.11,22.27,-562.84
148.15,0,9.84,166.67,22.44,-562.98
148.2,0,10.31,166.22,22.56,-563.12
148.25,0,10.83,166,22.68,-563.25
148.3,0,11.43,165.56,22.85,-563.37
148.35,0,11.85,164.89,23.14,-563.47
148.4,0,12.26,164.22,23.6,-563.54
148.45,0,12.62,162.67,24.04,-563.58
148.5,0,13.38,161.56,24.36,-563.59
148.55,0,14.2,160.45,24.58,-563.58
148.6,0,15.52,159.12,24.73,-563.55
148.65,0,16.54,158.01,24.71,-563.51
148.7,0,17.61,156.01,24.46,-563.48
148.75,0,18.03,154.46,24.13,-563.47
148.8,0,18.33,153.57,23.87,-563.49
148.85,0,18.27,153.12,23.62,-563.56
148.9,0,18.32,152.68,23.35,-563.67
148.95,0,17.92,152.24,23.19,-563.82
149,0,17.45,152.24,23.27,-563.99
149.05,0,16.87,152.24,23.67,-564.15
149.1,0,15.46,152.24,24.59,-564.28
149.15,0,13.47,152.24,26.1,-564.35
149.2,0,11.19,152.24,27.86,-564.34
149.25,0,9.73,152.01,29.11,-564.26
149.3,0,9.78,151.35,29.48,-564.09
149.35,0,10.1,150.46,29.29,-563.84
149.4,0,10.78,149.57,29.03,-563.53
149.45,0,11.38,149.13,28.62,-563.17
149.5,0,12.23,148.46,27.67,-562.8
149.55,0,13.72,147.57,26.15,-562.43
149.6,0,14.79,147.13,24.34,-562.1
149.65,0,16.1,148.24,22.67,-561.82
149.7,0,16.98,150.02,21.17,-561.6
149.75,0,17.82,150.24,20.04,-561.43
149.8,0,18.16,150.46,19.35,-561.31
149.85,0,18,150.68,19.23,-561.22
149.9,0,17.63,150.68,19.45,-561.16
149.95,0,17.53,151.13,19.65,-561.13
150,0,17.23,151.35,19.61,-561.13
150.05,0,16.55,150.9,19.4,-561.15
150.1,0,15.56,149.79,19.2,-561.19
150.15,0,14.42,149.13,19.21,-561.23
150.2,0,13.6,150.24,19.48,-561.23
150.25,0,12.8,152.01,20.01,-561.18
150.3,0,12.68,153.35,20.76,-561.08
150.35,0,12.7,153.12,21.45,-560.92
150.4,0,12.88,153.12,21.76,-560.72
150.45,0,12.71,153.12,21.38,-560.53
150.5,0,12.52,153.57,20.46,-560.38
150.55,0,12.25,153.57,19.23,-560.29
150.6,0,12.15,153.57,18.12,-560.27
150.65,0,12.28,153.79,17.37,-560.34
150.7,0,12.09,153.79,17.17,-560.45
150.75,0,11.87,153.57,17.48,-560.6
150.8,0,11.39,153.35,18.15,-560.74
150.85,0,11.45,153.12,18.92,-560.88
150.9,0,11.77,153.35,19.57,-560.99
150.95,0,12.24,153.35,19.96,-561.08
151,0,12.6,153.12,20.09,-561.15
151.05,0,12.77,153.57,20.08,-561.21
151.1,0,12.87,154.23,20.01,-561.27
151.15,0,13.13,154.01,20.05,-561.33
151.2,0,13.6,153.35,20.1,-561.39
151.25,0,14.15,153.79,20.08,-561.46
151.3,0,14.75,156.9,20.01,-561.52
151.35,0,15.18,158.67,20.07,-561.56
151.4,0,15.59,161.34,20.45,-561.58
151.45,0,15.55,164.22,20.98,-561.59
151.5,0,15.03,165.78,21.39,-561.6
151.55,0,14.32,166.22,21.36,-561.63
151.6,0,13.67,166.44,20.92,-561.69
151.65,0,13,166.67,20.34,-561.79
151.7,0,12.13,168.22,19.99,-561.93
151.75,0,11.23,169.77,19.96,-562.12
151.8,0,10.47,169.55,20.13,-562.36
151.85,0,9.94,167.33,20.42,-562.64
151.9,0,9.68,166.67,20.76,-562.95
151.95,0,9.72,166.67,21.22,-563.29
152,0,9.88,168,21.82,-563.63
152.05,0,9.92,169.55,22.58,-563.98
152.1,0,9.96,169.55,23.43,-564.33
152.15,0,9.78,169.77,24.19,-564.69
152.2,0,9.75,170.44,24.78,-565.04
152.25,0,10.11,171.11,25.24,-565.39
152.3,0,10.77,174.88,25.82,-565.72
152.35,0,11.38,177.54,26.56,-566.01
152.4,0,11.43,176.21,27.61,-566.26
152.45,0,11.36,170.44,28.74,-566.44
152.5,0,10.96,167.55,29.82,-566.56
152.55,0,10.66,167.11,30.61,-566.61
152.6,0,10.32,167.11,31.11,-566.61
152.65,0,10.4,166.67,31.36,-566.58
152.7,0,10.34,166.44,31.34,-566.53
152.75,0,10.35,165.78,30.97,-566.5
152.8,0,10.14,164,30.34,-566.51
152.85,0,9.9,162.89,29.52,-566.55
152.9,0,9.61,163.11,28.93,-566.62
152.95,0,9.3,162.89,28.89,-566.71
153,0,9.78,162,29.77,-566.77
153.05,0,10.62,160.45,31.39,-566.79
153.1,0,11.28,159.56,33.64,-566.74
153.15,0,11.38,158.9,35.91,-566.62
153.2,0,11.13,158.45,37.73,-566.42
153.25,0,11.5,158.23,38.48,-566.15
153.3,0,11.93,157.79,38.03,-565.81
153.35,0,12.09,157.34,36.32,-565.44
153.4,0,11.6,157.12,33.91,-565.06
153.45,0,10.94,156.23,31.25,-564.69
153.5,0,10.51,155.12,28.8,-564.38
153.55,0,9.89,154.68,26.6,-564.15
153.6,0,9.48,154.68,24.65,-564
153.65,0,9.07,154.68,23.18,-563.95
153.7,0,9.31,154.68,22.25,-563.97
153.75,0,9.68,154.23,22.02,-564.02
153.8,0,10.2,153.35,22.38,-564.08
153.85,0,10.38,152.68,23.14,-564.11
153.9,0,10.51,152.46,23.88,-564.11
153.95,0,10.58,152.46,24.32,-564.08
154,0,10.82,152.46,24.32,-564.04
154.05,0,11.08,152.46,24.02,-564.01
154.1,0,11.38,152.68,23.61,-564.04
154.15,0,11.69,153.12,23.25,-564.15
154.2,0,11.61,153.57,22.89,-564.38
154.25,0,11.26,154.46,22.56,-564.71
154.3,0,10.78,156.01,22.53,-565.11
154.35,0,10.41,158.01,23.18,-565.55
154.4,0,10.44,161.34,24.77,-565.95
154.45,0,10.57,162.89,27.2,-566.27
154.5,0,11.2,159.78,30.1,-566.49
154.55,0,11.75,156.01,32.61,-566.59
154.6,0,12.19,155.57,34.07,-566.59
154.65,0,12.19,155.12,34.29,-566.52
154.7,0,11.88,154.9,33.71,-566.4
154.75,0,11.61,154.9,32.77,-566.26
154.8,0,11.7,155.57,31.53,-566.11
154.85,0,12.06,156.01,30.26,-565.95
154.9,0,12.55,156.01,29.2,-565.78
154.95,0,12.32,156.01,28.59,-565.6
155,0,11.98,155.79,28.27,-565.41
155.05,0,10.86,155.79,28.02,-565.19
155.1,0,9.97,155.79,27.72,-564.97
155.15,0,8.97,156.45,27.25,-564.73
155.2,0,8.79,156.9,26.61,-564.5
155.25,0,9.15,157.56,25.86,-564.28
155.3,0,9.79,158.01,25.14,-564.09
155.35,0,10.39,158.45,24.42,-563.92
155.4,0,10.64,158.67,23.82,-563.78
155.45,0,10.81,158.9,23.4,-563.66
155.5,0,10.89,159.56,23.22,-563.56
155.55,0,11.34,160.01,23.13,-563.48
155.6,0,12.05,161.34,23.04,-563.43
155.65,0,12.88,162.23,22.87,-563.4
155.7,0,13.38,161.78,22.65,-563.41
155.75,0,13.65,161.78,22.43,-563.46
155.8,0,13.81,162.23,22.34,-563.52
155.85,0,13.49,163.11,22.45,-563.61
155.9,0,12.86,164,22.77,-563.69
155.95,0,11.87,164.89,23.21,-563.77
156,0,11.15,166.22,23.72,-563.81
156.05,0,10.8,167.33,24.26,-563.83
156.1,0,11.19,168.89,24.76,-563.81
156.15,0,11.8,170.22,25.06,-563.75
156.2,0,12.4,170.44,25.16,-563.66
156.25,0,12.84,170.66,25.14,-563.54
156.3,0,13.25,171.99,25,-563.39
156.35,0,13.22,172.44,24.77,-563.22
156.4,0,12.89,172.66,24.38,-563.04
156.45,0,12.62,173.33,23.85,-562.85
156.5,0,12.7,174.88,23.3,-562.64
156.55,0,13.27,176.21,22.91,-562.4
156.6,0,13.39,176.88,22.78,-562.14
156.65,0,13.53,178.65,22.66,-561.85
156.7,0,12.79,180.21,22.28,-561.55
156.75,0,13.06,181.54,21.64,-561.24
156.8,0,13.37,180.65,20.84,-560.92
156.85,0,14.09,179.1,20.11,-560.62
156.9,0,14.29,177.99,19.44,-560.35
156.95,0,14.88,177.77,18.85,-560.13
157,0,15.63,178.21,18.28,-559.97
157.05,0,16.3,179.32,17.67,-559.9
157.1,0,15.99,180.43,17.11,-559.9
157.15,0,15.46,178.88,16.74,-559.98
157.2,0,14.89,176.66,16.75,-560.13
157.25,0,14.67,175.55,17.13,-560.33
157.3,0,14.11,175.1,17.67,-560.55
157.35,0,13.36,174.66,18.22,-560.79
157.4,0,12.89,172.88,18.78,-561.02
157.45,0,12.85,170.88,19.51,-561.21
157.5,0,12.95,168.66,20.35,-561.35
157.55,0,12.76,168.22,21.29,-561.41
157.6,0,12.34,168.22,22.21,-561.39
157.65,0,11.82,169.11,23.05,-561.29
157.7,0,11.43,171.11,23.6,-561.11
157.75,0,11.25,173.1,23.7,-560.87
157.8,0,11.14,171.55,23.24,-560.6
157.85,0,11.08,167.78,22.32,-560.3
157.9,0,10.64,165.56,21.08,-560.02
157.95,0,9.74,164.45,19.77,-559.78
158,0,8.68,164.89,18.58,-559.59
158.05,0,8.08,165.11,17.58,-559.47
158.1,0,7.95,165.56,16.85,-559.43
158.15,0,8.01,165.56,16.42,-559.47
158.2,0,7.99,165.33,16.3,-559.57
158.25,0,8.4,165.33,16.44,-559.72
158.3,0,9.28,165.56,16.76,-559.89
158.35,0,10.34,165.56,17.28,-560.05
158.4,0,11.12,165.33,18.08,-560.18
158.45,0,11.69,165.11,19.03,-560.26
158.5,0,12.16,164.67,19.92,-560.28
158.55,0,12.77,163.56,20.4,-560.27
158.6,0,13.19,162.23,20.41,-560.24
158.65,0,13.39,163.11,19.95,-560.23
158.7,0,13.32,165.33,19.26,-560.24
158.75,0,13.34,166.22,18.53,-560.27
158.8,0,13.33,165.78,18.09,-560.33
158.85,0,13.34,164.89,18.05,-560.39
158.9,0,12.53,164.22,18.42,-560.44
158.95,0,11.57,163.78,18.88,-560.49
159,0,10.42,162.89,19.2,-560.53
159.05,0,9.4,162.45,19.27,-560.58
159.1,0,8.76,162.23,19.18,-560.65
159.15,0,8.03,162,19.05,-560.74
159.2,0,7.76,161.34,19.02,-560.85
159.25,0,7.76,160.45,19.06,-560.97
159.3,0,8.3,160.01,19.24,-561.08
159.35,0,9.01,159.78,19.57,-561.18
159.4,0,9.66,159.56,20.11,-561.24
159.45,0,10.54,159.12,20.72,-561.27
159.5,0,11.44,158.67,21.18,-561.28
159.55,0,12.6,158.23,21.28,-561.28
159.6,0,13.81,157.34,20.9,-561.29
159.65,0,14.88,156.45,20.26,-561.32
159.7,0,15.54,155.79,19.7,-561.36
159.75,0,15.48,155.57,19.51,-561.41
159.8,0,15.2,155.12,19.72,-561.46
159.85,0,14.74,155.12,20.23,-561.51
159.9,0,14.19,154.9,20.81,-561.57
159.95,0,13.99,154.68,21.18,-561.66
160,0,13.84,154.46,21.16,-561.8
160.05,0,13.36,154.46,20.72,-562.02
160.1,0,13.04,154.46,20.23,-562.34
160.15,0,12.68,154.68,20.04,-562.75
160.2,0,12.54,154.68,20.28,-563.25
160.25,0,12.05,154.68,20.93,-563.83
160.3,0,11.52,154.46,21.79,-564.44
160.35,0,11.71,153.12,22.99,-565.07
160.4,0,12.25,150.68,24.52,-565.69
160.45,0,12.99,149.35,26.29,-566.26
160.5,0,13.25,148.68,28.11,-566.79
160.55,0,12.65,148.46,29.68,-567.27
160.6,0,11.78,148.46,30.97,-567.7
160.65,0,10.89,148.68,32.03,-568.09
160.7,0,10.33,148.24,33.23,-568.42
160.75,0,10.24,147.8,35.05,-568.68
160.8,0,10.32,147.57,37.33,-568.86
160.85,0,11.31,147.35,39.96,-568.94
160.9,0,12.53,146.91,42.31,-568.93
160.95,0,13.97,146.69,43.64,-568.85
161,0,14.7,146.46,43.04,-568.7
