Depth,Den,Ng,Cal,Res,SP
120.2,2.29,17.37,191.46,12.13,-171.55
120.25,2.28,18.1,191.54,12.1,-170.61
120.3,2.27,18.49,191.65,12.02,-169.21
120.35,2.26,18.52,191.73,11.87,-167.72
120.4,2.26,17.8,191.68,11.67,-166.39
120.45,2.26,16.46,191.47,11.49,-165.32
120.5,2.26,15.45,191.24,11.36,-164.41
120.55,2.27,14.78,191.15,11.31,-163.72
120.6,2.26,14.05,191.3,11.3,-163.39
120.65,2.26,12.57,191.54,11.34,-163.34
120.7,2.26,11.32,191.75,11.41,-163.2
120.75,2.26,10.18,191.84,11.48,-162.49
120.8,2.26,9.7,191.9,11.54,-161.3
120.85,2.26,8.78,191.93,11.57,-160.19
120.9,2.27,8.5,191.99,11.61,-159.86
120.95,2.27,8.25,192.06,11.68,-160.51
121,2.26,8.75,192.13,11.81,-161.72
121.05,2.27,9.4,192.2,11.99,-162.91
121.1,2.28,10.23,192.32,12.19,-163.7
121.15,2.29,11.13,192.4,12.36,-164.03
121.2,2.3,12.27,192.4,12.44,-163.97
121.25,2.31,13.28,192.32,12.42,-163.36
121.3,2.32,14.11,192.31,12.43,-162.22
121.35,2.33,13.88,192.29,12.54,-160.84
121.4,2.34,13.4,192.28,12.74,-160.02
121.45,2.34,12.46,192.19,12.91,-160.26
121.5,2.33,11.77,192.03,12.96,-161.58
121.55,2.33,10.65,191.81,12.91,-163.36
121.6,2.33,9.68,191.6,12.87,-164.91
121.65,2.33,8.87,191.47,12.87,-165.64
121.7,2.32,8.31,191.4,12.86,-165.41
121.75,2.31,7.64,191.36,12.82,-164.61
121.8,2.31,6.79,191.34,12.73,-163.87
121.85,2.3,6.69,191.37,12.64,-163.69
121.9,2.31,6.9,191.42,12.6,-163.96
121.95,2.31,7.92,191.52,12.66,-164.27
122,2.31,10.16,191.59,12.86,-164.25
122.05,2.31,12.62,191.63,13.2,-163.95
122.1,2.32,15.56,191.61,13.67,-163.75
122.15,2.33,17.43,191.79,14.19,-164.08
122.2,2.33,18.8,192.71,14.44,-165.14
122.25,2.33,18.85,194.17,14.17,-166.79
122.3,2.32,17.73,195.89,13.44,-168.45
122.35,2.31,16.52,197.37,12.67,-169.54
122.4,2.29,15.65,198.32,12.16,-169.69
122.45,2.28,14.83,198.63,11.84,-169
122.5,2.27,14.7,198.48,11.54,-168
122.55,2.27,14.71,198.6,11.19,-167.27
122.6,2.27,15.28,198.86,10.89,-167.26
122.65,2.26,15,199.16,10.74,-167.9
122.7,2.26,14.46,199.36,10.7,-168.85
122.75,2.26,13.29,199.82,10.73,-169.64
122.8,2.27,12.75,200.22,10.8,-170.08
122.85,2.27,12.01,199.99,10.9,-170.25
122.9,2.26,11.75,199.36,10.98,-170.29
122.95,2.26,11.55,198.52,11.07,-170.21
123,2.25,11.86,197.96,11.13,-169.84
123.05,2.25,12.48,197.63,11.2,-169.14
123.1,2.24,12.47,197.59,11.25,-168.34
123.15,2.24,11.99,197.56,11.3,-167.84
123.2,2.24,11.29,197.28,11.31,-167.78
123.25,2.25,11.46,196.73,11.29,-167.94
123.3,2.26,11.75,195.98,11.23,-167.94
123.35,2.27,12.24,195.28,11.18,-167.57
123.4,2.27,12.6,194.59,11.12,-166.93
123.45,2.26,14.37,194,11.06,-166.28
123.5,2.25,15.99,193.44,10.98,-165.73
123.55,2.23,17.47,192.89,10.89,-165.32
123.6,2.23,17.69,192.41,10.78,-165.18
123.65,2.22,18.03,191.89,10.66,-165.51
123.7,2.23,17.95,191.47,10.52,-166.4
123.75,2.24,17.6,191.1,10.38,-167.58
123.8,2.26,16.91,190.68,10.24,-168.75
123.85,2.26,15.9,189.99,10.14,-169.69
123.9,2.25,15.16,189.18,10.09,-170.43
123.95,2.24,15.01,188.44,10.09,-170.93
124,2.24,15.44,187.87,10.16,-171.08
124.05,2.23,15.49,187.34,10.31,-170.88
124.1,2.22,14.59,186.85,10.52,-170.58
124.15,2.22,13.82,186.38,10.82,-170.52
124.2,2.23,13.88,185.93,11.31,-170.78
124.25,2.24,13.94,185.43,12.1,-171.11
124.3,2.25,14.16,184.97,13.27,-171.16
124.35,2.26,13.82,184.78,14.81,-170.76
124.4,2.27,13.8,184.69,16.42,-169.77
124.45,2.28,13.52,184.42,17.81,-168.26
124.5,2.28,13.06,183.81,18.7,-166.38
124.55,2.28,12.52,182.84,19.09,-164.62
124.6,2.28,12.12,181.9,19.14,-163.48
124.65,2.27,11.73,180.94,19.09,-163.21
124.7,2.26,12.17,180.21,19.1,-163.6
124.75,2.26,12.58,179.6,19.21,-164.19
124.8,2.27,13.15,179.2,19.45,-164.64
124.85,2.29,12.75,178.95,19.79,-164.95
124.9,2.3,11.78,178.87,20.22,-165.21
124.95,2.31,10.91,178.85,20.55,-165.45
125,2.33,10.54,178.91,20.69,-165.48
125.05,2.33,10.09,178.97,20.5,-165.28
125.1,2.34,9.93,179.08,20.54,-165.08
125.15,2.33,9.8,179.29,20.07,-165.32
125.2,2.32,10.55,179.58,19.83,-166.15
125.25,2.3,11.07,179.9,19.25,-167.16
125.3,2.28,11.12,180.15,19.31,-167.7
125.35,2.27,10.84,180.36,19.39,-167.41
125.4,2.26,10.79,180.49,19.54,-166.54
125.45,2.26,10.73,180.56,19.51,-165.65
125.5,2.27,10.3,180.73,19.14,-165.11
125.55,2.29,9.21,181.05,18.32,-164.96
125.6,2.32,8.5,181.55,17.12,-165.14
125.65,2.35,8.34,182.06,15.77,-165.51
125.7,2.37,8.37,182.53,14.58,-165.91
125.75,2.39,8.14,183,13.83,-166.04
125.8,2.4,7.9,183.5,13.65,-165.67
125.85,2.4,7.61,184.04,14.08,-164.64
125.9,2.4,7.5,184.47,15.01,-163.17
125.95,2.39,6.82,184.76,16.25,-161.65
126,2.36,6.67,184.99,17.61,-160.62
126.05,2.32,6.9,185.14,19,-160.38
126.1,2.29,7.51,185.3,20.25,-160.88
126.15,2.26,8.28,185.37,21,-161.84
126.2,2.24,8.96,185.5,21.08,-162.9
126.25,2.23,10.05,185.67,20.65,-163.98
126.3,2.23,11.2,185.91,19.91,-165.21
126.35,2.24,12.25,186.17,18.8,-166.72
126.4,2.25,13.49,186.63,17.31,-168.43
126.45,2.26,14.55,187.84,15.71,-169.97
126.5,2.27,15.21,189.06,14.32,-171.02
126.55,2.27,15.15,189.59,13.3,-171.5
126.6,2.28,14.67,189.09,12.54,-171.54
126.65,2.28,14.57,188.43,11.99,-171.25
126.7,2.29,14.25,187.85,11.58,-170.7
126.75,2.3,13.96,187.2,11.28,-169.93
126.8,2.31,13.84,186.6,11.06,-169.03
126.85,2.31,14.96,186.17,10.92,-168.13
126.9,2.31,16.36,185.83,10.85,-167.34
126.95,2.31,17.46,185.28,10.85,-166.74
127,2.3,17.97,184.57,10.9,-166.28
127.05,2.29,18.49,183.65,10.98,-166.12
127.1,2.27,18.29,182.7,11.08,-166.53
127.15,2.26,17.16,181.84,11.23,-167.7
127.2,2.25,15.49,181.21,11.48,-169.39
127.25,2.24,14.13,180.6,11.75,-171.05
127.3,2.24,12.92,179.82,11.92,-172.26
127.35,2.24,12.21,178.88,11.92,-173.05
127.4,2.24,12.03,177.91,11.83,-173.69
127.45,2.25,12.65,177,11.71,-174.37
127.5,2.26,13.54,176.13,11.62,-175.03
127.55,2.27,14.44,175.38,11.55,-175.42
127.6,2.28,15.79,174.83,11.58,-175.19
127.65,2.29,17.05,174.35,11.77,-174.15
127.7,2.31,17.57,173.97,12.26,-172.55
127.75,2.31,17.12,173.84,13.1,-170.99
127.8,2.31,15.74,174,14.3,-170.14
127.85,2.31,14.57,174.01,15.59,-170.21
127.9,2.32,13.06,173.64,16.73,-171.09
127.95,2.33,11.53,172.95,17.48,-172.37
128,2.34,9.92,172.3,17.92,-173.55
128.05,2.35,9.09,171.63,18.21,-174.04
128.1,2.35,9,170.96,18.48,-173.48
128.15,2.36,9.62,170.25,18.72,-171.99
128.2,2.36,10.32,169.66,18.82,-169.81
128.25,2.35,11.59,169.27,18.75,-167.41
128.3,2.35,12.58,169.07,18.62,-165.28
128.35,2.36,13.43,168.96,18.56,-164.16
128.4,2.36,13.6,168.76,18.74,-164.62
128.45,2.37,14.01,168.52,19.22,-166.7
128.5,2.36,14.32,168.3,19.89,-169.92
128.55,2.36,14.27,168.12,20.42,-173.36
128.6,2.36,13.92,168,20.52,-176.35
128.65,2.35,13.64,167.89,20.11,-178.51
128.7,2.35,13.91,167.85,19.3,-180
128.75,2.35,13.71,167.82,18.3,-181.1
128.8,2.36,13.12,167.8,17.41,-181.81
128.85,2.36,12.17,167.84,16.97,-181.74
128.9,2.37,11.46,167.93,17.03,-180.39
128.95,2.38,10.93,168.04,17.28,-177.97
129,2.37,10.48,168.17,17.44,-175.31
129.05,2.37,10.08,168.26,17.38,-173.42
129.1,2.36,10.11,168.39,17.21,-172.71
129.15,2.36,10.44,168.62,17.01,-172.94
129.2,2.35,11.11,169.04,16.86,-173.61
129.25,2.33,11.71,169.62,16.82,-174.15
129.3,2.32,11.76,170.13,16.86,-174.27
129.35,2.31,12.1,170.61,16.95,-173.82
129.4,2.3,11.97,170.99,17.09,-173.02
129.45,2.27,11.81,171.38,17.2,-172.21
129.5,2.25,10.36,171.62,17.11,-171.69
129.55,2.24,8.83,171.89,16.84,-171.54
129.6,2.23,7.64,172.12,16.53,-171.61
129.65,2.23,7.5,172.53,16.4,-171.73
129.7,2.24,7.63,173.37,16.42,-171.81
129.75,2.24,7.82,174.55,16.39,-171.91
129.8,2.25,7.89,176.56,16.19,-172.1
129.85,2.26,8.34,180.03,15.83,-172.48
129.9,2.27,9.05,184.24,15.66,-173.11
129.95,2.29,9.48,185.29,15.89,-174.08
130,2.3,9.51,183.54,16.59,-175.34
130.05,2.31,9.4,180.25,17.46,-176.75
130.1,2.33,9.38,179.82,18.29,-178.08
130.15,2.34,8.96,180.89,18.97,-179.13
130.2,2.34,8.27,180.71,19.58,-179.79
130.25,2.34,7.84,179.02,20.16,-180.06
130.3,2.34,8.22,176.08,20.91,-180.06
130.35,2.34,9.01,174.48,21.85,-179.99
130.4,2.35,10.45,173.49,22.67,-180
130.45,2.35,12.09,172.88,22.77,-179.98
130.5,2.34,13.91,172.25,22.05,-179.83
130.55,2.32,15.4,171.6,20.74,-179.61
130.6,2.3,16.26,170.99,19.14,-179.68
130.65,2.28,16.33,170.69,17.44,-180.26
130.7,2.27,16.32,170.6,15.92,-181.23
130.75,2.27,15.53,170.61,14.8,-182.25
130.8,2.28,14.97,170.55,14.18,-183.05
130.85,2.29,13.5,170.19,13.92,-183.48
130.9,2.31,12.69,169.7,13.8,-183.52
130.95,2.33,11.84,169.27,13.68,-183.29
131,2.34,11.31,169.08,13.51,-183.05
131.05,2.34,11.23,168.96,13.32,-183.01
131.1,2.33,11.31,168.81,13.12,-183.05
131.15,2.33,11.71,168.53,12.92,-182.8
131.2,2.33,11.8,168.13,12.72,-181.98
131.25,2.33,11.9,167.69,12.54,-180.64
131.3,2.32,11.74,167.34,12.42,-179.17
131.35,2.31,11.13,167.14,12.4,-177.83
131.4,2.3,10.37,167.03,12.54,-176.87
131.45,2.3,9.5,166.97,12.83,-176.47
131.5,2.3,8.98,166.93,13.24,-176.85
131.55,2.29,8.3,166.87,13.61,-178.12
131.6,2.28,8.25,166.81,13.8,-180.09
131.65,2.28,8.31,166.78,13.87,-182.41
131.7,2.28,8.51,166.81,14,-184.66
131.75,2.29,8.37,166.81,14.34,-186.59
131.8,2.3,8.18,166.72,14.9,-188.04
131.85,2.31,8.51,166.53,15.62,-188.86
131.9,2.32,9.34,166.29,16.4,-188.96
131.95,2.33,9.97,166.08,17.16,-188.38
132,2.33,10.26,165.94,17.75,-187.55
132.05,2.33,10.25,165.87,18.2,-186.89
132.1,2.32,10.9,165.79,18.54,-186.63
132.15,2.31,11.43,165.71,18.81,-186.52
132.2,2.3,11.67,165.59,18.9,-186.24
132.25,2.31,11.22,165.5,18.75,-185.59
132.3,2.33,11.18,165.42,18.42,-184.67
132.35,2.35,11.28,165.38,18.2,-183.72
132.4,2.36,11.89,165.31,18.26,-183.04
132.45,2.38,12.63,165.16,18.58,-182.74
132.5,2.4,13.51,165.07,19.27,-182.65
132.55,2.41,14.43,165.07,20.57,-182.28
132.6,2.42,14.79,165.14,22.84,-181.39
132.65,2.42,14.84,165.2,26.06,-180.09
132.7,2.41,14.93,165.22,29.79,-178.93
132.75,2.4,14.95,165.24,33.17,-178.18
132.8,2.4,14.98,165.2,35.65,-177.81
132.85,2.4,14.79,165.15,37.13,-177.47
132.9,2.39,14.95,165.09,38.16,-176.94
132.95,2.38,15.35,164.94,38.91,-176.27
133,2.37,15.26,164.76,39.07,-175.78
133.05,2.37,14.92,164.66,37.84,-175.9
133.1,2.37,14.44,164.64,35.21,-176.86
133.15,2.37,14.07,164.66,31.8,-178.61
133.2,2.37,13.3,164.62,28.34,-180.66
133.25,2.37,12.88,164.48,25.17,-182.58
133.3,2.37,13.24,164.27,22.34,-184.13
133.35,2.37,14.42,164.06,19.95,-185.34
133.4,2.37,15.33,163.98,18.06,-186.16
133.45,2.36,16.15,164.14,16.78,-186.47
133.5,2.35,16.5,164.47,16.18,-186.26
133.55,2.34,16.93,164.83,16.19,-185.76
133.6,2.33,16.09,165.06,16.67,-185.23
133.65,2.31,15,165.22,17.31,-184.69
133.7,2.3,13.82,165.35,17.88,-184.05
133.75,2.29,13.16,165.45,18.15,-183.2
133.8,2.29,13,165.5,18.04,-182.2
133.85,2.3,13.23,165.53,17.6,-180.91
133.9,2.31,13.85,165.45,16.99,-179.28
133.95,2.33,14.62,165.35,16.37,-177.38
134,2.35,14.69,165.27,16,-175.71
134.05,2.36,14.66,165.32,16.11,-174.84
134.1,2.36,14.07,165.41,17.01,-175.03
134.15,2.35,13.75,165.48,18.55,-176.12
134.2,2.35,12.76,165.51,20.23,-177.62
134.25,2.34,11.5,165.62,21.58,-179.12
134.3,2.33,10.45,165.78,22.36,-180.14
134.35,2.33,10.19,165.97,22.69,-180.15
134.4,2.33,10.53,166.13,22.69,-178.84
134.45,2.32,10.74,166.33,22.51,-176.36
134.5,2.31,10.86,166.67,22.25,-173.49
134.55,2.3,10.92,167.09,21.91,-171.1
134.6,2.3,11.16,167.55,21.62,-169.85
134.65,2.29,10.82,167.99,21.36,-169.95
134.7,2.3,10.19,168.35,21.12,-171.09
134.75,2.3,9.4,168.65,20.88,-172.69
134.8,2.31,9.32,169.13,20.74,-174.12
134.85,2.32,9.34,170.13,20.7,-175.18
134.9,2.33,9.53,171.85,20.73,-176.01
134.95,2.34,9.38,173.5,20.87,-176.87
135,2.34,9.38,174.57,21.21,-177.74
135.05,2.33,9.55,174.85,21.82,-178.51
135.1,2.31,9.99,174.9,22.67,-179.09
135.15,2.28,10.71,174.92,23.57,-179.48
135.2,2.26,11.34,175.03,24.21,-179.65
135.25,2.23,12.21,175.18,24.39,-179.54
135.3,2.2,12.91,175.55,24.03,-179
135.35,2.19,13.22,176.05,23.12,-178.05
135.4,2.19,13.83,176.67,21.74,-176.86
135.45,2.2,14.21,177.96,20.12,-175.85
135.5,2.21,15.21,180.6,18.59,-175.26
135.55,2.22,15.28,185.52,17.39,-174.98
135.6,2.25,16.1,191.07,16.73,-174.78
135.65,2.27,16.28,194.5,16.73,-174.58
135.7,2.28,17.28,194.16,17.3,-174.66
135.75,2.28,17.11,190.39,18.27,-175.36
135.8,2.29,17.08,186.28,19.22,-176.67
135.85,2.3,16.84,183.11,19.88,-178.33
135.9,2.3,16.98,182,20.04,-179.98
135.95,2.29,16.56,181.95,19.87,-181.55
136,2.26,15.31,182.38,19.64,-183
136.05,2.24,14.38,182.9,19.7,-184.34
136.1,2.22,13.34,183.67,20.23,-185.54
136.15,2.2,13.14,184.28,21.02,-186.67
136.2,2.2,12.5,184.6,21.72,-187.79
136.25,2.2,12.73,184.79,22.15,-188.91
136.3,2.2,12.65,184.67,22.45,-189.86
136.35,2.2,12.87,184.63,22.55,-190.64
136.4,2.2,12.7,184.96,22.32,-191.31
136.45,2.2,12.92,186.79,21.8,-191.95
136.5,2.2,13.92,189.27,21.31,-192.4
136.55,2.19,14.97,191.51,20.96,-192.46
136.6,2.17,15.18,192.98,20.67,-191.88
136.65,2.17,14.63,193.77,20.34,-190.75
136.7,2.17,14.56,193.38,19.93,-189.31
136.75,2.17,14.64,192.08,19.51,-187.9
136.8,2.18,14.24,190.95,19.08,-186.7
136.85,2.18,13.58,191.83,18.7,-185.71
136.9,2.18,13.56,194,18.37,-184.82
136.95,2.19,14.23,195.77,18.16,-183.87
137,2.19,14.76,196.82,17.96,-182.88
137.05,2.19,15.4,197.48,17.67,-181.99
137.1,2.19,15.83,199.19,17.33,-181.34
137.15,2.19,16.05,200.6,17.12,-180.84
137.2,2.19,15.58,200.69,17.13,-180.29
137.25,2.2,15.12,198.15,17.38,-179.73
137.3,2.22,14.34,194.38,17.81,-179.39
137.35,2.24,13.49,190.5,18.29,-179.42
137.4,2.25,12.37,187.85,18.71,-179.59
137.45,2.26,12.17,186.06,19.06,-179.53
137.5,2.27,12.91,185.31,19.51,-179.2
137.55,2.26,14.02,185.19,20.08,-178.86
137.6,2.25,15.19,184.58,20.64,-178.75
137.65,2.24,15.44,183.41,21,-178.86
137.7,2.22,15.33,181.9,21.1,-179.06
137.75,2.21,14.55,180.92,20.96,-179.36
137.8,2.21,13.78,180.42,20.62,-179.91
137.85,2.21,12.87,180.26,20.1,-180.69
137.9,2.2,11.53,180.57,19.52,-181.3
137.95,2.21,10.28,181.71,18.95,-181.15
138,2.21,9.36,183.78,18.44,-180.02
138.05,2.21,8.93,186.11,18.08,-178.35
138.1,2.22,8.86,188.1,17.94,-176.99
138.15,2.24,8.96,188.38,18.2,-176.68
138.2,2.25,9.76,187.11,18.74,-177.59
138.25,2.26,10.34,184.64,19.35,-179.4
138.3,2.27,11.02,182.43,19.79,-181.49
138.35,2.27,11.27,180.34,20.05,-183.45
138.4,2.26,11.46,178.73,20.31,-185.13
138.45,2.24,10.95,177.81,20.69,-186.7
138.5,2.22,10.28,178.06,21.1,-188.32
138.55,2.2,10.05,178.76,21.42,-189.97
138.6,2.18,10.47,179.27,21.56,-191.46
138.65,2.17,11.1,179.24,21.52,-192.39
138.7,2.16,11.91,178.94,21.22,-192.4
138.75,2.16,12.6,178.74,20.68,-191.42
138.8,2.17,13.3,179.22,19.95,-189.76
138.85,2.19,13.38,180.78,19.14,-188.01
138.9,2.21,13.34,182.75,18.38,-186.55
138.95,2.23,12.94,185.8,17.88,-185.52
139,2.24,12.66,188.63,17.72,-184.86
139.05,2.26,11.92,189.14,17.78,-184.63
139.1,2.27,11.32,186.74,17.95,-184.92
139.15,2.27,10.25,182.99,18.3,-185.65
139.2,2.26,9.71,180.48,19.19,-186.59
139.25,2.25,9.19,179.09,20.8,-187.54
139.3,2.24,9.58,178.17,22.92,-188.43
139.35,2.23,9.96,177.89,24.63,-189.18
139.4,2.23,10.51,177.96,25.48,-189.73
139.45,2.23,10.69,178.5,25.46,-190.16
139.5,2.23,11.04,179.15,25.15,-190.69
139.55,2.23,11.15,179.74,24.57,-191.52
139.6,2.24,10.84,180.04,23.64,-192.48
139.65,2.23,9.8,180.3,22.3,-193.24
139.7,2.22,8.93,180.99,20.84,-193.5
139.75,2.21,8.35,181.41,19.61,-193.26
139.8,2.19,8.45,181.4,18.82,-192.59
139.85,2.18,8.56,181.4,18.39,-191.66
139.9,2.16,9,181.79,18.03,-190.71
139.95,2.14,9.11,181.83,17.56,-190.09
140,2.13,9.42,180.94,17,-190.15
140.05,2.13,9.91,180.06,16.65,-190.86
140.1,2.13,10.47,179.97,16.63,-191.78
140.15,2.14,10.48,180.53,16.88,-192.4
140.2,2.15,10.39,181.2,17.16,-192.66
140.25,2.16,10.17,182.02,17.37,-192.9
140.3,2.18,10.31,183.21,17.51,-193.52
140.35,2.2,10.3,185.57,17.69,-194.43
140.4,2.21,10.52,187.79,18.02,-195.32
140.45,2.22,10.96,187.86,18.56,-195.87
140.5,2.22,11.1,185.47,19.15,-196.15
140.55,2.23,11.41,182.39,19.37,-196.39
140.6,2.23,11.5,180.77,19.02,-196.72
140.65,2.24,11.38,180.4,18.24,-196.93
140.7,2.25,10.58,180.23,17.49,-196.6
140.75,2.26,9.59,179.59,16.98,-195.37
140.8,2.27,9.03,178.18,16.72,-193.51
140.85,2.28,9.13,176.7,16.61,-191.64
140.9,2.28,9.23,175.9,16.73,-190.49
140.95,2.29,9.27,175.67,17.21,-190.18
141,2.28,9.5,176.09,18.1,-190.24
141.05,2.28,10.15,176.7,19.39,-189.9
141.1,2.27,11.13,177.44,20.83,-188.66
141.15,2.26,12.06,178.11,22.23,-186.61
141.2,2.25,12.84,178.53,23.17,-184.46
141.25,2.24,13.58,178.65,23.53,-183.04
141.3,2.24,14.28,178.67,23.25,-182.72
141.35,2.24,14.77,178.7,22.69,-183.24
141.4,2.24,14.01,178.14,22.11,-183.93
141.45,2.24,12.96,177.14,21.61,-184.31
141.5,2.23,11.59,175.81,21.11,-184.26
141.55,2.23,11.11,175.07,20.57,-184.03
141.6,2.23,9.74,174.61,19.93,-183.88
141.65,2.23,8.57,174.2,19.18,-183.9
141.7,2.22,7.26,173.85,18.46,-183.95
141.75,2.21,6.57,173.74,17.88,-183.8
141.8,2.22,6.57,173.82,17.42,-183.24
141.85,2.23,7.03,173.6,17.04,-182.34
141.9,2.24,7.72,173.12,16.79,-181.29
141.95,2.25,8.15,172.32,16.68,-180.47
142,2.25,8.77,171.53,16.66,-180.19
142.05,2.25,9.58,170.81,16.61,-180.59
142.1,2.25,9.67,170.47,16.48,-181.67
142.15,2.24,9.25,169.72,16.21,-183.19
142.2,2.24,8.78,167.95,15.77,-184.89
142.25,2.25,8.61,165.54,15.26,-186.45
142.3,2.25,8.28,163.5,14.8,-187.69
142.35,2.26,7.58,162.3,14.88,-188.52
142.4,2.26,6.77,161.52,14.71,-188.84
142.45,2.27,6.27,160.9,14.6,-188.75
142.5,2.27,5.81,160.44,14.16,-188.55
142.55,2.26,6.02,160.18,14.32,-188.7
142.6,2.25,5.97,160.44,14.83,-189.3
142.65,2.25,6.8,161.15,15.5,-190.11
142.7,2.26,7.55,162.14,15.87,-190.54
142.75,2.26,8.67,162.97,15.75,-190.23
142.8,2.25,9.04,163.6,15.34,-189.21
142.85,2.25,8.74,163.98,14.89,-187.98
142.9,2.25,8.56,164.1,14.6,-187.07
142.95,2.25,8.46,164.06,14.61,-186.62
143,2.26,8.2,164.03,14.92,-186.1
143.05,2.26,7.73,163.98,15.36,-184.95
143.1,2.28,7.19,163.65,15.68,-183.07
143.15,2.28,7.78,162.68,15.73,-181.41
143.2,2.28,7.99,161.76,15.54,-180.89
143.25,2.27,8.16,161.07,15.32,-182.16
143.3,2.26,7.83,161.01,15.27,-184.77
143.35,2.25,7.9,161.04,15.35,-188.05
143.4,2.23,8.25,161.08,15.49,-191.15
143.45,2.21,8.33,161.1,15.58,-193.64
143.5,2.19,8.52,161.33,15.73,-195.18
143.55,2.18,8.97,163.02,16.15,-195.73
143.6,2.17,10.3,165.49,16.91,-195.17
143.65,2.17,12.05,168.41,17.89,-193.49
143.7,2.18,13.47,170.47,18.8,-190.68
143.75,2.19,14.51,172.21,19.55,-187.15
143.8,2.2,15,172.8,20.17,-183.58
143.85,2.19,15.5,172.6,20.73,-180.85
143.9,2.2,15.3,172.27,21.23,-179.31
143.95,2.2,14.76,173.24,21.69,-178.81
144,2.21,13.81,174.79,22.04,-178.82
144.05,2.22,13.51,175.38,22.26,-178.9
144.1,2.24,13.07,174.12,22.25,-178.94
144.15,2.26,12.92,171.98,21.97,-179.09
144.2,2.27,12.6,170.11,21.55,-179.56
144.25,2.27,12.3,168.95,21.16,-180.31
144.3,2.25,12.38,167.86,20.98,-181.19
144.35,2.24,12.34,166.74,20.95,-182.02
144.4,2.23,13.34,165.59,20.94,-182.71
144.45,2.22,14.34,164.42,20.93,-183.25
144.5,2.21,15.54,163.38,21,-183.71
144.55,2.22,16.57,162.59,21.22,-184.32
144.6,2.23,17.62,162.62,21.62,-185.28
144.65,2.24,17.84,162.64,22.22,-186.62
144.7,2.26,17.09,162.12,23,-188.12
144.75,2.27,15.39,160.91,23.97,-189.43
144.8,2.29,14.5,159.72,24.96,-190.27
144.85,2.3,13.78,158.98,25.81,-190.54
144.9,2.31,13.45,158.32,26.36,-190.38
144.95,2.32,12.65,158,26.52,-190.08
145,2.34,11.82,157.76,26.12,-189.91
145.05,2.35,11.29,157.6,25.06,-189.98
145.1,2.36,10.62,157.3,23.51,-190.14
145.15,2.37,9.98,156.99,21.92,-190.16
145.2,2.38,9.32,156.69,20.84,-189.99
145.25,2.37,9.26,156.34,20.5,-189.72
145.3,2.37,9.92,156.12,20.57,-189.5
145.35,2.36,10.64,156.1,20.6,-189.33
145.4,2.35,11.51,156.54,20.43,-189.21
145.45,2.33,12.03,157.2,20.35,-189.09
145.5,2.32,12.31,157.86,20.76,-188.97
145.55,2.3,12.47,158.26,21.58,-188.86
145.6,2.28,12.56,158.61,22.41,-188.97
145.65,2.26,12.8,158.98,22.54,-189.49
145.7,2.24,12.87,159.3,21.88,-190.54
145.75,2.23,12.94,159.75,20.7,-191.91
145.8,2.23,13.36,160.96,19.61,-193.32
145.85,2.24,13.86,163.03,18.9,-194.44
145.9,2.25,13.64,164.8,18.6,-195.04
145.95,2.27,12.9,165.83,18.5,-195.04
146,2.28,11.91,165.81,18.49,-194.58
146.05,2.28,11.76,165.93,18.62,-194.13
146.1,2.27,11.13,165.95,19.16,-194.09
146.15,2.26,10.58,166.06,20.15,-194.69
146.2,2.25,10.14,166.09,21.4,-195.62
146.25,2.24,10.94,166.08,22.43,-196.61
146.3,2.23,12.02,166.03,23.12,-197.34
146.35,2.24,12.59,165.89,23.4,-197.5
146.4,2.25,12.32,165.67,23.33,-196.84
146.45,2.27,11.78,165.64,22.69,-195.34
146.5,2.29,10.82,166.09,21.44,-193.68
146.55,2.29,10.12,167.32,19.75,-192.72
146.6,2.29,9.19,168.15,17.96,-193.07
146.65,2.28,9.06,168.12,16.47,-194.61
146.7,2.27,8.85,166.99,15.58,-196.45
146.75,2.27,8.98,166.05,15.43,-197.62
146.8,2.27,9.37,165.54,15.88,-197.39
146.85,2.28,9.67,165.34,16.58,-195.99
146.9,2.3,10.21,165.2,17.12,-193.96
146.95,2.32,10.18,165,17.38,-192.02
147,2.35,10.68,164.71,17.53,-190.42
147.05,2.37,11.17,164.52,17.89,-189.32
147.1,2.39,11.97,164.65,18.59,-188.83
147.15,2.39,12.43,165.26,19.58,-188.98
147.2,2.39,12.48,165.72,20.73,-189.73
147.25,2.39,12.78,165.93,21.91,-190.89
147.3,2.39,12.65,165.71,22.98,-192.28
147.35,2.39,12.29,165.57,23.88,-193.72
147.4,2.38,12.19,165.5,24.57,-195.13
147.45,2.37,12.3,165.59,25.47,-196.58
147.5,2.35,13.3,165.77,26.65,-198.07
147.55,2.32,13.52,165.92,27.68,-199.37
147.6,2.29,14.36,166.25,28.03,-200.09
147.65,2.27,14.98,166.83,27.79,-200.1
147.7,2.24,15.07,167.86,27.6,-199.6
147.75,2.23,14.21,168.22,27.72,-198.92
147.8,2.21,12.66,168.1,27.72,-198.16
147.85,2.21,11.77,167.53,27.01,-197.12
147.9,2.22,11.29,167.66,25.59,-195.59
147.95,2.22,11.01,168.19,23.92,-193.67
148,2.22,10.66,168.86,22.6,-191.74
148.05,2.23,11.13,169.23,21.8,-190.22
148.1,2.24,11.96,169.44,21.5,-189.22
148.15,2.25,13.02,169.06,21.63,-188.38
148.2,2.27,13,167.3,21.94,-187.34
148.25,2.29,13,164.78,21.99,-186.1
148.3,2.32,12.6,162.2,21.57,-185.11
