Den,Ng,Cal,SP,Res
2.03,39.05,130.7,-288.57,11.19
2.02,40.2,130.92,-290.59,10.56
2.02,41.25,131.59,-291.63,10.08
2.03,42.09,132.03,-291.7,9.74
2.04,42.07,132.03,-290.94,9.47
2.06,41.83,132.26,-289.72,9.26
2.09,41.38,132.7,-288.44,9.05
2.11,41.24,133.81,-287.53,8.88
2.14,40.72,135.59,-287.15,8.77
2.15,39.99,139.14,-287.16,8.75
2.17,38.94,141.36,-287.08,8.84
2.19,37.59,142.91,-286.6,8.98
2.24,36.31,145.35,-285.63,9.13
2.26,34.98,147.35,-284.42,9.29
2.28,34.06,147.8,-283.22,9.42
2.29,33.21,143.36,-282.12,9.52
2.29,32.25,135.36,-281.02,9.55
2.3,31.09,130.48,-279.82,9.52
2.3,29.87,129.37,-278.6,9.45
2.29,29.39,129.37,-277.78,9.39
2.28,29.45,129.59,-277.75,9.35
2.27,29.57,130.26,-278.72,9.34
2.26,29.8,131.37,-280.47,9.33
2.26,29.68,133.14,-282.67,9.33
2.25,29.7,134.25,-284.84,9.33
2.24,28.67,134.7,-286.66,9.35
2.23,28.67,135.14,-287.86,9.37
2.23,28.67,135.59,-288.35,9.36
2.22,30.27,136.03,-288.27,9.33
2.21,31.59,136.25,-288.26,9.24
2.2,33.17,136.25,-288.81,9.11
2.19,34.55,136.47,-289.92,8.92
2.18,35.75,137.58,-290.81,8.71
2.16,37.26,138.92,-290.76,8.5
2.14,39.4,139.36,-289.73,8.3
2.12,42.93,138.03,-287.88,8.11
2.11,46.47,137.14,-285.82,7.89
2.1,49.28,137.58,-283.94,7.68
2.09,51.15,137.81,-282.71,7.49
2.09,52.89,137.58,-282.2,7.31
2.08,54.61,137.81,-282.27,7.14
2.08,55.9,138.25,-282.82,6.97
2.07,57.5,139.14,-283.78,6.83
2.07,59.08,139.58,-285.21,6.74
2.07,60.52,139.8,-287.1,6.7
2.07,61.32,139.8,-289.4,6.67
2.07,62.17,139.8,-291.82,6.63
2.07,63.5,140.03,-294.16,6.62
2.05,64.73,141.36,-296.28,6.65
2.04,65.45,141.8,-298.16,6.71
2.02,65.64,140.91,-299.78,6.77
2.01,65.42,140.91,-300.89,6.83
2.01,64.41,141.8,-301.01,6.88
2.01,62.97,142.02,-299.67,6.9
2.01,61.88,140.91,-296.72,6.92
2,61.37,140.03,-292.75,6.93
2,60.25,139.36,-288.73,6.93
2.01,58.32,139.36,-285.55,6.92
2.03,56.11,139.14,-283.69,6.91
2.05,54.69,138.92,-282.99,6.91
2.08,53.96,138.47,-282.99,6.91
2.1,54.53,138.25,-283.18,6.93
2.11,55.9,138.03,-283.47,6.96
2.15,57.29,138.25,-284.11,7.03
2.18,57.84,137.81,-285.34,7.11
2.21,57.02,136.92,-287.08,7.2
2.24,55.57,136.47,-288.93,7.3
2.26,53.32,135.59,-290.17,7.41
2.27,51.58,135.36,-290.16,7.59
2.27,49.58,135.36,-288.29,7.81
2.28,47.43,132.92,-284.78,8.1
2.29,43.8,130.48,-280.42,8.39
2.29,39.65,132.26,-276.82,8.75
2.3,35.69,132.92,-275.19,9.12
2.31,32.47,131.37,-275.87,9.55
2.32,30.43,129.81,-278.12,9.97
2.32,28.78,128.26,-280.47,10.34
2.32,28.44,128.04,-281.86,10.61
2.32,28.24,128.48,-281.84,10.72
2.32,28.54,129.37,-281.03,10.69
2.32,28.56,131.15,-280.41,10.53
2.32,29.02,132.48,-280.83,10.31
2.33,28.92,132.92,-282.48,10.08
2.33,28.79,133.37,-284.84,9.89
2.32,28.54,133.37,-287.07,9.74
2.32,28.67,133.37,-288.61,9.65
2.33,28.44,133.37,-289.3,9.58
2.34,27.82,133.37,-289.57,9.53
2.34,26.65,133.59,-289.88,9.51
2.33,25.7,133.81,-290.61,9.52
2.33,24.47,134.03,-291.68,9.54
2.33,23.03,134.25,-292.74,9.57
2.33,21.3,134.48,-293.39,9.61
2.33,19.87,134.7,-293.44,9.65
2.34,18.83,134.92,-292.86,9.68
2.35,18.14,134.92,-291.7,9.72
2.36,17.4,135.14,-290.05,9.75
2.36,16.91,135.36,-288.04,9.75
2.36,16.06,135.36,-285.85,9.73
2.36,15.59,135.59,-283.75,9.71
2.36,15.33,135.59,-282.05,9.68
2.35,15.59,135.59,-281.13,9.66
2.33,16.58,135.36,-281.22,9.66
2.32,18.03,134.7,-282.35,9.69
2.3,20.12,134.48,-284.12,9.76
2.29,21.63,134.25,-285.88,9.86
2.29,22.75,133.81,-287,9.96
2.28,23.48,133.37,-287.05,10.07
2.28,24.25,133.14,-286,10.18
2.28,24.54,132.92,-284.2,10.27
2.29,24.56,131.81,-282.29,10.34
2.3,24.02,131.15,-281.05,10.4
2.32,23.12,131.15,-280.97,10.48
2.33,21.63,130.92,-282.09,10.56
2.34,20.15,130.92,-283.88,10.66
2.34,18.76,130.92,-285.57,10.77
2.34,17.58,130.92,-286.42,10.86
2.34,16.67,130.92,-286.16,10.93
2.34,16.05,130.92,-285.05,10.96
2.34,15.74,130.92,-283.55,10.95
2.34,15.56,130.92,-282.08,10.93
2.34,15.86,130.92,-280.68,10.92
2.34,16.28,130.92,-279.56,10.95
2.33,17.43,130.92,-278.97,11
2.32,18.54,130.92,-279.45,11.09
2.31,19.59,130.92,-280.9,11.17
2.31,19.83,130.7,-282.79,11.28
2.31,19.48,130.48,-284.16,11.41
2.31,19.46,130.26,-284.52,11.59
2.32,19.39,130.26,-283.89,11.78
2.32,19.97,130.04,-282.73,11.96
2.31,20.07,129.59,-281.54,12.11
2.31,20.21,128.93,-280.72,12.24
2.3,20.46,128.48,-280.5,12.32
2.3,20.33,128.26,-280.83,12.38
2.29,20.56,128.26,-281.52,12.41
2.29,20.38,128.04,-282.38,12.43
2.28,20.79,127.82,-283.29,12.44
2.28,21.23,127.37,-284.11,12.42
2.28,21.2,127.15,-284.7,12.41
2.28,20.69,126.93,-285.07,12.4
2.28,19.58,126.71,-285.42,12.43
2.28,18.65,126.48,-286.02,12.47
2.29,17.65,126.48,-286.93,12.55
2.3,16.66,126.48,-288.12,12.61
2.31,15.86,126.26,-289.32,12.65
2.32,15.5,126.04,-290.27,12.64
2.33,15.07,126.04,-290.69,12.59
2.33,14.92,126.04,-290.52,12.48
2.33,15,126.26,-289.93,12.37
2.34,15.58,126.48,-289.25,12.27
2.34,16.12,126.48,-288.79,12.22
2.34,16.74,126.48,-288.73,12.18
2.35,17.17,126.26,-289.11,12.14
2.35,17.78,126.26,-289.74,12.07
2.36,18.19,126.48,-290.29,11.98
2.36,18.6,127.37,-290.47,11.91
2.37,18.96,128.93,-290.17,11.86
2.36,19.31,130.48,-289.57,11.84
2.36,19.45,131.59,-288.92,11.83
2.36,19.35,132.7,-288.5,11.88
2.36,18.96,133.59,-288.5,11.96
2.35,18.66,134.7,-288.88,12.06
2.34,18.33,135.81,-289.3,12.09
2.34,18.2,136.03,-289.18,12.05
2.34,18.31,136.47,-288,11.95
2.33,18.7,136.7,-285.88,11.82
2.33,19.6,136.92,-283.4,11.67
2.33,20.46,137.14,-281.51,11.52
2.32,20.81,137.36,-280.66,11.4
2.31,21.26,137.36,-281.04,11.31
2.32,21.61,137.14,-282.44,11.26
2.32,22.57,137.14,-284.68,11.23
2.32,23.24,136.92,-287.37,11.25
2.31,24.36,136.47,-290.08,11.32
2.3,25.12,136.03,-291.97,11.41
2.29,25.7,136.03,-292.43,11.51
2.29,25.36,135.81,-290.89,11.6
2.28,24.61,135.59,-287.66,11.69
2.28,24,134.7,-283.3,11.75
2.28,23.72,133.59,-278.94,11.81
2.29,23.54,132.7,-275.32,11.85
2.29,23.25,132.26,-272.91,11.92
2.29,22.36,132.03,-271.55,12.03
2.29,21.32,131.81,-271.07,12.18
2.29,19.94,131.15,-271.39,12.7
2.29,18.85,130.7,-272.69,13.26
2.29,18.16,130.04,-275.11,13.46
2.29,17.6,129.59,-278.46,13.18
2.29,16.95,129.59,-282.19,12.73
2.29,16.31,129.37,-285.49,12.58
2.29,15.85,128.93,-287.8,12.55
2.28,15.23,128.26,-288.88,12.64
2.27,14.82,127.59,-289.06,12.76
2.25,14.21,127.15,-288.99,12.83
2.25,13.81,126.71,-289.28,12.83
2.25,13.4,126.48,-290.2,12.78
2.24,12.84,126.48,-291.52,12.74
2.24,12.65,126.26,-292.85,12.81
2.24,12.3,126.04,-293.8,13.05
2.24,12.19,125.6,-294.22,13.43
2.24,11.7,124.49,-294.17,13.82
2.25,11.18,123.82,-293.81,14.07
2.26,10.98,123.6,-293.3,14.11
2.27,11.23,123.6,-292.7,13.99
2.27,12.04,123.6,-292.12,13.82
2.27,12.85,123.6,-291.63,13.71
2.26,13.78,123.6,-291.32,13.7
2.26,14.33,123.6,-291.19,13.81
2.26,14.82,123.82,-291.13,14.01
2.26,15.23,124.04,-291.06,14.25
2.26,15.41,124.04,-290.91,14.47
2.26,15.33,124.04,-290.72,14.67
2.27,15.35,124.04,-290.41,14.83
2.26,15.54,124.04,-289.85,14.95
2.26,15.38,124.04,-288.92,15.03
2.25,14.98,124.04,-287.62,15.09
2.24,14.27,124.04,-286.15,15.12
2.25,13.85,124.26,-284.78,15.05
2.25,13.02,124.04,-283.68,14.89
2.25,12.38,123.82,-283.01,14.69
2.25,11.68,123.82,-282.85,14.53
2.24,11.81,124.04,-283.21,14.45
2.23,11.5,124.49,-283.83,14.49
2.23,11.26,124.93,-284.28,14.65
2.22,10.55,125.15,-284.19,14.94
2.23,10.76,125.15,-283.46,15.3
2.23,10.86,125.15,-282.3,15.67
2.23,10.93,125.15,-281.04,15.95
2.24,10.56,125.15,-279.97,16.06
2.24,10.3,125.37,-279.29,16.05
2.25,10.17,125.37,-278.89,15.96
2.25,9.69,125.37,-278.56,15.9
2.25,9.77,125.37,-278.09,15.85
2.25,9.89,125.15,-277.65,15.8
2.25,10.33,124.71,-277.5,15.74
2.25,9.85,124.26,-277.88,15.68
2.25,9.04,124.04,-278.61,15.65
2.25,8.18,123.82,-279.52,15.65
2.25,7.84,123.6,-280.44,15.68
2.25,8,123.15,-281.5,15.72
2.25,8.57,122.93,-282.72,15.75
2.25,9.12,122.93,-284.03,15.8
2.25,9.54,122.71,-285.17,15.85
2.25,9.13,122.49,-285.86,15.9
2.26,8.53,122.27,-285.86,15.93
2.26,7.73,122.04,-285.1,15.97
2.27,7.85,121.82,-283.69,16.01
2.27,8.12,121.6,-282.02,16.08
2.26,8.99,121.38,-280.53,16.16
2.26,9.42,121.16,-279.55,16.27
2.25,9.88,121.16,-279.04,16.38
2.25,9.46,120.93,-278.66,16.52
2.25,9.07,120.71,-278.09,16.65
2.24,8.71,120.71,-277.3,16.78
2.24,8.76,120.71,-276.63,16.87
2.24,9.29,120.71,-276.54,16.93
2.24,9.61,120.71,-277.28,16.95
2.24,9.98,120.49,-278.77,16.97
2.24,9.52,120.27,-280.59,17.01
2.24,9.1,120.27,-282.33,17.08
2.23,8.32,120.05,-283.63,17.15
2.23,8.09,119.6,-284.43,17.19
2.23,8.28,119.38,-284.68,17.2
2.23,9.27,119.16,-284.31,17.17
2.23,10.31,119.16,-283.25,17.13
2.23,10.92,118.94,-281.5,17.11
2.22,11.25,118.71,-279.38,17.14
2.22,11.43,118.71,-277.17,17.19
2.22,11.54,118.49,-275.16,17.25
2.22,11.39,118.49,-273.5,17.26
2.22,11.39,118.27,-272.48,17.22
2.22,11.56,118.27,-272.22,17.12
2.22,11.39,118.27,-272.74,16.98
2.22,10.99,118.27,-273.84,16.85
2.21,10.08,118.27,-275.28,16.79
2.22,9.61,118.27,-276.9,16.8
2.22,8.94,117.83,-278.58,16.82
2.23,8.51,117.83,-280.2,16.81
2.23,7.89,117.83,-281.48,16.75
2.23,8.08,118.05,-282.3,16.68
2.22,8.99,118.49,-282.68,16.6
2.23,10.22,118.94,-282.99,16.54
2.23,10.84,120.05,-283.46,16.47
2.23,11.01,120.49,-284.16,16.42
2.23,10.77,120.71,-284.78,16.37
2.24,10.36,120.71,-284.96,16.35
2.24,9.83,120.93,-284.54,16.38
2.24,9.64,121.16,-283.67,16.45
2.24,10.09,120.93,-282.82,16.51
2.24,10.15,120.71,-282.26,16.54
2.25,9.45,120.49,-282.09,16.54
2.25,8.12,120.27,-282.13,16.54
2.26,7.51,120.05,-282.36,16.54
2.27,8.13,120.05,-282.74,16.54
2.27,9.53,120.05,-283.23,16.56
2.28,10.93,120.05,-283.64,16.62
2.29,11.89,119.82,-283.73,16.7
2.29,12.37,119.38,-283.4,16.76
2.28,12.45,119.16,-282.75,16.77
2.28,12.76,118.94,-282.05,16.77
2.27,13.04,118.94,-281.57,16.78
2.27,13.56,118.71,-281.44,16.76
2.27,13.52,118.49,-281.58,16.7
2.26,13.02,118.49,-281.62,16.58
2.25,12.31,118.94,-281.37,16.41
2.25,11.47,119.16,-280.83,16.24
2.24,10.95,119.16,-280.54,16.09
2.24,10.48,118.94,-280.82,15.99
2.24,10.49,119.16,-281.76,15.96
2.23,10.59,119.38,-282.86,15.98
2.23,11.02,119.38,-283.62,16.04
2.23,11.52,119.38,-283.57,16.1
2.23,12.11,119.38,-282.68,16.15
2.23,12.33,119.38,-281.01,16.19
2.23,12.29,119.6,-278.84,16.22
2.23,11.92,119.6,-276.46,16.23
2.23,12.24,119.6,-274.28,16.23
2.23,12.23,119.6,-272.58,16.24
2.22,12.5,119.6,-271.67,16.27
2.21,11.95,119.38,-271.59,16.29
2.21,11.09,119.6,-272.17,16.31
2.21,9.81,119.6,-272.95,16.31
2.21,8.38,119.82,-273.51,16.29
2.21,7.44,119.82,-273.63,16.26
2.21,6.96,119.82,-273.42,16.21
2.21,7.28,119.82,-273.34,16.17
2.21,7.25,119.82,-273.76,16.14
2.21,7.11,119.6,-274.82,16.17
2.22,6.67,119.38,-276.17,16.26
2.23,6.76,119.38,-277.25,16.4
2.25,6.89,119.38,-277.48,16.53
2.25,7.53,119.82,-276.51,16.62
2.26,8.28,121.16,-274.55,16.65
2.27,9.36,122.93,-272.34,16.62
2.29,9.73,123.82,-270.85,16.59
2.29,10.02,123.82,-270.86,16.58
2.3,10.35,123.38,-272.57,16.65
2.3,10.87,122.04,-275.54,16.75
2.3,11.45,120.05,-278.97,16.86
2.3,11.86,119.38,-282.08,16.96
2.3,12.26,119.38,-284.4,17.04
2.3,12.63,119.38,-285.86,17.11
2.3,12.38,119.38,-286.68,17.16
2.29,12,119.38,-287.12,17.18
2.28,11.68,119.16,-287.2,17.1
2.28,11.34,119.16,-286.77,16.88
2.28,11,119.16,-285.63,16.53
2.27,10.67,119.38,-283.89,16.12
2.27,10.73,119.6,-281.94,15.82
2.27,10.88,120.71,-280.24,15.74
2.26,10.72,122.04,-279.08,15.91
2.27,10.92,122.49,-278.36,16.19
2.26,11.13,122.27,-277.76,16.44
2.26,11.61,121.82,-276.94,16.57
2.25,11.75,121.38,-275.93,16.57
2.24,12.07,120.49,-274.97,16.48
2.24,12.56,120.27,-274.36,16.37
2.24,12.33,120.93,-274.08,16.25
2.24,11.78,121.82,-273.85,16.17
2.24,10.82,122.04,-273.33,16.09
2.24,10.52,121.82,-272.28,16.02
2.24,10.27,121.38,-270.76,15.96
2.25,9.96,121.82,-268.82,15.88
2.25,9.65,123.15,-266.72,15.8
2.26,9.52,123.6,-264.68,15.73
2.27,9.63,123.6,-263.2,15.68
2.27,9.63,123.38,-262.66,15.64
2.28,10.05,122.49,-263.26,15.62
2.28,10.54,120.93,-264.7,15.61
2.28,11.52,119.82,-266.43,15.58
2.28,12.21,119.6,-268.05,15.53
2.28,12.75,119.38,-269.39,15.45
2.27,13.39,119.16,-270.51,15.39
2.26,13.83,118.71,-271.33,15.38
2.26,14.04,118.49,-271.89,15.43
2.25,13.77,118.49,-272.28,15.52
2.25,13.96,118.49,-272.78,15.64
2.25,14.15,118.71,-273.55,15.79
2.25,14.42,118.71,-274.62,15.96
2.25,13.91,118.71,-275.92,16.14
2.25,13.27,118.71,-277.32,16.34
2.25,12.44,118.71,-278.76,16.58
2.25,11.74,118.49,-280.1,16.84
2.25,11.24,118.71,-281.18,17.11
2.24,11.4,118.71,-281.79,17.32
2.23,11.73,118.94,-281.74,17.43
2.22,12.22,119.16,-280.93,17.41
2.22,11.79,119.16,-279.25,17.26
2.22,11.4,118.94,-276.68,17.05
2.22,11.04,118.71,-273.45,16.82
2.22,11.09,118.27,-270.02,16.64
2.22,11.63,118.05,-267.02,16.52
2.22,12.54,117.83,-264.93,16.46
2.22,13.63,117.83,-264.05,16.44
2.22,14.24,117.83,-264.37,16.45
2.23,14.57,117.38,-265.75,16.45
2.24,14.96,117.16,-268.01,16.39
2.25,15.31,116.72,-270.85,16.28
2.26,15.85,116.49,-273.9,16.1
2.26,16.23,116.49,-276.72,15.87
2.26,17.02,116.72,-279.07,15.57
2.27,17.65,116.94,-280.96,15.23
2.27,17.93,117.38,-282.57,14.86
2.27,17.72,117.6,-283.92,14.51
2.27,17.53,117.83,-284.89,14.21
2.27,17.25,117.6,-285.18,13.98
2.27,16.76,117.6,-284.57,13.86
2.27,15.8,118.05,-283.1,13.84
2.28,15.11,118.49,-281.04,13.95
2.28,13.98,118.71,-278.87,14.16
2.27,12.82,118.71,-277.07,14.45
2.27,11.36,118.49,-275.97,14.73
2.27,10.44,118.05,-275.63,14.93
2.27,9.76,118.05,-275.87,15.02
2.27,9.24,118.05,-276.28,15.01
2.27,8.6,118.27,-276.37,14.93
2.28,7.97,118.71,-275.74,14.82
2.28,7.71,119.16,-274.43,14.73
2.28,7.74,119.38,-272.85,14.67
2.28,8.29,119.38,-271.89,14.63
2.28,8.41,119.6,-272.11,14.61
2.28,8.54,120.05,-273.85,14.59
2.27,8.39,120.71,-276.71,14.56
2.28,8.99,120.93,-280.1,14.5
2.28,9.68,121.16,-283.28,14.42
2.28,10.33,121.38,-285.67,14.35
2.28,10.8,121.6,-287.05,14.3
2.27,11.03,121.82,-287.52,14.26
2.27,11.37,121.38,-287.45,14.21
2.28,11.48,121.16,-287.17,14.13
2.28,11.57,121.82,-286.88,14.04
2.28,11.61,122.71,-286.48,13.94
2.28,11.24,123.82,-285.79,13.83
2.29,10.97,124.49,-284.64,13.72
2.29,10.44,124.26,-283.2,13.64
2.29,10.88,124.04,-281.75,13.6
2.29,11.27,124.26,-280.62,13.58
2.28,12.03,124.04,-279.8,13.59
2.28,12.26,123.82,-279.13,13.61
2.28,12.46,123.82,-278.45,13.64
2.27,12.34,123.82,-277.74,13.67
2.27,11.96,123.82,-277.15,13.73
2.27,12.06,124.04,-276.8,13.82
2.26,12.2,124.04,-276.75,13.92
2.27,12.25,124.26,-276.94,14.04
2.27,11.09,124.71,-277.2,14.18
2.28,9.67,124.71,-277.27,14.34
2.28,8.15,124.71,-276.92,14.51
2.28,7.36,124.71,-276.09,14.65
2.28,6.9,124.71,-274.93,14.77
2.28,7.05,125.15,-273.62,14.85
2.27,7.59,125.6,-272.38,14.9
2.27,8.13,126.04,-271.36,14.92
2.26,8.14,126.48,-270.92,14.9
2.25,8.26,126.71,-271.34,14.89
2.25,8.48,126.71,-272.95,14.89
2.25,9.35,127.15,-275.62,14.92
2.25,9.97,127.15,-278.94,14.99
2.26,10.66,127.15,-282.13,15.13
2.27,11.13,127.37,-284.57,15.36
2.28,11.56,127.37,-285.94,15.65
2.29,12.14,127.37,-286.39,15.96
2.3,12.74,127.37,-286.31,16.24
2.3,13.78,127.59,-285.98,16.49
2.31,14.1,127.59,-285.29,16.67
2.31,14.38,127.59,-283.99,16.81
2.3,14.1,127.59,-282.04,16.95
2.3,13.89,127.59,-279.99,17.12
2.29,13.2,127.59,-278.41,17.28
2.29,12.42,127.59,-277.67,17.38
2.28,11.72,127.15,-277.48,17.35
2.28,11.43,126.93,-277.22,17.24
2.27,11.03,126.71,-276.48,17.12
2.27,10.29,126.48,-275.24,17
2.27,9.46,126.04,-273.86,16.93
2.27,9.15,126.04,-272.79,16.86
2.28,9.32,126.04,-272.26,16.8
2.28,9.7,126.04,-272.24,16.72
2.29,10.6,125.6,-272.47,16.65
2.28,11.66,124.71,-272.73,16.58
2.28,13.25,123.38,-272.81,16.52
2.28,14.38,122.04,-272.58,16.47
2.29,15.73,121.38,-272.05,16.42
2.29,16.42,121.16,-271.38,16.4
2.29,16.83,121.16,-270.9,16.43
2.28,16.85,121.16,-270.8,16.47
2.28,16.74,121.6,-271.21,16.47
2.29,16.72,122.27,-272.07,16.41
2.29,16.69,122.49,-273.33,16.36
2.3,16.48,122.71,-274.83,16.38
2.31,15.63,123.15,-276.34,16.43
2.32,14.22,123.6,-277.57,16.43
2.33,12.77,123.82,-278.35,16.37
2.33,11.6,124.26,-278.59,16.29
2.34,11.27,124.71,-278.23,16.22
2.34,11.38,124.93,-277.29,16.18
2.34,11.93,124.93,-276.01,16.15
2.34,12.26,124.93,-274.82,16.14
2.33,12.64,124.71,-274.17,16.12
2.32,12.98,124.49,-274.22,16.11
2.3,13.52,123.6,-274.73,16.12
2.29,14.5,123.15,-275.15,16.16
2.27,15.41,123.38,-274.91,16.27
2.27,15.98,123.6,-273.82,16.38
2.26,15.68,123.38,-272.32,16.46
2.24,14.73,123.15,-271.21,16.42
2.23,13.68,123.6,-271.07,16.24
2.22,12.88,124.04,-271.76,15.93
2.21,12.11,124.93,-272.56,15.59
2.2,11,125.6,-272.62,15.31
2.21,9.82,126.04,-271.72,15.15
2.21,8.96,126.04,-270.21,15.06
2.22,8.16,126.04,-268.92,15.04
2.22,7.42,125.82,-268.39,15.06
2.22,7.12,125.82,-268.89,15.12
2.22,7.31,125.82,-270.47,15.21
2.23,7.89,125.82,-273.02,15.31
2.23,8.24,125.82,-276.22,15.43
2.24,9.23,125.6,-279.45,15.56
2.24,10.29,125.37,-281.99,15.66
2.25,11.5,124.93,-283.37,15.7
2.25,11.96,124.93,-283.55,15.68
2.25,12.09,125.15,-282.85,15.63
2.24,12.01,125.37,-281.58,15.58
2.24,12.02,124.93,-279.87,15.54
2.24,11.61,124.04,-277.84,15.56
2.24,11.13,123.38,-275.6,15.64
2.25,10.35,122.93,-273.38,15.8
2.25,9.89,122.49,-271.35,16.01
2.25,9.45,121.38,-269.72,16.2
2.25,9.07,120.05,-268.69,16.31
2.26,8.7,119.38,-268.44,16.32
2.26,8.15,119.16,-268.99,16.25
2.27,7.77,118.94,-270.08,16.15
2.27,7.39,118.94,-271.17,16.04
2.27,7.63,118.94,-271.66,15.97
2.27,7.8,118.94,-271.23,15.89
2.27,8.29,119.16,-269.89,15.85
2.28,8.42,119.38,-267.89,15.84
2.28,8.34,119.38,-265.43,15.83
2.29,8.15,119.38,-262.72,15.85
2.29,8.3,119.6,-260.02,15.89
2.3,9.09,119.6,-257.76,15.96
2.3,9.88,119.6,-256.34,16.05
2.3,10.59,119.6,-256,16.14
2.31,10.89,119.6,-256.86,16.25
2.31,11.5,119.6,-258.97,16.4
2.32,11.88,119.6,-262.33,16.61
2.32,12.48,119.6,-266.64,16.87
2.31,12.67,119.38,-271.4,17.13
2.31,12.43,119.38,-275.85,17.3
2.3,11.42,119.38,-279.38,17.35
2.3,10.37,119.38,-281.71,17.3
2.3,9.56,119.38,-282.82,17.25
2.3,9.19,119.38,-282.89,17.23
2.3,9.15,119.38,-282.09,17.23
2.3,9.27,119.82,-280.69,17.21
2.3,9.28,120.05,-278.94,17.15
2.29,8.71,120.27,-277.21,17.07
2.29,7.8,120.49,-275.81,17
2.28,7.1,120.71,-274.99,16.94
2.28,6.78,120.93,-274.79,16.91
2.28,6.98,120.93,-275.32,16.89
2.28,7.15,120.93,-276.56,16.88
2.27,7.43,121.16,-278.48,16.88
2.27,7.52,121.38,-280.59,16.9
2.27,7.19,121.38,-282.34,16.93
2.27,7.14,121.38,-283.14,16.97
2.27,7.07,121.38,-282.83,17
2.28,7.64,121.6,-281.59,17.02
2.28,7.94,121.6,-279.83,17.03
2.29,8.12,122.04,-278,17.03
2.3,8.01,122.04,-276.5,17.03
2.3,7.63,122.04,-275.72,17.04
2.3,7.33,121.6,-275.84,17.04
2.3,6.99,121.16,-276.76,17.04
2.3,6.86,120.93,-277.94,17.03
2.29,6.57,120.93,-278.74,17.01
2.29,6.69,120.93,-278.69,16.98
2.29,6.65,121.16,-278.01,16.93
2.29,7.47,121.38,-277.35,16.85
2.29,8.82,121.6,-277.36,16.78
2.29,10.66,121.82,-278.23,16.72
2.29,12.1,121.82,-279.41,16.68
2.3,13.55,122.04,-279.93,16.59
2.29,14.73,122.04,-278.85,16.43
2.29,16.26,122.04,-275.96,16.18
2.27,17.2,122.04,-271.95,15.83
2.26,18.09,122.04,-268.11,15.37
2.25,19.06,121.82,-265.75,14.84
2.25,19.63,121.6,-265.44,14.31
2.24,20.54,121.6,-266.84,13.87
2.23,21.03,122.04,-269.06,13.56
2.23,21.91,122.27,-271.26,13.37
2.22,21.79,122.49,-273.05,13.29
2.22,21.14,122.49,-274.58,13.3
2.22,19.99,122.49,-276.13,13.37
2.23,19.23,122.27,-278.02,13.47
2.24,18.44,122.27,-280.26,13.59
2.25,17.33,122.27,-282.78,13.69
2.25,16.36,122.49,-285.42,13.76
2.25,15.34,122.49,-287.9,13.83
2.25,14.94,122.49,-289.98,13.88
2.25,14.06,122.27,-291.49,13.95
2.26,13.4,122.27,-292.48,14.03
2.26,12.69,122.49,-293.03,14.13
2.25,12.82,122.27,-293.16,14.24
2.25,12.9,122.27,-292.81,14.35
2.25,13.34,122.27,-291.99,14.45
2.25,13.25,122.27,-290.85,14.51
2.25,13.32,122.49,-289.49,14.51
2.25,12.91,122.49,-288.05,14.45
2.25,12.05,122.49,-286.67,14.37
2.25,10.99,122.49,-285.55,14.29
2.25,10.01,122.49,-284.89,14.24
2.24,9.6,122.49,-284.7,14.24
2.25,9.12,122.49,-284.99,14.25
2.25,8.74,122.27,-285.53,14.26
2.26,8.57,122.27,-286.09,14.22
2.26,8.66,122.27,-286.29,14.19
2.26,9.45,122.27,-285.85,14.16
2.26,9.82,122.27,-284.83,14.17
2.27,10.65,122.27,-283.59,14.21
2.27,10.9,122.27,-282.7,14.32
2.28,11.91,122.27,-282.44,14.47
2.29,12.36,122.49,-282.73,14.64
2.29,12.65,122.49,-283.16,14.81
2.29,12.8,122.49,-283.36,14.95
2.29,13.09,122.49,-283.17,15
2.29,13.38,122.49,-282.74,14.92
2.3,13.09,122.49,-282.36,14.7
2.31,12.9,122.49,-282.27,14.39
2.3,12.8,122.49,-282.44,14.04
2.3,12.94,122.71,-282.63,13.72
2.29,12.95,122.71,-282.55,13.46
2.29,12.98,122.71,-282.07,13.29
2.29,13.19,122.71,-281.13,13.21
2.28,13.43,122.49,-279.81,13.22
2.28,13.52,122.49,-278.19,13.28
2.28,13.39,122.71,-276.66,13.41
2.28,13.18,122.71,-275.59,13.57
2.28,13.32,122.71,-275.57,13.79
2.28,13.7,122.71,-276.69,14.04
2.28,14,122.71,-278.73,14.31
2.28,13.74,122.93,-280.77,14.61
2.28,13.15,122.71,-281.85,14.93
2.28,12.78,122.71,-281.43,15.21
2.27,13.19,122.71,-279.73,15.47
2.27,14.19,122.93,-277.65,15.68
2.27,15.28,122.93,-276.14,15.83
2.26,15.89,122.93,-275.88,15.91
2.26,15.83,122.93,-277.08,15.93
2.25,15.95,123.15,-279.43,15.93
2.25,16.16,123.15,-282.36,15.92
2.25,17.02,123.38,-285.17,15.91
2.25,18.24,123.15,-287.36,15.92
2.25,19.45,123.15,-288.75,15.92
2.26,20.34,123.38,-289.48,15.92
2.26,20.56,124.04,-289.88,15.89
2.27,20.18,124.26,-290.22,15.88
2.27,19.75,124.26,-290.64,15.95
2.27,18.99,124.49,-291.09,16.09
2.27,18.75,124.49,-291.38,16.31
2.28,18.15,124.26,-291.07,16.53
2.28,17.38,124.49,-289.84,16.71
2.29,16.31,124.49,-287.55,16.78
