ds,y
1938/11/1,11.81
1938/12/1,11.38
1939/1/1,11.64
1939/2/1,12.01
1939/3/1,12.73
1939/4/1,13.55
1939/5/1,14.46
1939/6/1,15.4
1939/7/1,15.77
1939/8/1,16.63
1939/9/1,17.28
1939/10/1,18.38
1939/11/1,19.13
1939/12/1,19.9
1940/1/1,20.21
1940/2/1,20.02
1940/3/1,19.65
1940/4/1,19.33
1940/5/1,18.8
1940/6/1,18.43
1940/7/1,18.04
1940/8/1,17.69
1940/9/1,17.15
1940/10/1,16.37
1940/11/1,15.5
1940/12/1,14.57
1941/1/1,13.82
1941/2/1,13.88
1941/3/1,13.94
1941/4/1,14.16
1941/5/1,13.82
1941/6/1,13.4
1941/7/1,12.84
1941/8/1,12.65
1941/9/1,12.9
1941/10/1,13.31
1941/11/1,13.84
1941/12/1,14.43
1942/1/1,14.85
1942/2/1,15.06
1942/3/1,15.18
1942/4/1,15.65
1942/5/1,16.17
1942/6/1,16.36
1942/7/1,16.51
1942/8/1,16.57
1942/9/1,16.82
1942/10/1,16.88
1942/11/1,16.74
1942/12/1,16.52
1943/1/1,16.45
1943/2/1,16.6
1943/3/1,16.81
1943/4/1,17.08
1943/5/1,17.38
1943/6/1,17.69
1943/7/1,17.21
1943/8/1,16.58
1943/9/1,15.76
1943/10/1,15.47
1943/11/1,15.05
1943/12/1,14.5
1944/1/1,13.91
1944/2/1,13.48
1944/3/1,12.88
1944/4/1,12.27
1944/5/1,11.83
1944/6/1,12.02
1944/7/1,12.77
1944/8/1,13.56
1944/9/1,14.07
1944/10/1,14.33
1944/11/1,14.48
1944/12/1,14.56
1945/1/1,14.61
1945/2/1,14.83
1945/3/1,15.29
1945/4/1,15.42
1945/5/1,15.14
1945/6/1,14.71
1945/7/1,14.37
1945/8/1,13.62
1945/9/1,12.8
1945/10/1,11.88
1945/11/1,11.34
1945/12/1,10.84
1946/1/1,10.44
1946/2/1,10.06
1946/3/1,9.9
1946/4/1,9.79
1946/5/1,9.94
1946/6/1,9.75
1946/7/1,9.54
1946/8/1,9.26
1946/9/1,9.16
1946/10/1,9.28
1946/11/1,9.49
1946/12/1,9.95
1947/1/1,10.29
1947/2/1,10.65
1947/3/1,10.79
1947/4/1,11.49
1947/5/1,12.26
1947/6/1,12.95
1947/7/1,13.44
1947/8/1,13.88
1947/9/1,14.66
1947/10/1,14.91
1947/11/1,15.11
1947/12/1,14.81
1948/1/1,14.58
1948/2/1,14.28
1948/3/1,13.97
1948/4/1,13.25
1948/5/1,12.44
1948/6/1,11.94
1948/7/1,11.88
1948/8/1,11.96
1948/9/1,11.77
1948/10/1,11.75
1948/11/1,11.9
1948/12/1,12.33
1949/1/1,12.45
1949/2/1,12.36
1949/3/1,12.16
1949/4/1,12.1
1949/5/1,12.45
1949/6/1,12.91
1949/7/1,12.87
1949/8/1,12.36
1949/9/1,11.45
1949/10/1,10.96
1949/11/1,10.88
1949/12/1,10.97
1950/1/1,11.17
1950/2/1,11.03
1950/3/1,10.84
1950/4/1,10.57
1950/5/1,10.08
1950/6/1,9.93
1950/7/1,9.8
1950/8/1,9.95
1950/9/1,9.95
1950/10/1,9.98
1950/11/1,9.59
1950/12/1,9.11
1951/1/1,8.54
1951/2/1,8.13
1951/3/1,7.73
1951/4/1,7.37
1951/5/1,7.02
1951/6/1,6.68
1951/7/1,6.54
1951/8/1,6.44
1951/9/1,6.4
1951/10/1,6.17
1951/11/1,5.71
1951/12/1,5.38
1952/1/1,5.02
1952/2/1,5.08
1952/3/1,5.02
1952/4/1,5.42
1952/5/1,5.89
1952/6/1,6.46
1952/7/1,7.07
1952/8/1,7.71
1952/9/1,8.16
1952/10/1,8.37
1952/11/1,8.51
1952/12/1,8.78
1953/1/1,9.06
1953/2/1,9.57
1953/3/1,10.13
1953/4/1,10.34
1953/5/1,10.29
1953/6/1,10.13
1953/7/1,10.08
1953/8/1,10.64
1953/9/1,11.55
1953/10/1,12.64
1953/11/1,13.44
1953/12/1,14.22
1954/1/1,15.13
1954/2/1,15.87
1954/3/1,16
1954/4/1,15.57
1954/5/1,14.92
1954/6/1,14.7
1954/7/1,14.52
1954/8/1,14.64
1954/9/1,14.63
1954/10/1,14.86
