date,Den,Res,Cal,SP,Ng
1997/6/29 7:00,2.26,14.99,124.26,-262.88,13.15
1997/6/29 8:00,2.25,15.17,124.26,-264.31,13.41
1997/6/29 9:00,2.25,15.47,124.26,-265.34,13.71
1997/6/29 10:00,2.24,15.84,124.26,-265.95,13.82
1997/6/29 11:00,2.23,16.23,124.04,-265.88,14.11
1997/6/29 12:00,2.23,16.55,123.82,-265.03,14.59
1997/6/29 13:00,2.22,16.8,123.82,-263.27,15.14
1997/6/29 14:00,2.22,17,123.82,-260.83,15.75
1997/6/29 15:00,2.22,17.2,123.82,-257.94,16.18
1997/6/29 16:00,2.23,17.39,123.6,-255.03,16.18
1997/6/29 17:00,2.24,17.56,123.6,-252.42,15.87
1997/6/29 18:00,2.24,17.64,123.38,-250.42,15.01
1997/6/29 19:00,2.24,17.67,123.38,-249.21,14.78
1997/6/29 20:00,2.24,17.69,123.38,-248.87,14.36
1997/6/29 21:00,2.25,17.71,123.6,-249.25,14.43
1997/6/29 22:00,2.25,17.71,123.6,-250.05,13.96
1997/6/29 23:00,2.25,17.61,123.6,-250.9,13.68
1997/6/30 0:00,2.26,17.41,123.6,-251.56,13.13
1997/6/30 1:00,2.25,17.14,123.82,-252,12.76
1997/6/30 2:00,2.25,16.88,123.82,-252.38,12.38
1997/6/30 3:00,2.25,16.66,123.6,-252.87,12.43
1997/6/30 4:00,2.25,16.48,123.6,-253.51,12.96
1997/6/30 5:00,2.25,16.33,123.6,-254.17,13.08
1997/6/30 6:00,2.25,16.22,123.6,-254.62,13.01
1997/6/30 7:00,2.25,16.16,123.82,-254.76,12.22
1997/6/30 8:00,2.25,16.15,123.82,-254.65,12.25
1997/6/30 9:00,2.25,16.14,123.82,-254.58,11.89
1997/6/30 10:00,2.25,16.11,123.82,-254.76,11.83
1997/6/30 11:00,2.25,16.09,123.82,-255.23,11.14
1997/6/30 12:00,2.25,16.09,123.38,-255.73,10.79
1997/6/30 13:00,2.25,16.11,123.15,-256.01,10.19
1997/6/30 14:00,2.26,16.11,122.93,-255.94,9.4
1997/6/30 15:00,2.26,16.1,122.93,-255.69,8.52
1997/6/30 16:00,2.26,16.08,122.71,-255.44,8.18
1997/6/30 17:00,2.27,16.08,122.49,-255.31,8.54
1997/6/30 18:00,2.27,16.07,122.49,-255.22,9.14
1997/6/30 19:00,2.27,16.06,122.27,-254.95,9.54
1997/6/30 20:00,2.27,16.03,122.27,-254.23,9.94
1997/6/30 21:00,2.26,16.01,122.49,-252.93,10.3
1997/6/30 22:00,2.26,15.97,122.49,-251.07,10.65
1997/6/30 23:00,2.26,15.93,122.49,-249.08,10.79
1997/7/1 0:00,2.26,15.91,122.49,-247.34,10.69
1997/7/1 1:00,2.26,15.89,122.49,-246.36,10.7
1997/7/1 2:00,2.25,15.87,122.49,-246.2,10.68
1997/7/1 3:00,2.24,15.86,122.49,-246.74,10.67
1997/7/1 4:00,2.23,15.85,122.49,-247.5,10.67
1997/7/1 5:00,2.23,15.86,122.49,-248.15,10.47
1997/7/1 6:00,2.23,15.86,122.49,-248.51,10.43
1997/7/1 7:00,2.23,15.85,122.27,-248.66,9.78
1997/7/1 8:00,2.23,15.86,122.49,-248.86,9.04
1997/7/1 9:00,2.23,15.87,123.15,-249.29,8.56
1997/7/1 10:00,2.23,15.91,123.82,-250.13,8.52
1997/7/1 11:00,2.23,15.94,123.82,-251.5,9.22
1997/7/1 12:00,2.23,15.99,123.6,-253.48,9.95
1997/7/1 13:00,2.24,16.02,123.38,-256,10.83
1997/7/1 14:00,2.25,16.05,123.38,-258.86,11.36
