date,Den,Res,Cal,SP,Ng
1997/8/12 5:00,2.23,16.15,119.38,-282.68,12.11
1997/8/12 6:00,2.23,16.19,119.38,-281.01,12.33
1997/8/12 7:00,2.23,16.22,119.6,-278.84,12.29
1997/8/12 8:00,2.23,16.23,119.6,-276.46,11.92
1997/8/12 9:00,2.23,16.23,119.6,-274.28,12.24
1997/8/12 10:00,2.23,16.24,119.6,-272.58,12.23
1997/8/12 11:00,2.22,16.27,119.6,-271.67,12.5
1997/8/12 12:00,2.21,16.29,119.38,-271.59,11.95
1997/8/12 13:00,2.21,16.31,119.6,-272.17,11.09
1997/8/12 14:00,2.21,16.31,119.6,-272.95,9.81
1997/8/12 15:00,2.21,16.29,119.82,-273.51,8.38
1997/8/12 16:00,2.21,16.26,119.82,-273.63,7.44
1997/8/12 17:00,2.21,16.21,119.82,-273.42,6.96
1997/8/12 18:00,2.21,16.17,119.82,-273.34,7.28
1997/8/12 19:00,2.21,16.14,119.82,-273.76,7.25
1997/8/12 20:00,2.21,16.17,119.6,-274.82,7.11
1997/8/12 21:00,2.22,16.26,119.38,-276.17,6.67
1997/8/12 22:00,2.23,16.4,119.38,-277.25,6.76
1997/8/12 23:00,2.25,16.53,119.38,-277.48,6.89
1997/8/13 0:00,2.25,16.62,119.82,-276.51,7.53
1997/8/13 1:00,2.26,16.65,121.16,-274.55,8.28
1997/8/13 2:00,2.27,16.62,122.93,-272.34,9.36
1997/8/13 3:00,2.29,16.59,123.82,-270.85,9.73
1997/8/13 4:00,2.29,16.58,123.82,-270.86,10.02
1997/8/13 5:00,2.3,16.65,123.38,-272.57,10.35
1997/8/13 6:00,2.3,16.75,122.04,-275.54,10.87
1997/8/13 7:00,2.3,16.86,120.05,-278.97,11.45
1997/8/13 8:00,2.3,16.96,119.38,-282.08,11.86
1997/8/13 9:00,2.3,17.04,119.38,-284.4,12.26
1997/8/13 10:00,2.3,17.11,119.38,-285.86,12.63
1997/8/13 11:00,2.3,17.16,119.38,-286.68,12.38
1997/8/13 12:00,2.29,17.18,119.38,-287.12,12
1997/8/13 13:00,2.28,17.1,119.16,-287.2,11.68
1997/8/13 14:00,2.28,16.88,119.16,-286.77,11.34
1997/8/13 15:00,2.28,16.53,119.16,-285.63,11
1997/8/13 16:00,2.27,16.12,119.38,-283.89,10.67
1997/8/13 17:00,2.27,15.82,119.6,-281.94,10.73
1997/8/13 18:00,2.27,15.74,120.71,-280.24,10.88
1997/8/13 19:00,2.26,15.91,122.04,-279.08,10.72
1997/8/13 20:00,2.27,16.19,122.49,-278.36,10.92
1997/8/13 21:00,2.26,16.44,122.27,-277.76,11.13
1997/8/13 22:00,2.26,16.57,121.82,-276.94,11.61
1997/8/13 23:00,2.25,16.57,121.38,-275.93,11.75
1997/8/14 0:00,2.24,16.48,120.49,-274.97,12.07
1997/8/14 1:00,2.24,16.37,120.27,-274.36,12.56
1997/8/14 2:00,2.24,16.25,120.93,-274.08,12.33
1997/8/14 3:00,2.24,16.17,121.82,-273.85,11.78
1997/8/14 4:00,2.24,16.09,122.04,-273.33,10.82
1997/8/14 5:00,2.24,16.02,121.82,-272.28,10.52
1997/8/14 6:00,2.24,15.96,121.38,-270.76,10.27
1997/8/14 7:00,2.25,15.88,121.82,-268.82,9.96
1997/8/14 8:00,2.25,15.8,123.15,-266.72,9.65
1997/8/14 9:00,2.26,15.73,123.6,-264.68,9.52
1997/8/14 10:00,2.27,15.68,123.6,-263.2,9.63
1997/8/14 11:00,2.27,15.64,123.38,-262.66,9.63
1997/8/14 12:00,2.28,15.62,122.49,-263.26,10.05
1997/8/14 13:00,2.28,15.61,120.93,-264.7,10.54
1997/8/14 14:00,2.28,15.58,119.82,-266.43,11.52
1997/8/14 15:00,2.28,15.53,119.6,-268.05,12.21
1997/8/14 16:00,2.28,15.45,119.38,-269.39,12.75
1997/8/14 17:00,2.27,15.39,119.16,-270.51,13.39
1997/8/14 18:00,2.26,15.38,118.71,-271.33,13.83
1997/8/14 19:00,2.26,15.43,118.49,-271.89,14.04
1997/8/14 20:00,2.25,15.52,118.49,-272.28,13.77
1997/8/14 21:00,2.25,15.64,118.49,-272.78,13.96
1997/8/14 22:00,2.25,15.79,118.71,-273.55,14.15
1997/8/14 23:00,2.25,15.96,118.71,-274.62,14.42
1997/8/15 0:00,2.25,16.14,118.71,-275.92,13.91
1997/8/15 1:00,2.25,16.34,118.71,-277.32,13.27
1997/8/15 2:00,2.25,16.58,118.71,-278.76,12.44
1997/8/15 3:00,2.25,16.84,118.49,-280.1,11.74
1997/8/15 4:00,2.25,17.11,118.71,-281.18,11.24
1997/8/15 5:00,2.24,17.32,118.71,-281.79,11.4
1997/8/15 6:00,2.23,17.43,118.94,-281.74,11.73
1997/8/15 7:00,2.22,17.41,119.16,-280.93,12.22
1997/8/15 8:00,2.22,17.26,119.16,-279.25,11.79
1997/8/15 9:00,2.22,17.05,118.94,-276.68,11.4
1997/8/15 10:00,2.22,16.82,118.71,-273.45,11.04
1997/8/15 11:00,2.22,16.64,118.27,-270.02,11.09
1997/8/15 12:00,2.22,16.52,118.05,-267.02,11.63
1997/8/15 13:00,2.22,16.46,117.83,-264.93,12.54
1997/8/15 14:00,2.22,16.44,117.83,-264.05,13.63
1997/8/15 15:00,2.22,16.45,117.83,-264.37,14.24
1997/8/15 16:00,2.23,16.45,117.38,-265.75,14.57
1997/8/15 17:00,2.24,16.39,117.16,-268.01,14.96
1997/8/15 18:00,2.25,16.28,116.72,-270.85,15.31
1997/8/15 19:00,2.26,16.1,116.49,-273.9,15.85
1997/8/15 20:00,2.26,15.87,116.49,-276.72,16.23
1997/8/15 21:00,2.26,15.57,116.72,-279.07,17.02
1997/8/15 22:00,2.27,15.23,116.94,-280.96,17.65
1997/8/15 23:00,2.27,14.86,117.38,-282.57,17.93
1997/8/16 0:00,2.27,14.51,117.6,-283.92,17.72
1997/8/16 1:00,2.27,14.21,117.83,-284.89,17.53
1997/8/16 2:00,2.27,13.98,117.6,-285.18,17.25
1997/8/16 3:00,2.27,13.86,117.6,-284.57,16.76
1997/8/16 4:00,2.27,13.84,118.05,-283.1,15.8
1997/8/16 5:00,2.28,13.95,118.49,-281.04,15.11
1997/8/16 6:00,2.28,14.16,118.71,-278.87,13.98
1997/8/16 7:00,2.27,14.45,118.71,-277.07,12.82
1997/8/16 8:00,2.27,14.73,118.49,-275.97,11.36
1997/8/16 9:00,2.27,14.93,118.05,-275.63,10.44
1997/8/16 10:00,2.27,15.02,118.05,-275.87,9.76
1997/8/16 11:00,2.27,15.01,118.05,-276.28,9.24
1997/8/16 12:00,2.27,14.93,118.27,-276.37,8.6
1997/8/16 13:00,2.28,14.82,118.71,-275.74,7.97
1997/8/16 14:00,2.28,14.73,119.16,-274.43,7.71
1997/8/16 15:00,2.28,14.67,119.38,-272.85,7.74
1997/8/16 16:00,2.28,14.63,119.38,-271.89,8.29
1997/8/16 17:00,2.28,14.61,119.6,-272.11,8.41
1997/8/16 18:00,2.28,14.59,120.05,-273.85,8.54
1997/8/16 19:00,2.27,14.56,120.71,-276.71,8.39
1997/8/16 20:00,2.28,14.5,120.93,-280.1,8.99
1997/8/16 21:00,2.28,14.42,121.16,-283.28,9.68
1997/8/16 22:00,2.28,14.35,121.38,-285.67,10.33
1997/8/16 23:00,2.28,14.3,121.6,-287.05,10.8
1997/8/17 0:00,2.27,14.26,121.82,-287.52,11.03
1997/8/17 1:00,2.27,14.21,121.38,-287.45,11.37
1997/8/17 2:00,2.28,14.13,121.16,-287.17,11.48
1997/8/17 3:00,2.28,14.04,121.82,-286.88,11.57
1997/8/17 4:00,2.28,13.94,122.71,-286.48,11.61
1997/8/17 5:00,2.28,13.83,123.82,-285.79,11.24
1997/8/17 6:00,2.29,13.72,124.49,-284.64,10.97
1997/8/17 7:00,2.29,13.64,124.26,-283.2,10.44
1997/8/17 8:00,2.29,13.6,124.04,-281.75,10.88
1997/8/17 9:00,2.29,13.58,124.26,-280.62,11.27
1997/8/17 10:00,2.28,13.59,124.04,-279.8,12.03
1997/8/17 11:00,2.28,13.61,123.82,-279.13,12.26
1997/8/17 12:00,2.28,13.64,123.82,-278.45,12.46
1997/8/17 13:00,2.27,13.67,123.82,-277.74,12.34
1997/8/17 14:00,2.27,13.73,123.82,-277.15,11.96
1997/8/17 15:00,2.27,13.82,124.04,-276.8,12.06
1997/8/17 16:00,2.26,13.92,124.04,-276.75,12.2
1997/8/17 17:00,2.27,14.04,124.26,-276.94,12.25
1997/8/17 18:00,2.27,14.18,124.71,-277.2,11.09
1997/8/17 19:00,2.28,14.34,124.71,-277.27,9.67
1997/8/17 20:00,2.28,14.51,124.71,-276.92,8.15
1997/8/17 21:00,2.28,14.65,124.71,-276.09,7.36
1997/8/17 22:00,2.28,14.77,124.71,-274.93,6.9
1997/8/17 23:00,2.28,14.85,125.15,-273.62,7.05
1997/8/18 0:00,2.27,14.9,125.6,-272.38,7.59
1997/8/18 1:00,2.27,14.92,126.04,-271.36,8.13
1997/8/18 2:00,2.26,14.9,126.48,-270.92,8.14
1997/8/18 3:00,2.25,14.89,126.71,-271.34,8.26
1997/8/18 4:00,2.25,14.89,126.71,-272.95,8.48
1997/8/18 5:00,2.25,14.92,127.15,-275.62,9.35
1997/8/18 6:00,2.25,14.99,127.15,-278.94,9.97
1997/8/18 7:00,2.26,15.13,127.15,-282.13,10.66
1997/8/18 8:00,2.27,15.36,127.37,-284.57,11.13
1997/8/18 9:00,2.28,15.65,127.37,-285.94,11.56
1997/8/18 10:00,2.29,15.96,127.37,-286.39,12.14
1997/8/18 11:00,2.3,16.24,127.37,-286.31,12.74
1997/8/18 12:00,2.3,16.49,127.59,-285.98,13.78
1997/8/18 13:00,2.31,16.67,127.59,-285.29,14.1
1997/8/18 14:00,2.31,16.81,127.59,-283.99,14.38
1997/8/18 15:00,2.3,16.95,127.59,-282.04,14.1
1997/8/18 16:00,2.3,17.12,127.59,-279.99,13.89
1997/8/18 17:00,2.29,17.28,127.59,-278.41,13.2
1997/8/18 18:00,2.29,17.38,127.59,-277.67,12.42
1997/8/18 19:00,2.28,17.35,127.15,-277.48,11.72
1997/8/18 20:00,2.28,17.24,126.93,-277.22,11.43
1997/8/18 21:00,2.27,17.12,126.71,-276.48,11.03
1997/8/18 22:00,2.27,17,126.48,-275.24,10.29
1997/8/18 23:00,2.27,16.93,126.04,-273.86,9.46
1997/8/19 0:00,2.27,16.86,126.04,-272.79,9.15
1997/8/19 1:00,2.28,16.8,126.04,-272.26,9.32
1997/8/19 2:00,2.28,16.72,126.04,-272.24,9.7
1997/8/19 3:00,2.29,16.65,125.6,-272.47,10.6
1997/8/19 4:00,2.28,16.58,124.71,-272.73,11.66
1997/8/19 5:00,2.28,16.52,123.38,-272.81,13.25
1997/8/19 6:00,2.28,16.47,122.04,-272.58,14.38
1997/8/19 7:00,2.29,16.42,121.38,-272.05,15.73
1997/8/19 8:00,2.29,16.4,121.16,-271.38,16.42
1997/8/19 9:00,2.29,16.43,121.16,-270.9,16.83
1997/8/19 10:00,2.28,16.47,121.16,-270.8,16.85
1997/8/19 11:00,2.28,16.47,121.6,-271.21,16.74
1997/8/19 12:00,2.29,16.41,122.27,-272.07,16.72
1997/8/19 13:00,2.29,16.36,122.49,-273.33,16.69
1997/8/19 14:00,2.3,16.38,122.71,-274.83,16.48
1997/8/19 15:00,2.31,16.43,123.15,-276.34,15.63
1997/8/19 16:00,2.32,16.43,123.6,-277.57,14.22
1997/8/19 17:00,2.33,16.37,123.82,-278.35,12.77
1997/8/19 18:00,2.33,16.29,124.26,-278.59,11.6
1997/8/19 19:00,2.34,16.22,124.71,-278.23,11.27
1997/8/19 20:00,2.34,16.18,124.93,-277.29,11.38
1997/8/19 21:00,2.34,16.15,124.93,-276.01,11.93
1997/8/19 22:00,2.34,16.14,124.93,-274.82,12.26
1997/8/19 23:00,2.33,16.12,124.71,-274.17,12.64
1997/8/20 0:00,2.32,16.11,124.49,-274.22,12.98
1997/8/20 1:00,2.3,16.12,123.6,-274.73,13.52
1997/8/20 2:00,2.29,16.16,123.15,-275.15,14.5
1997/8/20 3:00,2.27,16.27,123.38,-274.91,15.41
1997/8/20 4:00,2.27,16.38,123.6,-273.82,15.98
1997/8/20 5:00,2.26,16.46,123.38,-272.32,15.68
1997/8/20 6:00,2.24,16.42,123.15,-271.21,14.73
1997/8/20 7:00,2.23,16.24,123.6,-271.07,13.68
1997/8/20 8:00,2.22,15.93,124.04,-271.76,12.88
1997/8/20 9:00,2.21,15.59,124.93,-272.56,12.11
1997/8/20 10:00,2.2,15.31,125.6,-272.62,11
1997/8/20 11:00,2.21,15.15,126.04,-271.72,9.82
1997/8/20 12:00,2.21,15.06,126.04,-270.21,8.96
1997/8/20 13:00,2.22,15.04,126.04,-268.92,8.16
1997/8/20 14:00,2.22,15.06,125.82,-268.39,7.42
1997/8/20 15:00,2.22,15.12,125.82,-268.89,7.12
1997/8/20 16:00,2.22,15.21,125.82,-270.47,7.31
1997/8/20 17:00,2.23,15.31,125.82,-273.02,7.89
1997/8/20 18:00,2.23,15.43,125.82,-276.22,8.24
1997/8/20 19:00,2.24,15.56,125.6,-279.45,9.23
1997/8/20 20:00,2.24,15.66,125.37,-281.99,10.29
1997/8/20 21:00,2.25,15.7,124.93,-283.37,11.5
1997/8/20 22:00,2.25,15.68,124.93,-283.55,11.96
1997/8/20 23:00,2.25,15.63,125.15,-282.85,12.09
1997/8/21 0:00,2.24,15.58,125.37,-281.58,12.01
1997/8/21 1:00,2.24,15.54,124.93,-279.87,12.02
1997/8/21 2:00,2.24,15.56,124.04,-277.84,11.61
1997/8/21 3:00,2.24,15.64,123.38,-275.6,11.13
1997/8/21 4:00,2.25,15.8,122.93,-273.38,10.35
1997/8/21 5:00,2.25,16.01,122.49,-271.35,9.89
1997/8/21 6:00,2.25,16.2,121.38,-269.72,9.45
1997/8/21 7:00,2.25,16.31,120.05,-268.69,9.07
1997/8/21 8:00,2.26,16.32,119.38,-268.44,8.7
1997/8/21 9:00,2.26,16.25,119.16,-268.99,8.15
1997/8/21 10:00,2.27,16.15,118.94,-270.08,7.77
1997/8/21 11:00,2.27,16.04,118.94,-271.17,7.39
1997/8/21 12:00,2.27,15.97,118.94,-271.66,7.63
1997/8/21 13:00,2.27,15.89,118.94,-271.23,7.8
1997/8/21 14:00,2.27,15.85,119.16,-269.89,8.29
1997/8/21 15:00,2.28,15.84,119.38,-267.89,8.42
1997/8/21 16:00,2.28,15.83,119.38,-265.43,8.34
1997/8/21 17:00,2.29,15.85,119.38,-262.72,8.15
1997/8/21 18:00,2.29,15.89,119.6,-260.02,8.3
1997/8/21 19:00,2.3,15.96,119.6,-257.76,9.09
1997/8/21 20:00,2.3,16.05,119.6,-256.34,9.88
1997/8/21 21:00,2.3,16.14,119.6,-256,10.59
1997/8/21 22:00,2.31,16.25,119.6,-256.86,10.89
1997/8/21 23:00,2.31,16.4,119.6,-258.97,11.5
1997/8/22 0:00,2.32,16.61,119.6,-262.33,11.88
1997/8/22 1:00,2.32,16.87,119.6,-266.64,12.48
1997/8/22 2:00,2.31,17.13,119.38,-271.4,12.67
1997/8/22 3:00,2.31,17.3,119.38,-275.85,12.43
1997/8/22 4:00,2.3,17.35,119.38,-279.38,11.42
1997/8/22 5:00,2.3,17.3,119.38,-281.71,10.37
1997/8/22 6:00,2.3,17.25,119.38,-282.82,9.56
1997/8/22 7:00,2.3,17.23,119.38,-282.89,9.19
1997/8/22 8:00,2.3,17.23,119.38,-282.09,9.15
1997/8/22 9:00,2.3,17.21,119.82,-280.69,9.27
1997/8/22 10:00,2.3,17.15,120.05,-278.94,9.28
1997/8/22 11:00,2.29,17.07,120.27,-277.21,8.71
1997/8/22 12:00,2.29,17,120.49,-275.81,7.8
1997/8/22 13:00,2.28,16.94,120.71,-274.99,7.1
1997/8/22 14:00,2.28,16.91,120.93,-274.79,6.78
1997/8/22 15:00,2.28,16.89,120.93,-275.32,6.98
1997/8/22 16:00,2.28,16.88,120.93,-276.56,7.15
1997/8/22 17:00,2.27,16.88,121.16,-278.48,7.43
1997/8/22 18:00,2.27,16.9,121.38,-280.59,7.52
1997/8/22 19:00,2.27,16.93,121.38,-282.34,7.19
1997/8/22 20:00,2.27,16.97,121.38,-283.14,7.14
1997/8/22 21:00,2.27,17,121.38,-282.83,7.07
1997/8/22 22:00,2.28,17.02,121.6,-281.59,7.64
1997/8/22 23:00,2.28,17.03,121.6,-279.83,7.94
1997/8/23 0:00,2.29,17.03,122.04,-278,8.12
1997/8/23 1:00,2.3,17.03,122.04,-276.5,8.01
1997/8/23 2:00,2.3,17.04,122.04,-275.72,7.63
1997/8/23 3:00,2.3,17.04,121.6,-275.84,7.33
1997/8/23 4:00,2.3,17.04,121.16,-276.76,6.99
1997/8/23 5:00,2.3,17.03,120.93,-277.94,6.86
1997/8/23 6:00,2.29,17.01,120.93,-278.74,6.57
1997/8/23 7:00,2.29,16.98,120.93,-278.69,6.69
1997/8/23 8:00,2.29,16.93,121.16,-278.01,6.65
1997/8/23 9:00,2.29,16.85,121.38,-277.35,7.47
1997/8/23 10:00,2.29,16.78,121.6,-277.36,8.82
1997/8/23 11:00,2.29,16.72,121.82,-278.23,10.66
1997/8/23 12:00,2.29,16.68,121.82,-279.41,12.1
1997/8/23 13:00,2.3,16.59,122.04,-279.93,13.55
1997/8/23 14:00,2.29,16.43,122.04,-278.85,14.73
1997/8/23 15:00,2.29,16.18,122.04,-275.96,16.26
1997/8/23 16:00,2.27,15.83,122.04,-271.95,17.2
1997/8/23 17:00,2.26,15.37,122.04,-268.11,18.09
1997/8/23 18:00,2.25,14.84,121.82,-265.75,19.06
1997/8/23 19:00,2.25,14.31,121.6,-265.44,19.63
1997/8/23 20:00,2.24,13.87,121.6,-266.84,20.54
1997/8/23 21:00,2.23,13.56,122.04,-269.06,21.03
1997/8/23 22:00,2.23,13.37,122.27,-271.26,21.91
1997/8/23 23:00,2.22,13.29,122.49,-273.05,21.79
1997/8/24 0:00,2.22,13.3,122.49,-274.58,21.14
1997/8/24 1:00,2.22,13.37,122.49,-276.13,19.99
1997/8/24 2:00,2.23,13.47,122.27,-278.02,19.23
1997/8/24 3:00,2.24,13.59,122.27,-280.26,18.44
1997/8/24 4:00,2.25,13.69,122.27,-282.78,17.33
1997/8/24 5:00,2.25,13.76,122.49,-285.42,16.36
1997/8/24 6:00,2.25,13.83,122.49,-287.9,15.34
1997/8/24 7:00,2.25,13.88,122.49,-289.98,14.94
1997/8/24 8:00,2.25,13.95,122.27,-291.49,14.06
1997/8/24 9:00,2.26,14.03,122.27,-292.48,13.4
1997/8/24 10:00,2.26,14.13,122.49,-293.03,12.69
1997/8/24 11:00,2.25,14.24,122.27,-293.16,12.82
1997/8/24 12:00,2.25,14.35,122.27,-292.81,12.9
1997/8/24 13:00,2.25,14.45,122.27,-291.99,13.34
1997/8/24 14:00,2.25,14.51,122.27,-290.85,13.25
1997/8/24 15:00,2.25,14.51,122.49,-289.49,13.32
1997/8/24 16:00,2.25,14.45,122.49,-288.05,12.91
1997/8/24 17:00,2.25,14.37,122.49,-286.67,12.05
1997/8/24 18:00,2.25,14.29,122.49,-285.55,10.99
1997/8/24 19:00,2.25,14.24,122.49,-284.89,10.01
1997/8/24 20:00,2.24,14.24,122.49,-284.7,9.6
1997/8/24 21:00,2.25,14.25,122.49,-284.99,9.12
1997/8/24 22:00,2.25,14.26,122.27,-285.53,8.74
1997/8/24 23:00,2.26,14.22,122.27,-286.09,8.57
1997/8/25 0:00,2.26,14.19,122.27,-286.29,8.66
1997/8/25 1:00,2.26,14.16,122.27,-285.85,9.45
1997/8/25 2:00,2.26,14.17,122.27,-284.83,9.82
1997/8/25 3:00,2.27,14.21,122.27,-283.59,10.65
1997/8/25 4:00,2.27,14.32,122.27,-282.7,10.9
1997/8/25 5:00,2.28,14.47,122.27,-282.44,11.91
1997/8/25 6:00,2.29,14.64,122.49,-282.73,12.36
1997/8/25 7:00,2.29,14.81,122.49,-283.16,12.65
1997/8/25 8:00,2.29,14.95,122.49,-283.36,12.8
1997/8/25 9:00,2.29,15,122.49,-283.17,13.09
1997/8/25 10:00,2.29,14.92,122.49,-282.74,13.38
1997/8/25 11:00,2.3,14.7,122.49,-282.36,13.09
1997/8/25 12:00,2.31,14.39,122.49,-282.27,12.9
1997/8/25 13:00,2.3,14.04,122.49,-282.44,12.8
1997/8/25 14:00,2.3,13.72,122.71,-282.63,12.94
1997/8/25 15:00,2.29,13.46,122.71,-282.55,12.95
1997/8/25 16:00,2.29,13.29,122.71,-282.07,12.98
1997/8/25 17:00,2.29,13.21,122.71,-281.13,13.19
1997/8/25 18:00,2.28,13.22,122.49,-279.81,13.43
1997/8/25 19:00,2.28,13.28,122.49,-278.19,13.52
1997/8/25 20:00,2.28,13.41,122.71,-276.66,13.39
1997/8/25 21:00,2.28,13.57,122.71,-275.59,13.18
1997/8/25 22:00,2.28,13.79,122.71,-275.57,13.32
1997/8/25 23:00,2.28,14.04,122.71,-276.69,13.7
1997/8/26 0:00,2.28,14.31,122.71,-278.73,14
1997/8/26 1:00,2.28,14.61,122.93,-280.77,13.74
1997/8/26 2:00,2.28,14.93,122.71,-281.85,13.15
1997/8/26 3:00,2.28,15.21,122.71,-281.43,12.78
1997/8/26 4:00,2.27,15.47,122.71,-279.73,13.19
1997/8/26 5:00,2.27,15.68,122.93,-277.65,14.19
1997/8/26 6:00,2.27,15.83,122.93,-276.14,15.28
1997/8/26 7:00,2.26,15.91,122.93,-275.88,15.89
1997/8/26 8:00,2.26,15.93,122.93,-277.08,15.83
1997/8/26 9:00,2.25,15.93,123.15,-279.43,15.95
1997/8/26 10:00,2.25,15.92,123.15,-282.36,16.16
1997/8/26 11:00,2.25,15.91,123.38,-285.17,17.02
1997/8/26 12:00,2.25,15.92,123.15,-287.36,18.24
1997/8/26 13:00,2.25,15.92,123.15,-288.75,19.45
1997/8/26 14:00,2.26,15.92,123.38,-289.48,20.34
1997/8/26 15:00,2.26,15.89,124.04,-289.88,20.56
1997/8/26 16:00,2.27,15.88,124.26,-290.22,20.18
1997/8/26 17:00,2.27,15.95,124.26,-290.64,19.75
1997/8/26 18:00,2.27,16.09,124.49,-291.09,18.99
1997/8/26 19:00,2.27,16.31,124.49,-291.38,18.75
1997/8/26 20:00,2.28,16.53,124.26,-291.07,18.15
1997/8/26 21:00,2.28,16.71,124.49,-289.84,17.38
1997/8/26 22:00,2.29,16.78,124.49,-287.55,16.31
1997/8/26 23:00,2.3,16.75,124.49,-284.67,15.94
1997/8/27 0:00,2.32,16.59,124.04,-281.89,16.05
1997/8/27 1:00,2.33,16.37,123.6,-279.99,16.6
1997/8/27 2:00,2.33,16.1,124.04,-279.41,16.93
1997/8/27 3:00,2.33,15.85,124.26,-280.17,17.71
1997/8/27 4:00,2.34,15.64,124.04,-281.89,18.53
1997/8/27 5:00,2.34,15.49,123.38,-283.87,19.05
1997/8/27 6:00,2.34,15.37,122.71,-285.43,18.72
1997/8/27 7:00,2.34,15.31,122.04,-286.14,18.35
1997/8/27 8:00,2.34,15.3,121.6,-286.02,18.01
1997/8/27 9:00,2.33,15.36,121.6,-285.45,17.87
1997/8/27 10:00,2.32,15.44,121.82,-284.92,17.18
1997/8/27 11:00,2.31,15.52,122.27,-284.77,16.41
1997/8/27 12:00,2.3,15.53,122.71,-285.07,15.92
1997/8/27 13:00,2.3,15.51,123.15,-285.6,15.87
1997/8/27 14:00,2.29,15.48,123.38,-286.07,15.36
1997/8/27 15:00,2.29,15.49,123.38,-286.24,15.04
1997/8/27 16:00,2.29,15.56,123.38,-286.07,14.68
1997/8/27 17:00,2.28,15.71,123.38,-285.64,14.55
1997/8/27 18:00,2.28,15.95,123.38,-285.06,14.05
1997/8/27 19:00,2.27,16.73,123.38,-284.38,13.72
1997/8/27 20:00,2.27,17.66,122.93,-283.6,13.55
1997/8/27 21:00,2.27,18.22,122.71,-282.68,13.45
1997/8/27 22:00,2.27,18.19,122.49,-281.62,13.2
1997/8/27 23:00,2.27,17.87,122.27,-280.51,12.93
1997/8/28 0:00,2.27,17.76,122.04,-279.49,12.43
1997/8/28 1:00,2.28,17.63,121.6,-278.92,11.47
1997/8/28 2:00,2.28,17.52,120.71,-279.01,10.58
1997/8/28 3:00,2.29,17.38,120.27,-279.77,9.81
1997/8/28 4:00,2.3,17.19,120.05,-280.76,9.68
1997/8/28 5:00,2.31,16.97,119.6,-281.4,9.7
1997/8/28 6:00,2.32,16.72,119.6,-281.34,10.08
1997/8/28 7:00,2.32,16.46,119.38,-280.63,10.35
1997/8/28 8:00,2.32,16.23,119.38,-279.8,10.49
1997/8/28 9:00,2.32,16.08,119.38,-279.39,9.97
1997/8/28 10:00,2.31,16.06,119.38,-279.67,9.69
1997/8/28 11:00,2.3,16.13,119.38,-280.51,9.73
1997/8/28 12:00,2.29,16.26,119.38,-281.56,10.29
1997/8/28 13:00,2.28,16.38,119.38,-282.57,11
1997/8/28 14:00,2.27,16.48,119.38,-283.46,11.66
1997/8/28 15:00,2.26,16.51,119.38,-284.35,12.33
1997/8/28 16:00,2.25,16.42,119.38,-285.33,12.6
1997/8/28 17:00,2.24,16.24,119.6,-286.32,12.39
1997/8/28 18:00,2.24,16.01,119.82,-287.2,12.4
1997/8/28 19:00,2.24,15.79,119.82,-287.89,12.36
1997/8/28 20:00,2.23,15.58,119.82,-288.5,12.75
1997/8/28 21:00,2.23,15.41,119.82,-289.18,12.82
1997/8/28 22:00,2.23,15.29,119.82,-289.97,12.71
1997/8/28 23:00,2.23,15.22,119.82,-290.82,11.91
1997/8/29 0:00,2.23,15.22,119.82,-291.63,10.72
1997/8/29 1:00,2.23,15.25,119.82,-292.29,9.33
1997/8/29 2:00,2.24,15.32,119.82,-292.62,8.41
1997/8/29 3:00,2.24,15.41,119.82,-292.56,8.15
1997/8/29 4:00,2.25,15.49,119.82,-291.78,7.91
1997/8/29 5:00,2.25,15.57,119.82,-289.95,8.41
1997/8/29 6:00,2.25,15.63,119.82,-286.7,8.67
1997/8/29 7:00,2.26,15.69,119.82,-282.51,9.42
1997/8/29 8:00,2.26,15.75,119.82,-278.27,10.02
1997/8/29 9:00,2.26,15.82,119.82,-275.22,11.09
1997/8/29 10:00,2.27,15.89,119.82,-273.97,12.22
1997/8/29 11:00,2.26,15.96,120.05,-274.47,12.86
1997/8/29 12:00,2.26,16.03,120.49,-275.95,13.22
1997/8/29 13:00,2.26,16.1,120.71,-277.45,13.22
1997/8/29 14:00,2.27,16.16,120.71,-278.13,13.09
1997/8/29 15:00,2.26,16.21,120.93,-277.89,12.66
1997/8/29 16:00,2.25,16.29,120.71,-277.11,12.15
1997/8/29 17:00,2.25,16.38,120.71,-276.58,11.76
1997/8/29 18:00,2.25,16.5,120.71,-276.78,10.98
1997/8/29 19:00,2.25,16.59,120.71,-277.94,10.55
1997/8/29 20:00,2.26,16.67,120.71,-279.7,10.11
1997/8/29 21:00,2.27,16.76,120.49,-281.53,10.13
1997/8/29 22:00,2.27,16.85,120.27,-282.79,9.85
1997/8/29 23:00,2.26,16.9,120.27,-283.15,9.6
1997/8/30 0:00,2.26,16.85,120.49,-282.68,9.29
1997/8/30 1:00,2.26,16.74,121.38,-281.89,9.38
1997/8/30 2:00,2.26,16.59,122.27,-281.35,9.33
1997/8/30 3:00,2.27,16.43,122.49,-281.52,9.14
1997/8/30 4:00,2.27,16.29,122.93,-282.45,9.1
1997/8/30 5:00,2.27,16.22,123.15,-283.87,9.25
1997/8/30 6:00,2.26,16.22,123.38,-285.36,9.07
1997/8/30 7:00,2.26,16.28,123.38,-286.58,8.46
1997/8/30 8:00,2.25,16.38,123.38,-287.51,7.51
1997/8/30 9:00,2.25,16.49,123.38,-288.24,7.19
