date,Den,Res,Ng,SP,Cal
1997/5/16 6:00,2.33,10.21,16.51,-221.79,146.24
1997/5/16 7:00,2.34,10.27,16.93,-221.51,145.58
1997/5/16 8:00,2.34,10.32,17.49,-221.22,145.35
1997/5/16 9:00,2.34,10.36,17.68,-220.81,145.35
1997/5/16 10:00,2.34,10.37,17.83,-220.37,146.24
1997/5/16 11:00,2.34,10.38,17.5,-220.11,146.69
1997/5/16 12:00,2.34,10.35,17.07,-220.35,147.35
1997/5/16 13:00,2.34,10.32,16.31,-221.14,147.57
1997/5/16 14:00,2.35,10.27,16.28,-222.33,147.8
1997/5/16 15:00,2.35,10.23,16.32,-223.55,148.91
1997/5/16 16:00,2.35,10.22,16.52,-224.54,149.57
1997/5/16 17:00,2.34,10.23,15.97,-225.13,149.79
1997/5/16 18:00,2.33,10.26,15.9,-225.3,151.57
1997/5/16 19:00,2.31,10.28,15.97,-225.11,155.79
1997/5/16 20:00,2.29,10.28,15.97,-224.72,158.45
1997/5/16 21:00,2.27,10.26,15.39,-224.24,156.68
1997/5/16 22:00,2.24,10.23,14.67,-223.7,151.35
1997/5/16 23:00,2.21,10.19,14.41,-222.94,148.24
1997/5/17 0:00,2.17,10.17,14.42,-221.83,148.46
1997/5/17 1:00,2.14,10.14,14.57,-220.46,148.68
1997/5/17 2:00,2.1,10.1,14.8,-219.16,148.46
1997/5/17 3:00,2.08,10.08,14.87,-218.4,147.57
1997/5/17 4:00,2.06,10.09,15.53,-218.37,146.91
1997/5/17 5:00,2.05,10.11,16.28,-218.99,146.46
1997/5/17 6:00,2.05,10.17,16.76,-219.86,146.46
1997/5/17 7:00,2.05,10.23,17.01,-220.6,146.24
1997/5/17 8:00,2.06,10.34,17.15,-220.88,146.24
1997/5/17 9:00,2.08,10.48,17.63,-220.58,146.46
1997/5/17 10:00,2.1,10.67,17.76,-219.85,147.13
1997/5/17 11:00,2.12,10.89,17.68,-219.12,148.68
1997/5/17 12:00,2.15,11.13,17.29,-218.8,151.79
1997/5/17 13:00,2.19,11.38,16.79,-219.16,156.01
1997/5/17 14:00,2.21,11.57,16.42,-219.98,164.22
1997/5/17 15:00,2.24,11.71,15.64,-220.88,170.22
1997/5/17 16:00,2.25,11.78,14.81,-221.3,174.21
1997/5/17 17:00,2.27,11.82,13.89,-221.09,173.77
1997/5/17 18:00,2.28,11.84,13.34,-220.28,172.66
1997/5/17 19:00,2.29,11.85,13.25,-219.37,171.77
1997/5/17 20:00,2.31,11.85,13.32,-218.78,171.33
1997/5/17 21:00,2.33,11.85,13.71,-218.81,170.66
1997/5/17 22:00,2.33,11.84,14.01,-219.36,169.33
1997/5/17 23:00,2.33,11.83,14.34,-219.98,168.66
1997/5/18 0:00,2.33,11.79,14.67,-220.42,166.89
1997/5/18 1:00,2.34,11.71,14.6,-220.55,164.89
1997/5/18 2:00,2.34,11.62,14.46,-220.64,162
1997/5/18 3:00,2.35,11.51,14.41,-220.75,157.34
1997/5/18 4:00,2.35,11.42,14.57,-220.87,154.46
1997/5/18 5:00,2.36,11.3,14.6,-220.8,152.46
1997/5/18 6:00,2.36,11.17,14.23,-220.48,150.24
1997/5/18 7:00,2.36,11.02,13.77,-220,147.35
1997/5/18 8:00,2.36,10.88,13.4,-219.53,144.91
1997/5/18 9:00,2.36,10.74,13.43,-219.23,144.24
1997/5/18 10:00,2.36,10.61,13.57,-219.03,142.69
1997/5/18 11:00,2.36,10.48,13.8,-218.82,141.36
1997/5/18 12:00,2.35,10.39,14.07,-218.42,140.91
1997/5/18 13:00,2.35,10.29,14.38,-217.88,140.91
1997/5/18 14:00,2.33,10.24,15.09,-217.3,141.14
1997/5/18 15:00,2.33,10.18,15.49,-216.93,141.36
1997/5/18 16:00,2.33,10.15,15.92,-216.75,141.58
1997/5/18 17:00,2.32,10.09,16.28,-216.69,141.14
1997/5/18 18:00,2.32,10.05,16.64,-216.57,140.91
1997/5/18 19:00,2.31,10.01,16.98,-216.43,140.69
1997/5/18 20:00,2.31,9.97,16.93,-216.29,140.25
1997/5/18 21:00,2.31,9.93,16.78,-216.18,140.03
1997/5/18 22:00,2.31,9.88,16.74,-215.95,140.25
1997/5/18 23:00,2.31,9.87,16.91,-215.57,140.47
1997/5/19 0:00,2.32,9.86,17.33,-215.07,140.69
1997/5/19 1:00,2.33,9.87,17.45,-214.56,140.91
1997/5/19 2:00,2.34,9.87,17.36,-214.14,141.14
1997/5/19 3:00,2.35,9.89,17.16,-213.93,141.58
1997/5/19 4:00,2.36,9.9,16.5,-214.03,141.8
1997/5/19 5:00,2.37,9.92,15.73,-214.47,141.58
1997/5/19 6:00,2.38,9.94,15.25,-215.22,140.91
1997/5/19 7:00,2.39,9.96,15.4,-216.2,140.03
1997/5/19 8:00,2.41,9.97,15.73,-217.35,139.8
1997/5/19 9:00,2.42,9.97,15.43,-218.52,139.58
1997/5/19 10:00,2.42,9.99,15.03,-219.61,139.58
1997/5/19 11:00,2.43,10.01,14.49,-220.46,139.36
1997/5/19 12:00,2.44,10.04,14.3,-221,139.14
1997/5/19 13:00,2.45,10.07,13.76,-221.15,138.92
1997/5/19 14:00,2.44,10.12,13.21,-220.95,138.69
1997/5/19 15:00,2.43,10.17,13.19,-220.61,138.47
1997/5/19 16:00,2.41,10.21,13.68,-220.4,138.47
1997/5/19 17:00,2.4,10.24,14.38,-220.61,138.25
1997/5/19 18:00,2.39,10.26,14.61,-221.3,138.25
1997/5/19 19:00,2.37,10.26,15.2,-222.29,138.25
1997/5/19 20:00,2.36,10.25,16.56,-223.22,138.47
1997/5/19 21:00,2.35,10.23,18.15,-223.84,138.47
1997/5/19 22:00,2.35,10.2,19.54,-223.98,138.92
1997/5/19 23:00,2.35,10.15,20.14,-223.56,139.14
1997/5/20 0:00,2.34,10.1,20.94,-222.55,139.36
1997/5/20 1:00,2.34,10.01,21.62,-221.02,139.36
1997/5/20 2:00,2.34,9.91,21.91,-219.27,139.36
1997/5/20 3:00,2.34,9.81,21.71,-217.61,139.58
1997/5/20 4:00,2.35,9.71,20.92,-216.52,139.58
1997/5/20 5:00,2.36,9.63,20.33,-216.18,139.58
1997/5/20 6:00,2.37,9.56,19.25,-216.65,139.8
1997/5/20 7:00,2.37,9.5,18.12,-217.5,139.8
1997/5/20 8:00,2.37,9.47,16.87,-218.23,139.8
1997/5/20 9:00,2.36,9.48,15.6,-218.39,139.8
1997/5/20 10:00,2.36,9.58,14.49,-217.76,139.8
1997/5/20 11:00,2.35,9.77,13.02,-216.43,139.8
1997/5/20 12:00,2.34,10.04,11.9,-214.55,139.8
1997/5/20 13:00,2.34,10.35,10.98,-212.38,139.8
1997/5/20 14:00,2.33,10.63,10.58,-210.08,139.58
1997/5/20 15:00,2.32,10.8,10.51,-207.95,139.58
1997/5/20 16:00,2.3,10.81,10.62,-206.48,140.03
1997/5/20 17:00,2.29,10.72,10.63,-206.28,140.47
1997/5/20 18:00,2.29,10.59,10.25,-207.6,140.69
1997/5/20 19:00,2.28,10.47,9.78,-210.3,140.91
1997/5/20 20:00,2.29,10.36,9.21,-213.75,140.91
1997/5/20 21:00,2.29,10.25,9,-217.42,140.91
1997/5/20 22:00,2.3,10.15,9.04,-220.82,140.91
1997/5/20 23:00,2.3,10.05,9.41,-223.72,140.91
1997/5/21 0:00,2.3,9.97,9.49,-225.98,140.91
1997/5/21 1:00,2.31,9.9,8.98,-227.55,140.91
1997/5/21 2:00,2.32,9.88,8.29,-228.46,140.91
1997/5/21 3:00,2.33,9.9,7.86,-228.8,140.91
1997/5/21 4:00,2.34,9.95,7.83,-228.72,140.69
1997/5/21 5:00,2.35,9.99,7.94,-228.37,140.47
1997/5/21 6:00,2.36,10.01,8.35,-227.83,140.25
1997/5/21 7:00,2.37,10,9.26,-227.12,140.25
1997/5/21 8:00,2.37,9.96,10.12,-226.24,140.03
1997/5/21 9:00,2.37,9.93,10.68,-225.16,139.8
1997/5/21 10:00,2.37,9.9,10.96,-223.98,139.58
1997/5/21 11:00,2.38,9.87,12.13,-222.79,139.14
1997/5/21 12:00,2.39,9.81,14.02,-221.8,138.92
1997/5/21 13:00,2.4,9.74,16.03,-221.02,138.47
1997/5/21 14:00,2.41,9.68,17.21,-220.41,137.81
1997/5/21 15:00,2.41,9.63,18.25,-219.85,137.58
1997/5/21 16:00,2.4,9.59,19.09,-219.36,137.14
1997/5/21 17:00,2.4,9.56,19.67,-218.99,136.7
1997/5/21 18:00,2.39,9.56,19.75,-218.84,136.47
1997/5/21 19:00,2.39,9.57,19.88,-218.91,136.25
1997/5/21 20:00,2.39,9.58,20.33,-219.13,136.25
1997/5/21 21:00,2.39,9.58,20.24,-219.42,136.03
1997/5/21 22:00,2.39,9.6,19.11,-219.81,136.03
1997/5/21 23:00,2.38,9.64,17.67,-220.34,136.03
1997/5/22 0:00,2.37,9.66,16.16,-221.1,136.03
1997/5/22 1:00,2.35,9.67,15.17,-222.12,136.25
1997/5/22 2:00,2.35,9.63,13.66,-223.43,136.25
1997/5/22 3:00,2.36,9.59,12.37,-224.97,136.25
1997/5/22 4:00,2.36,9.56,11.41,-226.7,136.47
1997/5/22 5:00,2.36,9.54,10.75,-228.41,136.25
1997/5/22 6:00,2.35,9.5,10.43,-229.81,136.25
1997/5/22 7:00,2.34,9.45,10.04,-230.31,136.03
1997/5/22 8:00,2.33,9.39,10.29,-229.46,135.81
1997/5/22 9:00,2.32,9.35,10.87,-227.15,135.59
1997/5/22 10:00,2.32,9.34,11.63,-223.85,135.36
1997/5/22 11:00,2.32,9.37,12.3,-220.4,135.36
1997/5/22 12:00,2.32,9.44,12.59,-217.43,135.14
1997/5/22 13:00,2.31,9.56,12.78,-215.42,134.92
1997/5/22 14:00,2.31,9.76,12.87,-214.27,134.48
1997/5/22 15:00,2.3,10.02,12.53,-213.95,134.25
1997/5/22 16:00,2.29,10.31,11.88,-214.27,134.03
1997/5/22 17:00,2.29,10.58,11.08,-215.26,134.03
1997/5/22 18:00,2.29,10.83,10.59,-216.68,133.59
1997/5/22 19:00,2.29,11.07,10.34,-218.23,131.81
1997/5/22 20:00,2.29,11.35,9.99,-219.54,129.15
1997/5/22 21:00,2.3,11.65,9.66,-220.56,128.48
1997/5/22 22:00,2.3,11.97,9.13,-221.39,128.04
1997/5/22 23:00,2.3,12.28,8.56,-222.28,127.59
1997/5/23 0:00,2.3,12.56,7.94,-223.33,127.59
1997/5/23 1:00,2.31,12.83,7.3,-224.49,127.15
1997/5/23 2:00,2.31,13.1,7.05,-225.71,126.48
1997/5/23 3:00,2.32,13.4,6.87,-227.03,126.48
1997/5/23 4:00,2.31,13.67,6.98,-228.46,126.26
1997/5/23 5:00,2.31,13.86,6.77,-229.89,126.26
1997/5/23 6:00,2.3,13.99,6.55,-230.87,126.04
1997/5/23 7:00,2.29,14.04,6.26,-231.09,126.04
1997/5/23 8:00,2.27,14.06,6.36,-230.44,126.04
1997/5/23 9:00,2.27,14.03,6.33,-229.27,126.04
1997/5/23 10:00,2.25,13.95,6.74,-227.93,126.04
1997/5/23 11:00,2.24,13.83,7.01,-226.77,126.04
1997/5/23 12:00,2.23,13.71,7.55,-225.91,126.04
1997/5/23 13:00,2.22,13.62,7.71,-225.35,126.04
1997/5/23 14:00,2.21,13.54,8.25,-224.98,126.04
1997/5/23 15:00,2.21,13.48,8.79,-224.74,126.04
1997/5/23 16:00,2.21,13.45,9.21,-224.69,126.04
1997/5/23 17:00,2.21,13.45,9.2,-225.09,126.04
1997/5/23 18:00,2.21,13.47,9.08,-226.06,126.04
1997/5/23 19:00,2.22,13.51,8.66,-227.62,126.04
1997/5/23 20:00,2.22,13.57,8.55,-229.36,126.04
1997/5/23 21:00,2.22,13.65,8.04,-230.88,125.82
1997/5/23 22:00,2.22,13.75,7.92,-231.73,125.82
1997/5/23 23:00,2.22,13.93,7.99,-231.73,125.82
1997/5/24 0:00,2.22,14.16,8.78,-230.97,125.6
1997/5/24 1:00,2.22,14.4,9.76,-229.82,125.15
1997/5/24 2:00,2.23,14.57,10.31,-228.84,124.93
1997/5/24 3:00,2.23,14.63,10.41,-228.35,124.93
1997/5/24 4:00,2.23,14.63,10.34,-228.45,124.93
1997/5/24 5:00,2.23,14.6,10.15,-228.85,124.71
1997/5/24 6:00,2.22,14.56,10.5,-229.41,124.49
1997/5/24 7:00,2.22,14.51,10.73,-230.02,124.26
1997/5/24 8:00,2.22,14.45,11.25,-230.72,124.49
1997/5/24 9:00,2.22,14.36,11.4,-231.45,124.93
1997/5/24 10:00,2.22,14.25,11.13,-232.08,125.15
1997/5/24 11:00,2.21,14.14,10.51,-232.44,125.15
1997/5/24 12:00,2.21,14.03,9.73,-232.47,125.15
1997/5/24 13:00,2.2,13.94,9.45,-232.19,125.15
1997/5/24 14:00,2.2,13.87,9.24,-231.62,124.93
1997/5/24 15:00,2.2,13.83,9.34,-230.63,124.71
1997/5/24 16:00,2.2,13.84,9.51,-229.09,124.49
1997/5/24 17:00,2.2,13.88,9.77,-226.86,124.26
1997/5/24 18:00,2.2,13.96,9.86,-224.05,124.26
1997/5/24 19:00,2.2,14.03,10.13,-220.96,124.26
1997/5/24 20:00,2.21,14.08,10.4,-218.23,124.04
1997/5/24 21:00,2.22,14.08,11.1,-216.57,123.82
1997/5/24 22:00,2.23,14.07,11.5,-216.4,123.6
1997/5/24 23:00,2.24,14.05,11.92,-217.68,123.6
1997/5/25 0:00,2.24,14.07,11.68,-219.92,124.04
1997/5/25 1:00,2.25,14.14,11.72,-222.66,124.49
1997/5/25 2:00,2.25,14.23,11.68,-225.49,124.93
1997/5/25 3:00,2.25,14.34,11.88,-228.26,124.93
1997/5/25 4:00,2.25,14.37,11.71,-230.74,124.71
1997/5/25 5:00,2.25,14.34,11.52,-232.78,124.71
1997/5/25 6:00,2.25,14.22,10.85,-234.16,124.93
1997/5/25 7:00,2.24,14.05,10.27,-234.68,125.15
1997/5/25 8:00,2.24,13.9,9.82,-234.3,125.6
1997/5/25 9:00,2.24,13.82,10.02,-232.93,126.04
1997/5/25 10:00,2.25,13.81,10.37,-230.58,126.04
1997/5/25 11:00,2.25,13.8,10.68,-227.38,125.6
1997/5/25 12:00,2.25,13.76,10.81,-223.68,124.93
1997/5/25 13:00,2.26,13.69,10.9,-220,124.71
1997/5/25 14:00,2.26,13.61,11.34,-216.77,125.15
1997/5/25 15:00,2.26,13.54,11.85,-214.38,125.37
1997/5/25 16:00,2.26,13.55,12.44,-213.01,125.6
1997/5/25 17:00,2.25,13.65,13.06,-212.74,125.6
1997/5/25 18:00,2.25,13.85,13.9,-213.43,125.15
1997/5/25 19:00,2.26,14.09,14.19,-214.67,124.49
1997/5/25 20:00,2.26,14.35,14.02,-216.02,124.04
1997/5/25 21:00,2.27,14.55,13.44,-216.94,124.04
1997/5/25 22:00,2.27,14.72,13.29,-217.16,124.26
1997/5/25 23:00,2.27,14.8,13.35,-216.67,125.37
1997/5/26 0:00,2.26,14.82,13.53,-215.87,126.26
1997/5/26 1:00,2.26,14.77,13.58,-215.26,126.48
1997/5/26 2:00,2.26,14.74,13.82,-215.24,126.48
1997/5/26 3:00,2.26,14.71,14.08,-215.93,126.93
1997/5/26 4:00,2.26,14.71,14.18,-217.27,126.93
1997/5/26 5:00,2.27,14.65,13.85,-219.09,126.71
1997/5/26 6:00,2.27,14.54,13.41,-221.1,126.48
1997/5/26 7:00,2.27,14.38,13.45,-223.03,126.48
1997/5/26 8:00,2.28,14.24,13.17,-224.6,127.37
1997/5/26 9:00,2.28,14.18,12.93,-225.76,127.59
1997/5/26 10:00,2.28,14.22,12.22,-226.53,127.82
1997/5/26 11:00,2.28,14.33,11.43,-227.01,128.04
1997/5/26 12:00,2.27,14.46,9.93,-227.14,128.04
1997/5/26 13:00,2.27,14.6,8.47,-226.84,127.82
1997/5/26 14:00,2.28,14.75,7.08,-225.98,127.82
1997/5/26 15:00,2.28,14.88,6.31,-224.64,127.59
1997/5/26 16:00,2.29,15.02,5.48,-222.97,127.59
1997/5/26 17:00,2.29,15.15,4.96,-221.27,127.82
1997/5/26 18:00,2.29,15.28,4.29,-219.72,127.82
1997/5/26 19:00,2.29,15.37,4.05,-218.68,127.82
1997/5/26 20:00,2.29,15.44,3.87,-218.48,127.82
1997/5/26 21:00,2.29,15.48,4.18,-219.4,127.82
1997/5/26 22:00,2.3,15.5,4.61,-221.41,127.82
1997/5/26 23:00,2.31,15.51,5.36,-224.03,127.59
1997/5/27 0:00,2.31,15.51,5.99,-226.66,127.59
1997/5/27 1:00,2.32,15.5,6.27,-228.46,127.82
1997/5/27 2:00,2.32,15.48,6.25,-229,128.04
1997/5/27 3:00,2.32,15.46,6.31,-228,129.15
1997/5/27 4:00,2.33,15.43,6.51,-226.04,130.26
1997/5/27 5:00,2.34,15.42,7.16,-223.72,130.48
1997/5/27 6:00,2.35,15.41,7.94,-221.75,130.92
1997/5/27 7:00,2.35,15.42,8.82,-220.08,131.37
1997/5/27 8:00,2.36,15.43,9.35,-218.56,131.59
1997/5/27 9:00,2.37,15.44,10.03,-216.94,132.03
1997/5/27 10:00,2.38,15.44,10.68,-215.44,132.48
1997/5/27 11:00,2.38,15.38,11.34,-214.55,133.37
1997/5/27 12:00,2.38,15.2,11.8,-214.95,134.03
1997/5/27 13:00,2.39,14.83,12.23,-216.92,134.25
1997/5/27 14:00,2.4,14.21,12.61,-220.18,134.7
1997/5/27 15:00,2.39,13.44,13.17,-223.93,135.36
1997/5/27 16:00,2.38,12.67,13.96,-227.32,136.03
1997/5/27 17:00,2.37,12.05,14.82,-229.67,136.7
1997/5/27 18:00,2.36,11.62,15.36,-230.72,137.36
1997/5/27 19:00,2.35,11.36,15.64,-230.61,138.03
1997/5/27 20:00,2.34,11.25,16,-229.91,138.69
1997/5/27 21:00,2.33,11.22,16.73,-229.28,139.36
1997/5/27 22:00,2.31,11.22,17.55,-229.22,139.8
1997/5/27 23:00,2.3,11.24,18.45,-229.83,140.25
1997/5/28 0:00,2.29,11.23,19,-230.91,140.69
1997/5/28 1:00,2.28,11.22,19.49,-232.05,140.91
1997/5/28 2:00,2.27,11.2,19.3,-232.82,141.14
1997/5/28 3:00,2.27,11.17,18.76,-232.95,141.14
1997/5/28 4:00,2.27,11.11,18.01,-232.25,141.36
1997/5/28 5:00,2.28,11.02,17.75,-230.73,141.58
1997/5/28 6:00,2.28,10.91,17.75,-228.62,141.8
1997/5/28 7:00,2.29,10.78,17.7,-226.5,141.8
1997/5/28 8:00,2.3,10.66,17.49,-224.89,142.02
1997/5/28 9:00,2.31,10.57,17.04,-224.31,142.25
1997/5/28 10:00,2.31,10.53,16.71,-224.87,142.25
1997/5/28 11:00,2.33,10.53,16.35,-226.52,142.25
1997/5/28 12:00,2.35,10.56,16.21,-228.76,142.25
1997/5/28 13:00,2.36,10.6,16.51,-230.99,142.25
1997/5/28 14:00,2.38,10.66,16.95,-232.65,142.02
1997/5/28 15:00,2.38,10.75,17.49,-233.39,142.02
1997/5/28 16:00,2.39,10.86,17.29,-233.3,141.8
1997/5/28 17:00,2.39,11.01,17.36,-232.56,142.02
1997/5/28 18:00,2.38,11.21,17.33,-231.58,141.8
1997/5/28 19:00,2.38,11.45,17.74,-230.53,141.8
1997/5/28 20:00,2.37,11.68,17.81,-229.49,141.8
1997/5/28 21:00,2.37,11.86,17.91,-228.36,141.8
1997/5/28 22:00,2.36,12.01,17.75,-227.3,141.8
1997/5/28 23:00,2.36,12.12,17.93,-226.67,141.8
1997/5/29 0:00,2.35,12.22,17.94,-226.82,141.8
1997/5/29 1:00,2.35,12.29,18.17,-227.85,141.8
1997/5/29 2:00,2.35,12.35,18.22,-229.55,141.58
1997/5/29 3:00,2.35,12.37,18.28,-231.59,141.36
1997/5/29 4:00,2.35,12.36,18.3,-233.73,141.14
1997/5/29 5:00,2.34,12.34,18.52,-235.72,140.91
1997/5/29 6:00,2.34,12.33,18.36,-237.43,140.69
1997/5/29 7:00,2.34,12.29,18.18,-238.68,140.69
1997/5/29 8:00,2.33,12.22,17.51,-239.3,140.47
1997/5/29 9:00,2.33,12.08,17.54,-239.07,140.47
1997/5/29 10:00,2.32,11.87,17.41,-237.74,140.03
1997/5/29 11:00,2.31,11.62,17.39,-235.51,139.58
1997/5/29 12:00,2.3,11.39,17.36,-232.7,139.36
1997/5/29 13:00,2.28,11.18,17.35,-230.1,139.36
1997/5/29 14:00,2.28,11.04,17.54,-228.15,139.36
1997/5/29 15:00,2.27,10.93,17.58,-227.18,139.14
1997/5/29 16:00,2.26,10.87,17.02,-227.03,138.92
1997/5/29 17:00,2.26,10.85,16.32,-227.49,138.25
1997/5/29 18:00,2.25,10.87,15.07,-228.27,137.58
1997/5/29 19:00,2.25,10.91,14.48,-229.23,137.14
1997/5/29 20:00,2.26,11.01,13.11,-230.34,136.25
1997/5/29 21:00,2.26,11.13,12.12,-231.46,135.59
1997/5/29 22:00,2.27,11.28,10.85,-232.43,135.14
1997/5/29 23:00,2.27,11.46,10.19,-232.93,134.48
1997/5/30 0:00,2.28,11.66,10.01,-232.85,133.81
1997/5/30 1:00,2.28,11.88,10.44,-232.22,133.14
1997/5/30 2:00,2.28,12.11,11.09,-231.35,132.26
1997/5/30 3:00,2.28,12.35,12.11,-230.58,131.59
1997/5/30 4:00,2.28,12.58,13.24,-230.16,131.15
1997/5/30 5:00,2.28,12.8,14.67,-230.14,130.92
1997/5/30 6:00,2.29,13.01,15.58,-230.34,130.7
1997/5/30 7:00,2.29,13.26,16.25,-230.5,130.26
1997/5/30 8:00,2.29,13.52,16.57,-230.23,130.04
1997/5/30 9:00,2.29,13.76,17.16,-229.28,129.81
1997/5/30 10:00,2.3,13.99,17.75,-227.68,129.81
1997/5/30 11:00,2.3,14.32,17.98,-225.85,129.81
1997/5/30 12:00,2.3,14.75,17.35,-224.24,129.81
1997/5/30 13:00,2.32,15.21,16.47,-223.05,129.81
1997/5/30 14:00,2.33,15.48,15.56,-222.25,130.04
1997/5/30 15:00,2.34,15.48,15.41,-221.71,130.04
1997/5/30 16:00,2.35,15.24,15.39,-221.53,130.26
1997/5/30 17:00,2.36,14.92,15.96,-221.75,130.48
1997/5/30 18:00,2.36,14.62,16.87,-222.3,130.7
1997/5/30 19:00,2.35,14.37,18.17,-222.81,130.7
1997/5/30 20:00,2.34,14.18,19.41,-223.12,130.92
1997/5/30 21:00,2.34,14.03,19.92,-223.17,131.15
1997/5/30 22:00,2.35,13.88,20.06,-223.18,131.15
1997/5/30 23:00,2.35,13.76,20,-223.26,131.37
1997/5/31 0:00,2.36,13.66,20.61,-223.51,131.37
1997/5/31 1:00,2.36,13.58,21.12,-223.92,131.59
1997/5/31 2:00,2.35,13.56,21.55,-224.67,131.81
1997/5/31 3:00,2.34,13.59,21.33,-225.89,131.81
1997/5/31 4:00,2.33,13.66,21.38,-227.66,132.03
1997/5/31 5:00,2.33,13.76,21.14,-229.76,132.03
1997/5/31 6:00,2.33,13.85,20.7,-231.81,131.81
1997/5/31 7:00,2.33,13.93,19.97,-233.37,131.59
1997/5/31 8:00,2.33,13.96,19.33,-234.07,131.59
1997/5/31 9:00,2.32,13.94,18.66,-233.69,131.59
1997/5/31 10:00,2.31,13.89,18,-232.26,131.59
1997/5/31 11:00,2.3,13.87,17.53,-230.34,131.59
1997/5/31 12:00,2.3,13.97,17.31,-228.55,131.59
1997/5/31 13:00,2.31,14.19,17.37,-227.6,132.03
1997/5/31 14:00,2.31,14.5,17.54,-227.43,132.26
1997/5/31 15:00,2.32,14.79,17.58,-227.7,132.03
1997/5/31 16:00,2.32,14.99,17.62,-227.69,132.26
1997/5/31 17:00,2.32,15.01,17.64,-227.09,132.48
1997/5/31 18:00,2.33,14.86,17.85,-225.92,132.48
1997/5/31 19:00,2.33,14.55,18.3,-224.58,131.59
1997/5/31 20:00,2.33,14.21,19.23,-223.4,131.37
1997/5/31 21:00,2.32,13.93,20.51,-222.5,131.81
1997/5/31 22:00,2.31,13.79,21.55,-221.87,132.03
1997/5/31 23:00,2.3,13.78,22.41,-221.45,132.03
1997/6/1 0:00,2.3,13.84,23.19,-221.48,131.81
1997/6/1 1:00,2.3,13.93,23.52,-222.16,131.59
1997/6/1 2:00,2.29,13.99,23.54,-223.78,131.59
1997/6/1 3:00,2.29,14.03,23.21,-226.16,131.37
1997/6/1 4:00,2.29,14.05,23.15,-228.97,131.37
1997/6/1 5:00,2.29,14.06,23.07,-231.5,131.15
1997/6/1 6:00,2.28,14.06,22.25,-233.38,131.15
1997/6/1 7:00,2.28,14.07,20.66,-234.5,130.92
1997/6/1 8:00,2.28,14.11,17.98,-235.12,130.92
1997/6/1 9:00,2.29,14.23,15.73,-235.48,130.7
1997/6/1 10:00,2.29,14.37,13.54,-235.75,130.7
1997/6/1 11:00,2.29,14.54,11.85,-235.92,130.7
1997/6/1 12:00,2.29,14.7,10.28,-235.91,130.7
1997/6/1 13:00,2.28,14.9,9.63,-235.62,130.7
1997/6/1 14:00,2.28,15.12,9.38,-235.13,130.7
1997/6/1 15:00,2.29,15.32,9.2,-234.68,130.7
1997/6/1 16:00,2.3,15.36,8.72,-234.72,130.7
1997/6/1 17:00,2.31,15.22,8.38,-235.54,130.7
1997/6/1 18:00,2.31,14.95,8.42,-237.19,130.7
1997/6/1 19:00,2.32,14.75,8.76,-239.26,130.7
1997/6/1 20:00,2.33,14.66,9.24,-241.11,130.7
1997/6/1 21:00,2.35,14.68,9.6,-241.99,130.7
1997/6/1 22:00,2.37,14.73,9.37,-241.54,130.92
1997/6/1 23:00,2.39,14.83,8.79,-239.92,130.92
1997/6/2 0:00,2.41,14.99,8.03,-237.79,130.92
1997/6/2 1:00,2.41,15.23,7.57,-235.75,131.15
1997/6/2 2:00,2.41,15.58,7.52,-234.1,131.37
1997/6/2 3:00,2.4,16.04,7.62,-232.81,131.59
1997/6/2 4:00,2.4,16.62,8.03,-231.77,131.37
1997/6/2 5:00,2.4,17.24,8.53,-231,130.92
1997/6/2 6:00,2.4,17.85,9.31,-230.59,130.7
1997/6/2 7:00,2.4,18.31,9.97,-230.72,131.15
1997/6/2 8:00,2.39,18.65,10.66,-231.38,131.37
1997/6/2 9:00,2.38,18.88,11.53,-232.38,131.59
1997/6/2 10:00,2.36,19.07,12.44,-233.21,132.03
1997/6/2 11:00,2.34,19.21,13.19,-233.44,133.14
1997/6/2 12:00,2.33,19.27,13.73,-232.89,134.48
1997/6/2 13:00,2.32,19.25,14.18,-231.9,135.36
1997/6/2 14:00,2.32,19.15,14.58,-231.04,135.36
1997/6/2 15:00,2.31,18.99,14.95,-230.85,135.14
1997/6/2 16:00,2.31,18.79,14.91,-231.52,134.25
1997/6/2 17:00,2.3,18.45,14.77,-232.82,133.14
1997/6/2 18:00,2.3,17.85,14.34,-234.21,132.7
1997/6/2 19:00,2.3,17.03,13.82,-235.24,132.48
1997/6/2 20:00,2.29,16.15,13.03,-235.63,132.03
1997/6/2 21:00,2.29,15.36,12.17,-235.19,131.59
1997/6/2 22:00,2.3,14.77,12.04,-233.81,131.81
1997/6/2 23:00,2.3,14.41,11.84,-231.4,132.26
1997/6/3 0:00,2.3,14.3,11.78,-228.38,132.7
1997/6/3 1:00,2.3,14.39,11.32,-225.3,133.14
1997/6/3 2:00,2.3,14.62,10.82,-223.07,133.14
1997/6/3 3:00,2.29,14.93,10.23,-222.16,133.37
1997/6/3 4:00,2.28,15.26,9.61,-222.71,133.37
1997/6/3 5:00,2.27,15.55,9.17,-224.15,133.14
1997/6/3 6:00,2.26,15.8,8.76,-225.87,133.14
1997/6/3 7:00,2.25,15.97,8.39,-227.3,133.14
1997/6/3 8:00,2.25,16.08,8.43,-228.3,133.37
1997/6/3 9:00,2.24,16.13,8.16,-228.95,133.14
1997/6/3 10:00,2.24,16.17,7.92,-229.41,133.14
