ds,y
1936/11/1,3.15
1936/12/1,2.54
1937/1/1,2.54
1937/2/1,2.62
1937/3/1,2.83
1937/4/1,2.89
1937/5/1,2.94
1937/6/1,3.17
1937/7/1,3.22
1937/8/1,3.28
1937/9/1,3.1
1937/10/1,3.28
1937/11/1,3.68
1937/12/1,4.19
1938/1/1,4.37
1938/2/1,4.51
1938/3/1,4.58
1938/4/1,5.02
1938/5/1,5.12
1938/6/1,5.23
1938/7/1,5.27
1938/8/1,5.3
1938/9/1,5.51
1938/10/1,5.56
1938/11/1,5.62
1938/12/1,5.44
1939/1/1,5.21
1939/2/1,4.93
1939/3/1,4.43
1939/4/1,4.27
1939/5/1,4.34
1939/6/1,4.52
1939/7/1,4.77
1939/8/1,4.86
1939/9/1,5.13
1939/10/1,5
1939/11/1,5.03
1939/12/1,5
1940/1/1,5.21
1940/2/1,5.64
1940/3/1,6.17
1940/4/1,6.56
1940/5/1,6.95
1940/6/1,7.1
1940/7/1,7.01
1940/8/1,6.62
1940/9/1,7.13
1940/10/1,7.95
1940/11/1,9.02
1940/12/1,9.39
1941/1/1,9.68
1941/2/1,9.62
1941/3/1,9.46
1941/4/1,9.02
1941/5/1,8.5
1941/6/1,7.9
1941/7/1,7.48
1941/8/1,6.68
1941/9/1,5.83
1941/10/1,4.9
1941/11/1,4.75
1941/12/1,4.93
1942/1/1,5.34
1942/2/1,5.65
1942/3/1,6
1942/4/1,6.33
1942/5/1,7.07
1942/6/1,7.68
1942/7/1,8.35
1942/8/1,8.81
1942/9/1,9.23
1942/10/1,9.61
1942/11/1,9.77
1942/12/1,9.88
1943/1/1,9.93
1943/2/1,9.96
1943/3/1,10.38
1943/4/1,10.87
1943/5/1,11.25
1943/6/1,11.02
1943/7/1,10.66
1943/8/1,10.34
1943/9/1,10
1943/10/1,9.87
1943/11/1,9.77
1943/12/1,10.13
1944/1/1,10.18
1944/2/1,10.06
1944/3/1,9.65
1944/4/1,9.74
1944/5/1,10.08
1944/6/1,10.56
1944/7/1,10.73
1944/8/1,10.66
1944/9/1,9.88
1944/10/1,8.91
1944/11/1,7.56
1944/12/1,6.89
1945/1/1,6.29
1945/2/1,6.24
1945/3/1,5.91
1945/4/1,5.63
1945/5/1,5.51
1945/6/1,5.83
1945/7/1,6.47
1945/8/1,7.06
1945/9/1,7.71
1945/10/1,8.35
1945/11/1,9.41
1945/12/1,10.35
1946/1/1,11.35
1946/2/1,11.74
1946/3/1,12.02
1946/4/1,11.95
1946/5/1,11.99
1946/6/1,11.99
1946/7/1,12
1946/8/1,12.2
1946/9/1,12.24
1946/10/1,12.29
1946/11/1,11.51
1946/12/1,10.56
1947/1/1,9.41
1947/2/1,8.79
1947/3/1,8.24
1947/4/1,7.41
1947/5/1,6.53
1947/6/1,5.79
1947/7/1,5.26
1947/8/1,4.81
1947/9/1,4.82
1947/10/1,5.13
1947/11/1,5.79
1947/12/1,5.98
1948/1/1,6.15
1948/2/1,6.23
1948/3/1,6.48
1948/4/1,6.94
1948/5/1,7.48
1948/6/1,8.29
1948/7/1,8.95
1948/8/1,9.05
1948/9/1,8.8
1948/10/1,8.57
1948/11/1,8.67
1948/12/1,9.25
1949/1/1,9.58
1949/2/1,9.97
1949/3/1,9.51
1949/4/1,9.5
1949/5/1,9.4
1949/6/1,9.78
1949/7/1,10.24
1949/8/1,10.6
1949/9/1,10.97
1949/10/1,11.11
1949/11/1,11.22
1949/12/1,11.27
1950/1/1,11.5
1950/2/1,11.95
1950/3/1,11.89
1950/4/1,11.37
1950/5/1,10.65
1950/6/1,10
1950/7/1,9.13
1950/8/1,8.23
1950/9/1,7.67
1950/10/1,7.18
1950/11/1,6.57
1950/12/1,5.95
1951/1/1,5.5
1951/2/1,5.29
1951/3/1,5.16
1951/4/1,5.29
1951/5/1,5.69
1951/6/1,6.4
1951/7/1,7.02
1951/8/1,7.28
1951/9/1,7.46
1951/10/1,7.75
1951/11/1,8.24
1951/12/1,8.6
1952/1/1,8.57
1952/2/1,8.43
1952/3/1,8.2
1952/4/1,8.33
1952/5/1,8.51
1952/6/1,8.57
1952/7/1,8.41
1952/8/1,8
1952/9/1,7.28
1952/10/1,7.06
1952/11/1,7.07
1952/12/1,7.63
1953/1/1,7.34
1953/2/1,6.79
1953/3/1,6.03
1953/4/1,5.56
1953/5/1,5.52
1953/6/1,5.62
1953/7/1,5.83
1953/8/1,5.89
1953/9/1,5.34
1953/10/1,4.65
1953/11/1,4
1953/12/1,4.33
1954/1/1,4.67
1954/2/1,5
1954/3/1,4.73
1954/4/1,4.75
1954/5/1,4.9
1954/6/1,5.33
1954/7/1,5.65
1954/8/1,6.2
1954/9/1,6.97
1954/10/1,7.83
1954/11/1,8.56
1954/12/1,9.28
1955/1/1,10.17
1955/2/1,10.89
1955/3/1,11.21
1955/4/1,11.42
1955/5/1,12.33
1955/6/1,13.55
1955/7/1,14.58
1955/8/1,14.43
1955/9/1,14
1955/10/1,13.09
1955/11/1,12.62
1955/12/1,12.14
1956/1/1,12.35
1956/2/1,12.9
1956/3/1,13.25
1956/4/1,13.43
1956/5/1,12.74
1956/6/1,12.43
1956/7/1,12.03
1956/8/1,12.09
1956/9/1,12.03
1956/10/1,11.82
1956/11/1,11.57
1956/12/1,11.28
1957/1/1,10.57
1957/2/1,9.97
1957/3/1,8.91
1957/4/1,8.38
1957/5/1,7.66
1957/6/1,7.61
1957/7/1,7.65
1957/8/1,7.85
1957/9/1,7.7
1957/10/1,7.31
1957/11/1,7
1957/12/1,6.86
1958/1/1,7.17
1958/2/1,7.41
1958/3/1,7.32
1958/4/1,6.95
1958/5/1,6.65
1958/6/1,6.72
1958/7/1,6.87
1958/8/1,7.52
1958/9/1,8.08
1958/10/1,8.72
1958/11/1,8.76
1958/12/1,8.5
1959/1/1,8.25
1959/2/1,7.95
1959/3/1,8.04
1959/4/1,8
1959/5/1,8.01
1959/6/1,7.6
1959/7/1,7.12
1959/8/1,6.95
1959/9/1,7.21
1959/10/1,7.63
1959/11/1,8.37
1959/12/1,9.2
1960/1/1,10.31
1960/2/1,10.9
1960/3/1,11.24
1960/4/1,11.23
1960/5/1,10.9
